symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RestructuringAndMergernAcquisition,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
MARP.MI,2019-12-31,12M,EUR,,6538750.0,0.031072,,,,6538750.0,0.031072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704302.0,,,,,,,,,,,,,
MARP.MI,2020-12-31,12M,EUR,367054.0,6538750.0,0.035003,8212951.0,5147084.0,4780030.0,6538750.0,0.035003,228873.0,-1413925.0,3733159.0,1158090.0,25930298.0,0.0,220415.0,220415.0,761.0,761.0,228873.0,228873.0,228873.0,228873.0,228873.0,228873.0,-349666.0,-349666.0,3727753.0,224764.44,27056467.0,-1126169.0,34143249.0,3374.0,8333658.0,-54856.0,0.0,-1634340.0,8212951.0,5147084.0,306722.0,306722.0,,556700.0,1714790.0,-38766.0,1297.44,-1863213.0,0.24,35269418.0,,130012.0,34143249.0,5406.0,5406.0,93622.0
MARP.MI,2021-12-31,12M,EUR,390892.0,6538750.0,0.243254,7613143.0,4826716.0,4435824.0,6538750.0,0.243254,1590578.0,2106163.0,6932879.0,1243328.0,32924414.0,0.0,158042.0,158042.0,496.0,496.0,1590578.0,1590578.0,1590578.0,1590578.0,1590578.0,1590578.0,-282238.0,-282238.0,7844782.0,2335117.404859,29828226.0,3096188.0,40537557.0,1665.0,10557204.0,-562.0,0.0,1948121.0,7613143.0,4826716.0,316446.0,316446.0,771769.0,640091.0,1883419.0,-973883.0,-167363.595141,357543.0,0.183532,37441369.0,,124692.0,40537557.0,-911903.0,-911903.0,202676.0
MARP.MI,2022-12-31,12M,EUR,486735.0,6513000.0,0.30126,12275536.0,4546986.0,4060251.0,6513000.0,0.30126,1962104.0,2837731.0,7384717.0,1343925.0,36237495.0,0.0,257252.0,257252.0,2807.0,2807.0,1962104.0,1962104.0,1962104.0,1962104.0,1962104.0,1962104.0,-373153.0,-373153.0,8280809.0,2643460.328638,32587901.0,3649594.0,48513031.0,17766.0,12264989.0,-4233.0,0.0,2580479.0,12275536.0,4546986.0,382289.0,382289.0,909981.0,869999.0,2213924.0,-1128773.0,-214735.671362,618375.0,0.239636,44863437.0,,118708.0,48513031.0,-896092.0,-896092.0,223025.0
MARP.MI,2023-06-30,TTM,EUR,,6509500.0,0.482516,,,,6509500.0,0.482516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARP.MI,2023-12-31,12M,EUR,503646.0,,,12652515.0,3600118.0,3096472.0,,,3006080.0,4388726.0,7988844.0,1336273.0,37093218.0,0.0,673105.0,673105.0,36087.0,36087.0,3006080.0,3006080.0,3006080.0,3006080.0,3006080.0,3006080.0,-738283.0,-738283.0,8783296.0,3648822.160236,31839456.0,5253762.0,49745733.0,71397.0,11684933.0,-5902.0,0.0,3715621.0,12652515.0,3600118.0,393453.0,393453.0,819832.0,824705.0,2160978.0,-857750.0,-151709.839764,709541.0,0.190962,44491971.0,,101265.0,49745733.0,-794452.0,-794452.0,43820.0
MARP.MI,2023-12-31,TTM,EUR,503646.0,6494500.0,0.462866,12652515.0,3600118.0,3096472.0,6494500.0,0.462866,3006080.0,4388726.0,7988844.0,1336273.0,37093218.0,0.0,673105.0,673105.0,36087.0,36087.0,3006080.0,3006080.0,3006080.0,3006080.0,3006080.0,3006080.0,-738283.0,-738283.0,8783296.0,3648822.160236,31839456.0,5253762.0,49745733.0,71397.0,11684933.0,-5902.0,0.0,3715621.0,12652515.0,3600118.0,393453.0,393453.0,819832.0,824705.0,2160978.0,-857750.0,-151709.839764,709541.0,0.190962,44491971.0,4458000.0,101265.0,49745733.0,-794452.0,-794452.0,43820.0
