symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,CapitalExpenditureReported,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,DividendReceivedCFO,EndCashPosition,FinancingCashFlow,FreeCashFlow,InterestPaidCFO,InvestingCashFlow,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,PensionAndEmployeeBenefitExpense,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfPPE,TaxesRefundPaid
AVIO.MI,2019-12-31,12M,EUR,,,,-16226000.0,-11598000.0,,,,,,,,,-11598000.0,,,,,3239000.0,,,,,,10000000.0,10000000.0,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,
AVIO.MI,2020-12-31,12M,EUR,,144303000.0,-34600000.0,,,-19639000.0,5210000.0,4221000.0,-2201000.0,-33881000.0,42146000.0,15495000.0,-19639000.0,,-6413000.0,536000.0,19285000.0,19285000.0,,124666000.0,-32438000.0,12799000.0,-357000.0,-34600000.0,,,-8000000.0,0.0,-6413000.0,14118000.0,14873000.0,-13131000.0,0.0,-8000000.0,-8000000.0,-18025000.0,1000.0,-21469000.0,47399000.0,2000.0,-277000.0,-157000.0,0.0,-13131000.0,0.0,-21469000.0,-8000000.0,-6413000.0,,-653000.0
AVIO.MI,2021-12-31,12M,EUR,,124666000.0,-33714000.0,,-7321000.0,-20051000.0,-14423000.0,18675000.0,-6677000.0,10473000.0,11294000.0,19342000.0,-20051000.0,,0.0,-510000.0,21151000.0,21151000.0,,104615000.0,-27594000.0,7543000.0,-293000.0,-33714000.0,,,-10000000.0,0.0,0.0,8479652.0,9133000.0,-15395000.0,,-10000000.0,-10000000.0,-7141000.0,,-18319000.0,41257000.0,,-1170000.0,-3505000.0,0.0,-15395000.0,,-18319000.0,-10000000.0,0.0,,-409000.0
AVIO.MI,2021-12-31,TTM,EUR,,124666000.0,-33714000.0,,-7321000.0,-20052000.0,-14423000.0,18675000.0,-6677000.0,10473000.0,11294000.0,19342000.0,-20052000.0,,,-512000.0,21151000.0,21151000.0,,104614000.0,-27593000.0,7541000.0,-293000.0,-33714000.0,,,-10000000.0,,,8480000.0,9133000.0,-15395000.0,,-10000000.0,-10000000.0,-7140000.0,,-18319000.0,41255000.0,,-1170000.0,-3505000.0,,-15395000.0,,-18319000.0,-10000000.0,,,-409000.0
AVIO.MI,2022-12-31,12M,EUR,,104615000.0,-32515000.0,,-4500000.0,26788000.0,-47841000.0,5087000.0,-35323000.0,12899000.0,85406000.0,20228000.0,26790000.0,-4500000.0,-5739000.0,72000.0,19187000.0,19187000.0,,131403000.0,-4714000.0,33224000.0,-218000.0,-34235000.0,,,-10000000.0,-1720000.0,-5739000.0,-434767.0,1314000.0,-10970000.0,,-10000000.0,-10000000.0,18657000.0,,-21545000.0,65739000.0,-2000.0,-248000.0,25150000.0,-1720000.0,-10970000.0,,-21545000.0,-10000000.0,-5739000.0,0.0,-1495000.0
AVIO.MI,2023-12-31,12M,EUR,8552000.0,131403000.0,-36345000.0,,,-35809000.0,-81854000.0,-2064000.0,2177000.0,23334000.0,88878000.0,30471000.0,-35809000.0,0.0,0.0,17000.0,6731000.0,15283000.0,,95593000.0,-39441000.0,6137000.0,-143000.0,-38850000.0,,,,-2505000.0,0.0,6487372.0,6624000.0,-13103000.0,,-10000000.0,-10000000.0,-29441000.0,,-23242000.0,42482000.0,-1000.0,-705000.0,-9542000.0,-2505000.0,-13103000.0,,-23242000.0,,0.0,0.0,-51000.0
AVIO.MI,2023-12-31,TTM,EUR,8552000.0,131403000.0,-36345000.0,,,-35809000.0,-81854000.0,-2064000.0,2177000.0,23334000.0,88878000.0,30471000.0,-35809000.0,0.0,0.0,17000.0,6731000.0,15283000.0,,95593000.0,-39441000.0,6137000.0,-143000.0,-38850000.0,,,,-2505000.0,0.0,6487372.0,6624000.0,-13103000.0,,-10000000.0,-10000000.0,-29441000.0,,-23242000.0,42482000.0,-1000.0,-705000.0,-9542000.0,-2505000.0,-13103000.0,,-23242000.0,,0.0,0.0,-51000.0
