symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,DerivativeProductLiabilities,FinancialAssets,FinishedGoods,FixedAssetsRevaluationReserve,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinSubsidiariesatCost,LandAndImprovements,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkingCapital
SVS.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939000.0,,17358000.0,,,,,,,,,,,,,,,,,,,,,,,,,
SVS.MI,2020-12-31,12M,EUR,22237809.0,29088341.0,14716250.0,6567889.0,6567889.0,6553172.0,14717.0,14716250.0,27725239.0,2580152.0,66808327.0,20840790.0,20840790.0,563933.0,49019015.0,209820.0,42830.0,19385122.0,2425000.0,,7897109.0,25793903.0,,23531053.0,74764341.0,62275.0,67904.0,,2628880.0,26198312.0,26198312.0,130179.0,62716.0,17410589.0,3239.0,40471213.0,25793903.0,19828130.0,8766.0,50050.0,1938444.0,5600000.0,2137900.0,179847.0,2532958.0,7897109.0,1146000.0,60537.0,15085.0,1680052.0,3174282.0,1305608.0,649536.0,26589469.0,1146045.0,0.0,4145931.0,5943985.0,5600000.0,27725239.0,19828130.0,2467558.0,108101490.0,53923551.0,47039102.0,27728478.0,80373012.0,41293163.0,31353997.0,2671608.0,2894655.0,,2000000.0,17789312.0
SVS.MI,2021-12-31,12M,EUR,23336838.0,31827089.0,20604250.0,30438293.0,30438293.0,30430165.0,8128.0,20604250.0,50961232.0,3051890.0,93072597.0,21132622.0,21132622.0,657828.0,49540272.0,113927.0,24532.0,19136157.0,2425000.0,,9697668.0,25639396.0,24532.0,23507453.0,102711778.0,62275.0,67904.0,29607.0,2491756.0,30617924.0,30617924.0,159786.0,63618.0,16837436.0,4509.0,21312253.0,25639396.0,41263564.0,8766.0,48216.0,2003046.0,5432961.0,1648697.0,72468.0,16644958.0,9697668.0,,60537.0,15085.0,2029603.0,3258314.0,1367684.0,620355.0,27139105.0,1618697.0,0.0,4371296.0,7920262.0,5432961.0,50961232.0,41263564.0,2006856.0,135885726.0,81579156.0,51750546.0,50965741.0,84919985.0,42813129.0,35379713.0,1772664.0,2532982.0,,2000000.0,43532325.0
SVS.MI,2022-12-31,12M,EUR,28198447.0,38995140.0,20604250.0,21627215.0,21627215.0,21620038.0,7177.0,20604250.0,54501655.0,2892312.0,104694299.0,23841185.0,23841185.0,739949.0,57161393.0,,559400.0,22759469.0,2425000.0,963402.0,11023670.0,26209159.0,,28342455.0,108536420.0,62275.0,67904.0,99801.0,3026093.0,30193580.0,30193580.0,229980.0,63859.0,16271539.0,7611.0,32407550.0,26209159.0,43477985.0,,172425.0,1927528.0,5380106.0,2303197.0,104610.0,16644958.0,10060268.0,,60537.0,,1766528.0,4019215.0,8779312.0,,31807378.0,1479452.0,0.0,5582986.0,10370862.0,5380106.0,54501655.0,43477985.0,2427579.0,146228799.0,84695235.0,54034765.0,54509266.0,91719533.0,41534500.0,34558140.0,1842403.0,2200748.0,,2482304.0,47532906.0
SVS.MI,2023-12-31,12M,EUR,31003001.0,41365628.0,20604250.0,34249946.0,34249946.0,34240913.0,9033.0,20604250.0,58982987.0,3998986.0,123923848.0,26800955.0,26800955.0,860978.0,64675575.0,25576.0,273142.0,25461256.0,2425000.0,681120.0,11419565.0,26774269.0,,30449929.0,161605604.0,62275.0,47904.0,,2865799.0,75821662.0,75821662.0,110179.0,62180.0,15418871.0,10415.0,68372671.0,26774269.0,47563422.0,,106136.0,1828977.0,5366270.0,4422898.0,160637.0,16644955.0,10738445.0,,60537.0,-35923855.0,3464269.0,4490613.0,6944230.0,,36453427.0,2208045.0,0.0,4988673.0,14696190.0,5600000.0,58982987.0,47563422.0,3422194.0,165602929.0,134804649.0,102622617.0,58993402.0,106609527.0,41679081.0,41933952.0,1986157.0,13276.0,233730.0,2922542.0,59248273.0
