asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,Amortization,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,CommonStockIssuance,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancialAssets,FinancingCashFlow,FinishedGoods,FixedAssetsRevaluationReserve,FreeCashFlow,GainLossOnInvestmentSecurities,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,GrossProfit,HedgingAssetsCurrent,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinSubsidiariesatCost,IssuanceOfCapitalStock,IssuanceOfDebt,LandAndImprovements,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RepaymentOfDebt,RepurchaseOfCapitalStock,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfIntangibles,SaleOfInvestment,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,5600000.0,0.443571,,,,,,,,,,,,,,,,,,,-2000000.0,,,,,,,,,,,,,,5600000.0,0.443571,,,,,,,,,,,39000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444000.0,,,,,,,,,,,,,,,,,,,939000.0,,,17358000.0,,,,,,,,,,,,,,,,,,,,-2000000.0,,,0.0,,,,,,,,,,,,,,,,,,,5185000.0,,,,,,,,,,
2020-12-31,12M,EUR,22237809.0,29088341.0,1328676.0,5600000.0,0.448849,4779532.0,-1896964.0,14716250.0,6567889.0,6567889.0,6553172.0,14717.0,-168458.0,1788357.0,2305948.0,-760623.0,-6680446.0,8451950.0,3148371.0,1788357.0,14716250.0,27725239.0,,0.0,2580152.0,54406041.0,66808327.0,20840790.0,20840790.0,563933.0,49019015.0,696439.0,4008067.0,4008067.0,4008067.0,2679391.0,209820.0,5600000.0,0.448849,2513552.0,5318338.0,9326405.0,6567889.0,,42830.0,-7025474.0,19385122.0,2425000.0,9505081.0,39656.0,,7897109.0,25793903.0,21638041.0,,,2107557.0,2107557.0,,,-1895583.0,23531053.0,74764341.0,-2588214.0,62275.0,67904.0,,,55807.0,2628880.0,26198312.0,26198312.0,55807.0,-7308925.0,130179.0,62716.0,17410589.0,,3239.0,-790.0,,0.0,40471213.0,2513552.0,2513552.0,2514342.0,2513552.0,2513552.0,2514342.0,2514342.0,-942154.0,-1895583.0,-691250.0,-18876807.0,-7253118.0,-1895583.0,11851333.0,-89000.0,25793903.0,-954810.0,-11623689.0,19828130.0,8766.0,50050.0,1938444.0,10293346.0,3270757.292987,11402045.0,15580210.0,6057831.0,76044082.0,5600000.0,2137900.0,179847.0,2532958.0,7897109.0,1146000.0,3479833.0,60537.0,15085.0,1904516.0,1680052.0,3174282.0,1305608.0,649536.0,0.0,26589469.0,1146045.0,3210781.0,0.0,512196.0,,-942154.0,-775150.0,-954810.0,4145931.0,54406041.0,4008067.0,-7308925.0,0.0,488814.0,5943985.0,0.0,83900.0,5600000.0,-966941.0,27725239.0,19828130.0,-209735.707013,696439.0,0.216906,2467558.0,-731558.0,108101490.0,53923551.0,47039102.0,27728478.0,69986251.0,80373012.0,41293163.0,31353997.0,5095000.0,-211974.0,76044082.0,2671608.0,-966941.0,-966941.0,2894655.0,,2000000.0,17789312.0,478127.0
2021-12-31,12M,EUR,23336838.0,31827089.0,1760065.0,5600000.0,0.564216,6567889.0,-5916249.0,20604250.0,30438293.0,30438293.0,30430165.0,8128.0,-212832.0,23870404.0,-449052.0,-731014.0,-1707232.0,-2885077.0,-5985207.0,23870404.0,20604250.0,50961232.0,20000000.0,,3051890.0,58526048.0,93072597.0,21132622.0,21132622.0,657828.0,49540272.0,856979.0,4532912.0,4532912.0,4532912.0,2772847.0,113927.0,5600000.0,0.564216,3159611.0,5887736.0,10420648.0,30438293.0,,24532.0,27359276.0,19136157.0,2425000.0,-3381424.0,80481.0,,9697668.0,25639396.0,23466001.0,24532.0,,1869574.0,1869574.0,1663.0,1663.0,-1636648.0,23507453.0,102711778.0,-6023697.0,62275.0,67904.0,29607.0,20000000.0,,2491756.0,30617924.0,30617924.0,,-9946617.0,159786.0,63618.0,16837436.0,,4509.0,-1572.0,,20000000.0,21312253.0,3159611.0,3159611.0,3161183.0,3159611.0,3159611.0,3161183.0,3161183.0,-3297909.0,-1636648.0,-107448.0,-8273526.0,-9946617.0,-1636648.0,15632802.0,29181.0,25639396.0,-2618340.0,1673091.0,41263564.0,8766.0,48216.0,2003046.0,11287728.0,3841763.326273,2534825.0,16827774.0,6638227.0,81992049.0,5432961.0,1648697.0,72468.0,16644958.0,9697668.0,,1591549.0,60537.0,15085.0,1857515.0,2029603.0,3258314.0,1367684.0,620355.0,0.0,27139105.0,1618697.0,4018162.0,0.0,615749.0,,-3297909.0,-200579.0,-2618340.0,4371296.0,58526048.0,4532912.0,-9946617.0,,524323.0,7920262.0,,93131.0,5432961.0,-867080.0,50961232.0,41263564.0,-184927.673727,856979.0,0.213276,2006856.0,-129970.0,135885726.0,81579156.0,51750546.0,50965741.0,75353822.0,84919985.0,42813129.0,35379713.0,,-232926.0,81992049.0,1772664.0,-867080.0,-867080.0,2532982.0,,2000000.0,43532325.0,342757.0
2022-12-31,12M,EUR,28198447.0,38995140.0,1812728.0,5412476.0,0.657662,30438293.0,-4873305.0,20604250.0,21627215.0,21627215.0,21620038.0,7177.0,175744.0,-8811078.0,-3156117.0,-1681357.0,3231715.0,-3451413.0,-4881428.0,-8811078.0,20604250.0,54501655.0,,,2892312.0,72398584.0,104694299.0,23841185.0,23841185.0,739949.0,57161393.0,1085305.0,4789388.0,4789388.0,4789388.0,2976660.0,,5412476.0,0.657662,3569554.0,6520586.0,11309974.0,21627215.0,84252052.0,559400.0,-117305.0,22759469.0,2425000.0,10941.0,-18282.0,963402.0,11023670.0,26209159.0,27114755.0,,25800.0,1863806.0,1863806.0,,,-1600587.0,28342455.0,108536420.0,-13578019.0,62275.0,67904.0,99801.0,,,3026093.0,30193580.0,30193580.0,,-11834766.0,229980.0,63859.0,16271539.0,53190862.0,7611.0,-1921.0,-4114415.0,-482304.0,32407550.0,3569554.0,3569554.0,3571475.0,3569554.0,3569554.0,3571475.0,3571475.0,-1888108.0,-1527170.0,-4590299.0,-12135001.0,-11834766.0,-1527170.0,12500000.0,,26209159.0,-2985197.0,-300235.0,43477985.0,,172425.0,1927528.0,12804014.0,4715394.368023,4884246.0,19363348.0,7751407.0,99513339.0,5380106.0,2303197.0,104610.0,16644958.0,10060268.0,,1548637.0,60537.0,,2544880.0,1766528.0,4019215.0,8779312.0,,0.0,31807378.0,1479452.0,4656780.0,0.0,854388.0,-4114415.0,-1888108.0,-7342931.0,-2985197.0,5582986.0,72398584.0,4789388.0,-11834766.0,,643215.0,10370862.0,,2752632.0,5380106.0,-1494040.0,54501655.0,43477985.0,-348199.631977,1085305.0,0.233059,2427579.0,-146294.0,146228799.0,84695235.0,54034765.0,54509266.0,91761932.0,91719533.0,41534500.0,34558140.0,,-336636.0,99513339.0,1842403.0,-1494040.0,-1494040.0,2200748.0,,2482304.0,47532906.0,825025.0
2023-12-31,12M,EUR,31003001.0,41365628.0,1790598.0,,,21627215.0,-5826990.0,20604250.0,34249946.0,34249946.0,34240913.0,9033.0,-147664.0,12622731.0,-2753065.0,-3831881.0,2669025.0,-2399402.0,-6462987.0,12622731.0,20604250.0,58982987.0,,,3998986.0,91255640.0,123923848.0,26800955.0,26800955.0,860978.0,64675575.0,1788864.0,5019623.0,5019623.0,5019623.0,3229025.0,25576.0,,,5123041.0,10589400.0,15609023.0,34249946.0,81945697.0,273142.0,11478347.0,25461256.0,2425000.0,-1533882.0,,681120.0,11419565.0,26774269.0,30374271.0,,,3791347.0,3791347.0,,,-1768791.0,30449929.0,161605604.0,-3148724.0,62275.0,47904.0,,,10853386.0,2865799.0,75821662.0,75821662.0,10853386.0,-10138823.0,110179.0,62180.0,15418871.0,42937480.0,10415.0,-2804.0,,-440238.0,68372671.0,5123041.0,5123041.0,5125845.0,5123041.0,5123041.0,5125845.0,5125845.0,-2053760.0,-3193192.0,2678266.0,2318585.0,714563.0,-3193192.0,9600000.0,,26774269.0,-3773230.0,1604022.0,47563422.0,,106136.0,1828977.0,16773553.0,6001115.983801,4293108.0,20642897.0,9731374.0,121629911.0,5366270.0,4422898.0,160637.0,16644955.0,10738445.0,,1382837.0,60537.0,-35923855.0,2380019.0,3464269.0,4490613.0,6944230.0,,0.0,36453427.0,2208045.0,6798053.0,0.0,505826.0,,-2053760.0,-41164.0,-3773230.0,4988673.0,91255640.0,5019623.0,-10138823.0,,505826.0,14696190.0,,2719430.0,5600000.0,-1164530.0,58982987.0,47563422.0,-286455.016199,1672208.0,0.245983,3422194.0,-692053.0,165602929.0,134804649.0,102622617.0,58993402.0,111898537.0,106609527.0,41679081.0,41933952.0,,-598155.0,121629911.0,1986157.0,-1164530.0,-1164530.0,13276.0,233730.0,2922542.0,59248273.0,658704.0
