asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,Amortization,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,CommonStockPayments,CostOfRevenue,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendReceivedCFO,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InterestReceivedCFO,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinJointVenturesatCost,InvestmentsinSubsidiariesatCost,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,NetCommonStockIssuance,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RepurchaseOfCapitalStock,RetainedEarnings,SaleOfInvestment,SaleOfPPE,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WorkInProcess,WorkingCapital,WriteOff
2020-06-30,12M,EUR,4472000.0,11359000.0,,,,535000.0,30050000.0,0.250312,16150548.0,-1062763.0,1000000.0,19205000.0,19205000.0,-500000.0,19197000.0,8000.0,-51537.0,5851406.0,4767458.0,-1382574.0,-1727364.0,1018081.0,2624064.0,5851406.0,1000000.0,-500000.0,24638000.0,,0.0,48043563.0,38335000.0,1716000.0,1716000.0,,14570000.0,2822786.0,948734.0,948734.0,,,,30050000.0,0.250312,7521889.0,398187.0,10499018.0,11447752.0,22001954.0,,-3829202.0,62000.0,9512818.0,-398187.0,30487000.0,0.0,894000.0,964000.0,17075547.0,154343.0,154343.0,68740.0,68740.0,-84634.0,,0.0,2272000.0,27571000.0,-894973.0,535000.0,,767000.0,376000.0,336000.0,,0.0,1217000.0,1217000.0,0.0,-2840716.0,1479000.0,241000.0,12000.0,,0.0,7521889.0,7521889.0,7521889.0,7521889.0,7521889.0,7521889.0,7521889.0,-849299.0,-85603.0,159021.0,-3329202.0,-2840716.0,-85603.0,965000.0,-204695.0,-488486.0,23744000.0,,,1698000.0,11581033.0,7618801.168609,10575581.0,6911144.0,10164403.0,65119110.0,30050000.0,2000.0,,,894000.0,-545378.0,-1000.0,1052029.0,3723000.0,379000.0,1682000.0,,0.0,8823000.0,,1000.0,10344675.0,573000.0,269424.0,-849299.0,-60000.0,-213464.0,0.0,48043563.0,948734.0,251000.0,251000.0,-2840716.0,0.0,7489000.0,219021.0,8769.0,31000.0,30518000.0,30050000.0,-133281.0,24638000.0,23744000.0,-36368.831391,2822786.0,0.272873,3814000.0,-2784375.0,42577000.0,25855000.0,2933000.0,24638000.0,54954707.0,17939000.0,4242000.0,3369000.0,114000.0,65119110.0,628000.0,-133281.0,-133281.0,2210000.0,23765000.0,133281.0
2021-06-30,12M,EUR,6319577.0,11954538.0,,10902000.0,723341.0,595000.0,30450000.0,0.283527,22001954.0,-4343041.0,1138000.0,32966828.0,32966828.0,-300000.0,32965923.0,905.0,-34982.0,10964874.0,-3262780.0,1012676.0,404953.0,-595755.0,-2475888.0,10964874.0,1138000.0,,44166061.0,11040000.0,-2796634.0,42171872.0,54904899.0,1117977.0,1117977.0,1086.0,15296380.0,2945628.0,922275.0,922275.0,922275.0,198934.0,8382.0,30450000.0,0.283527,8633386.0,504499.0,11738820.0,12661095.0,32966828.0,94870500.0,6216734.0,83783.0,4016643.0,-504499.0,,,4230860.0,962952.0,18811406.0,159806.0,159806.0,53820.0,53820.0,-105986.0,,,5534605.0,45596538.0,-3611544.0,595000.0,767491.0,375993.0,,,11040000.0,,312500.0,312500.0,,,1143484.0,129413.0,4323.0,111142500.0,8243366.0,8633386.0,8633386.0,8633386.0,8633386.0,8633386.0,8633386.0,8633386.0,-4060505.0,-105986.0,646345.0,-1726632.0,,-105986.0,962952.0,-197384.0,-1726632.0,39935201.0,1086.0,84862.0,1839597.0,12813199.0,8746795.703464,8359684.0,7478801.0,11332605.0,60983278.0,30450000.0,,5419968.0,10902000.0,4230860.0,251948.0,,703907.0,1580331.0,463296.0,1631550.0,,0.0,8273801.0,469892.0,,11579014.0,495333.0,257647.0,-4060505.0,-60000.0,-282536.0,,42171872.0,922275.0,,,,-2796634.0,9157614.0,706345.0,85152.0,,,30450000.0,-152104.0,44166061.0,39935201.0,-38694.296536,2945628.0,0.254394,2816292.0,-1935016.0,61837195.0,44478561.0,1430477.0,44166061.0,49650673.0,17671134.0,6932296.0,2374754.0,10549.0,60983278.0,373893.0,-152104.0,-152104.0,5450822.0,39608519.0,152104.0
2022-06-30,12M,EUR,6126490.0,11947271.0,-2639812.0,10902000.0,1263001.0,,30450000.0,0.313753,32966828.0,-3604709.0,1138000.0,40208554.0,40208554.0,,40202906.0,5648.0,-20128.0,7241726.0,-6936571.0,7810996.0,-193087.0,7267.0,668477.0,7241726.0,1138000.0,,53727901.0,,,35058121.0,67532191.0,512548.0,512548.0,986.0,20706394.0,3212464.0,1449613.0,1449613.0,1449613.0,186612.0,305.0,30450000.0,0.313753,9553764.0,549365.0,12935439.0,14385052.0,40208554.0,85158409.0,-904435.0,53997.0,7483342.0,-549365.0,,,6519574.0,3416327.0,19305086.0,169211.0,169211.0,25068.0,25068.0,-144143.0,,,12471176.0,54240449.0,-2941890.0,,752491.0,375993.0,,0.0,,,,,,-904435.0,1128484.0,53151.0,441639.0,120582000.0,,9553764.0,9553764.0,9553764.0,9553764.0,9553764.0,9553764.0,9553764.0,-3551715.0,-144143.0,610000.0,-904435.0,-904435.0,-144143.0,776515.0,-175.0,,47208327.0,,82105.0,1386908.0,14507522.0,9645415.933295,11088051.0,6821610.0,12483476.0,54363207.0,30450000.0,,10464496.0,,6519574.0,152220.0,,1871505.0,3300955.0,2150498.0,551127.0,,0.0,9715939.0,379114.0,,12766228.0,824190.0,231189.0,-3551715.0,,-52994.0,,35058121.0,1449613.0,,,-904435.0,,10546922.0,610000.0,52819.0,,,30450000.0,-122470.0,53727901.0,47208327.0,-30818.066705,3212464.0,0.251638,2353077.0,-3264558.0,75956764.0,53727901.0,512548.0,53727901.0,41879731.0,22228863.0,8424573.0,1522469.0,,54363207.0,288494.0,-122470.0,-122470.0,12417179.0,46825797.0,122470.0
2023-06-30,12M,EUR,4008794.0,14070109.0,-2404293.0,10902000.0,,,30450000.0,0.347822,40208554.0,-2954224.0,1138000.0,40073173.0,40073173.0,-1492050.0,40068855.0,4318.0,-163971.0,-135381.0,322826.0,-4612894.0,-2117696.0,-2122838.0,-8694573.0,-135381.0,1138000.0,,62833758.0,,,56723208.0,71357477.0,0.0,0.0,520.0,15753077.0,3332139.0,1686886.0,1686886.0,,,0.0,30450000.0,0.347822,10591182.0,110481.0,13953530.0,15640416.0,40073173.0,70542880.0,-1804550.0,515138.0,907621.0,-307905.0,,,7807921.0,2683024.0,19119394.0,30209.0,30209.0,466886.0,466886.0,177226.0,177226.0,,12148350.0,62833758.0,-2192676.0,,752491.0,85719.0,,5500.0,,,,,,-312500.0,843710.0,45355.0,441639.0,115710000.0,,10591182.0,10591182.0,10591182.0,10591182.0,10591182.0,10591182.0,10591182.0,-2842691.0,348915.0,284774.0,-312500.0,-312500.0,348915.0,278733.0,365241.0,,55025837.0,,75687.0,1579964.0,15963220.0,10836732.319089,3861845.0,5530089.0,13589305.0,75842602.0,30450000.0,,8998363.0,,7807921.0,-176920.0,,870369.0,1658521.0,2217385.0,1530015.0,171689.0,0.0,5850982.0,,,13923321.0,24000.0,225115.0,-2842691.0,-5500.0,-111533.0,,56723208.0,1686886.0,,,-312500.0,,11943883.0,290274.0,476774.0,,,30450000.0,-322804.0,62833758.0,55025837.0,-77253.680911,3332139.0,0.239321,3535310.0,-3041626.0,80287841.0,62833758.0,0.0,62833758.0,62253297.0,17454083.0,8930364.0,1701006.0,87762.0,75842602.0,183667.0,-322804.0,-322804.0,11633212.0,55604400.0,151115.0
