symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,Amortization,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,CommonStockIssuance,CostOfRevenue,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,EnterprisesValueEBITDARatio,EnterprisesValueRevenueRatio,FinancialAssets,FinancingCashFlow,FinishedGoods,FixedAssetsRevaluationReserve,FreeCashFlow,GainLossOnInvestmentSecurities,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinSubsidiariesatCost,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherNonCashItems,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherunderPreferredStockDividend,Payables,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RepaymentOfDebt,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfInvestment,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,WorkInProcess,WorkingCapital,WriteOff
HQF.MI,2021-12-31,12M,EUR,,,,,0.0,,8899390.0,-0.116969,,,,,,,,,,,,,,,,,,,13932599.0,,,,,,,,11440.0,11440.0,,8899390.0,-0.116969,-1040957.0,-699177.0,-687737.0,,,,,,,,,,,,,,1112399.0,0.0,313242.0,313242.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,-28538.0,,,-1040957.0,-1040957.0,-1012419.0,-1040957.0,-1040957.0,,-1012419.0,,-312469.0,,,,-312469.0,,,,,,,-260335.0,-613555.0,,1492112.0,-379713.0,15044998.0,,,,,,,,,760963.0,,,,,0.0,,-1012419.0,,,,,,13932599.0,11440.0,,85293.0,,,,-427402.0,,,0.0,0.0,0.0,,,,,,,15424711.0,,,,-773.0,15044998.0,,-427402.0,-427402.0,,,,342109.0
HQF.MI,2022-12-31,12M,EUR,3664360.0,6584000.0,-484874.0,3212537.0,289597.0,495000.0,8899390.0,0.039224,1041338.0,-1245016.0,889939.0,812033.0,1029382.0,560395.0,251638.0,62078.0,-229305.0,-1296807.0,-361383.0,-42798.0,-733956.0,-2372866.0,-128952693.0,889939.0,4892688.0,2537476.0,17009571.0,13565583.0,3607216.0,3607216.0,8117477.0,34843.0,449261.0,449261.0,449261.0,159664.0,0.0,8899390.0,0.039224,349074.0,746118.0,1195379.0,812033.0,15294783.0,12.794924,0.783818,129516.0,2135447.0,4599273.0,0.0,-131268640.0,116140.0,0.0,2560682.0,1141922.0,2503612.0,0.0,344191.0,344191.0,5289.0,5289.0,-332145.0,4677213.0,12437747.0,-1064516.0,495000.0,141.0,59700.0,0.0,2537476.0,873044.0,3937843.0,3937843.0,873044.0,-706098.0,59841.0,244039.0,822810.0,9655838.0,-6834.0,-18010.0,2537476.0,6733026.0,349074.0,349074.0,367084.0,349074.0,349074.0,349074.0,367084.0,-1110842.0,-338902.0,180500.0,-402029.0,166946.0,-338902.0,657048.0,-134174.0,-568975.0,2332006.0,0.0,398751.0,1421003.0,555138.684423,-130023624.0,1530349.0,973263.0,19513183.0,8899390.0,128723388.0,24980.0,4519000.0,2560682.0,724.0,357078.0,-6521415.0,300566.0,515471.0,319112.0,129902.0,217349.0,0.0,4308912.0,401927.0,0.0,109450.0,-1110842.0,-134174.0,77216.0,17009571.0,449261.0,-706098.0,109450.0,-701836.0,180500.0,8899390.0,-231190.0,4892688.0,2332006.0,-19559.315577,34843.0,0.08669,1145086.0,-6630.0,17609809.0,8830531.0,7545059.0,4885854.0,18539920.0,12723955.0,4044226.0,4606478.0,-5289.0,19513183.0,129081.0,-225624.0,-225624.0,25845.0,0.0,5448106.0,121740.0
HQF.MI,2023-12-31,12M,EUR,4051815.0,6745649.0,-755049.0,5582918.0,409532.0,,,,812033.0,-690799.0,1218611.0,1246865.0,1248997.0,1033866.0,212999.0,-357422.0,434832.0,-2980565.0,604905.0,387455.0,-161649.0,-2507276.0,434832.0,1218611.0,8064684.0,1836781.0,15814379.0,16571604.0,3332195.0,3332195.0,8323516.0,206928.0,635001.0,635001.0,635001.0,225469.0,17605.0,,,584476.0,1346098.0,1981099.0,1246865.0,15852599.0,,,33491.0,2339774.0,7545009.0,0.0,-1904942.0,-311242.0,0.0,2592488.0,2189522.0,4255930.0,3112.0,503072.0,503072.0,43930.0,43930.0,-437581.0,7657778.0,15752239.0,-690799.0,,141.0,4800.0,0.0,1836781.0,2910226.0,4355360.0,4355360.0,2910226.0,-2100739.0,4941.0,171808.0,938514.0,9311942.0,-18477.0,-51622.0,1836781.0,6440690.0,584476.0,584476.0,636098.0,584476.0,584476.0,584476.0,636098.0,-353127.0,-459142.0,,502993.0,809487.0,-459142.0,1434472.0,-337672.0,-306494.0,5472196.0,0.0,374955.0,2230931.0,772984.581629,-1214143.0,2809774.0,1446156.0,20070309.0,11219208.0,,66.0,,2592488.0,2825.0,449972.0,,225135.0,575132.0,657993.0,150347.0,2132.0,0.0,4924220.0,843026.0,593015.0,633399.0,-353127.0,-337672.0,109944.0,15814379.0,635001.0,-2100739.0,91483.0,-88580.0,,11219208.0,-285754.0,8064684.0,5472196.0,-61323.418371,206928.0,0.245459,768833.0,-711821.0,21306934.0,12420044.0,7687555.0,8046207.0,18624153.0,13260727.0,4735330.0,4937211.0,,20070309.0,297273.0,-249832.0,-249832.0,17483.0,0.0,8248088.0,191159.0
