symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DerivativeProductLiabilities,FinancialAssets,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentLiabilities,OtherIntangibleAssets,OtherInventories,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PrepaidAssets,Properties,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,WorkingCapital
ENAV.MI,2019-12-31,12M,EUR,,,,,1443517.0,11005000.0,,,,,449209000.0,59000.0,,,,,,,,,,0.0,85000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24967000.0,,1193000.0,,,,,,,,,,,,,,,,,
ENAV.MI,2020-12-31,12M,EUR,149811624.0,136581749.0,-2416725000.0,-32454000.0,1431642.0,347000.0,7204000.0,541744385.0,316044081.0,325895081.0,315994000.0,50000.0,541744385.0,1083277882.0,207398000.0,591039776.0,2135000.0,65356000.0,67491000.0,383162795.0,2291531.0,33000.0,0.0,93472000.0,175629242.0,169036000.0,3346258000.0,0.0,-9082000.0,61560792.0,1628681882.0,347000.0,50121845.0,5069000.0,480048000.0,485117000.0,50121845.0,1050000.0,1989831000.0,2188502.0,229359919.0,929533044.0,907648640.0,171395000.0,27147820.0,6729418.0,49943154.0,540544385.0,38414000.0,82157242.0,70642792.0,-645.0,8957.0,106158000.0,595588000.0,50788000.0,9851000.0,266491624.0,1446000.0,553441000.0,74046965.0,541744385.0,1083277882.0,907648640.0,13336512.0,2191411790.0,1563325882.0,552608000.0,1085466384.0,1105945406.0,1600371832.0,722782611.0,10522000.0,8506082.0,1200000.0,207876981.0
ENAV.MI,2021-12-31,12M,EUR,116425000.0,177161512.0,-2520856000.0,-35633000.0,0.0,344000.0,5678000.0,541744385.0,225309927.0,225309927.0,,,541744385.0,1161233650.0,240099000.0,519948729.0,1907000.0,250325000.0,252232000.0,509444102.0,10313372.0,0.0,83000.0,93472000.0,176192810.0,212794000.0,3405571000.0,70000.0,-9258000.0,61518741.0,1822986650.0,344000.0,47253016.0,3771000.0,411428000.0,415199000.0,47253016.0,3601072.0,1997624000.0,1847184.0,436443073.0,884715291.0,985040840.0,169144000.0,33246034.0,6188240.0,47895752.0,541225562.0,38271000.0,82720810.0,70776741.0,-223.0,596.0,65742000.0,608138000.0,48681000.0,,200361000.0,1643000.0,559710000.0,150210033.0,541744385.0,1161233650.0,985040840.0,5564549.0,2356114635.0,1572661650.0,667431000.0,1163080834.0,1193033801.0,1836166103.0,683589699.0,18194000.0,41561039.0,518823.0,10504627.0
ENAV.MI,2022-12-31,12M,EUR,140096489.0,333567855.0,-2600105000.0,-40508000.0,,344000.0,4579000.0,541744385.0,267731584.0,267731584.0,,,541744385.0,1205554192.0,260256000.0,700821425.0,2009000.0,431652000.0,433661000.0,764251879.0,9986574.0,,0.0,93472000.0,180417452.0,374076000.0,3451797000.0,169.0,-9485000.0,61082490.0,1802300192.0,344319.0,36309550.0,2570000.0,165094000.0,167664000.0,36309550.0,1456200.0,2009904000.0,1339994.0,329014416.0,851692420.0,1025136740.0,157637000.0,36320924.0,5789746.0,40869231.0,541373866.0,70337000.0,86945452.0,70567490.0,-613.0,555.0,69821000.0,616858000.0,32562000.0,,240521489.0,816000.0,564779000.0,193732398.0,541744385.0,1205554192.0,1025136740.0,5877327.0,2418987424.0,1370648192.0,601325000.0,1206894186.0,1212093238.0,1717997220.0,447841359.0,30604000.0,74424661.0,370519.0,-63430454.0
ENAV.MI,2023-12-31,12M,EUR,195714834.0,391302609.0,-2698833000.0,-40591000.0,,,4933000.0,541744385.0,224876212.0,224876212.0,,,541744385.0,1217605297.0,298771000.0,714792209.0,2549000.0,19659000.0,22208000.0,405703017.0,12529684.0,,,93472000.0,190296506.0,431894000.0,3521669000.0,0.0,-9495000.0,61769530.0,1740756297.0,343787.0,46682503.0,2384000.0,503492000.0,505876000.0,46682503.0,1077000.0,2030420000.0,1128629.0,298274788.0,822835853.0,1027308791.0,140865000.0,33588982.0,4681730.0,39429150.0,541110781.0,74285000.0,96824506.0,71264530.0,-97.0,-1294.0,75444000.0,621345000.0,34070000.0,,286036834.0,,571133000.0,195476643.0,541744385.0,1217605297.0,1027308791.0,2773858.0,2335429635.0,1721097297.0,528084000.0,1218733926.0,1116695709.0,1620637598.0,710992692.0,14878000.0,19065374.0,633604.0,309089192.0
