symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,CommonStockPayments,Depreciation,DepreciationAndAmortization,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnSaleOfPPE,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherNonCashItems,PensionAndEmployeeBenefitExpense,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfInvestment,SaleOfPPE,StockBasedCompensation
ENAV.MI,2019-12-31,12M,EUR,,,,-108001000.0,,,,,,,,,6625000.0,0.0,,,,,,,,,6625000.0,,,,-41126000.0,6625000.0,,,,,9000000.0,,,,,,-2089000.0,,18000.0,,,-41126000.0,,,,0.0,9000000.0,0.0,
ENAV.MI,2020-12-31,12M,EUR,,450657000.0,-91488000.0,-113190000.0,-132965000.0,-248000.0,-23611000.0,-44925000.0,-300372000.0,-369156000.0,-132965000.0,-113190000.0,0.0,0.0,138071000.0,138071000.0,-273000.0,317419000.0,92341000.0,-264546000.0,4320000.0,-52248000.0,0.0,220000000.0,220000000.0,-13540000.0,0.0,0.0,-23000.0,54283479.0,53972000.0,-17485000.0,24897000.0,204654000.0,206460000.0,877000.0,14343000.0,-74003000.0,-1806000.0,-173058000.0,4000.0,-3020000.0,1691000.0,0.0,-17485000.0,-74003000.0,-13540000.0,0.0,24897000.0,0.0,1083000.0
ENAV.MI,2021-12-31,12M,EUR,,317419000.0,-85631000.0,,-92358000.0,630000.0,-5033000.0,-26107000.0,-342610000.0,-373120000.0,-92358000.0,0.0,,,129257000.0,129257000.0,249000.0,225310000.0,124677000.0,-242779000.0,42000.0,-59887000.0,,180000000.0,180000000.0,-63665000.0,,,-49000.0,78371693.0,78030000.0,-14129000.0,0.0,114823000.0,116335000.0,9854000.0,25744000.0,-71502000.0,-1512000.0,-157148000.0,,-3173000.0,10903000.0,,-14129000.0,-71502000.0,-63665000.0,,0.0,,962000.0
ENAV.MI,2022-12-31,12M,EUR,13916000.0,225310000.0,-97765000.0,-58410000.0,42222000.0,587000.0,53796000.0,28658000.0,-76678000.0,6363000.0,42222000.0,-58410000.0,,,112442000.0,126358000.0,200000.0,267732000.0,-124510000.0,139132000.0,50000.0,-70165000.0,,180000000.0,180000000.0,-246206000.0,,,-194000.0,105004115.0,104497000.0,-18009000.0,,-66206000.0,-66206000.0,106000.0,27600000.0,-79756000.0,106000.0,236897000.0,,-1468000.0,234000.0,,-18009000.0,-79756000.0,-246206000.0,,,,1057000.0
ENAV.MI,2023-12-31,12M,EUR,17771000.0,267732000.0,-110476000.0,-106436000.0,-42743000.0,-84000.0,-21317000.0,-38340000.0,22200000.0,-37541000.0,-42743000.0,-106436000.0,,-2158000.0,110698000.0,128469000.0,-113000.0,224876000.0,-181760000.0,100139000.0,24000.0,-71598000.0,,360000000.0,360000000.0,-428748000.0,,-2158000.0,-230000.0,112921182.0,112710000.0,-26650000.0,,-68748000.0,-68748000.0,-4418000.0,38878000.0,-83826000.0,,210615000.0,,-1665000.0,7926000.0,,-26650000.0,-83826000.0,-428748000.0,-2158000.0,,,921000.0
ENAV.MI,2024-03-31,TTM,EUR,,313388000.0,,,-68462000.0,,,,,,-68462000.0,,,,,,22000.0,244926000.0,-209294000.0,112287000.0,,-81931000.0,,,,,,,,120834182.0,,,,,,,,,,222763000.0,,,,,,,,,,,
