symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,ChangeInCashSupplementalAsReported,ChangesInCash,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,InvestingCashFlow,NetIncome,OperatingCashFlow
ENAV.MI,2023-03-31,3M,EUR,267732000.0,45722000.0,45722000.0,-66000.0,313388000.0,25205000.0,37727000.0,-17210000.0,-21626000.0,37727000.0
ENAV.MI,2023-06-30,3M,EUR,313388000.0,-42928000.0,-42928000.0,3000.0,270463000.0,-19184000.0,-38612000.0,-15487000.0,40315182.0,-8257000.0
ENAV.MI,2023-09-30,3M,EUR,270463000.0,37505000.0,37505000.0,86000.0,308054000.0,-62337000.0,141795000.0,-11598000.0,68123818.0,111440000.0
ENAV.MI,2023-12-31,3M,EUR,308054000.0,-83042000.0,-83042000.0,-136000.0,224876000.0,-125444000.0,-40771000.0,-27303000.0,26108182.0,69705000.0
ENAV.MI,2024-03-31,3M,EUR,224876000.0,20003000.0,20003000.0,69000.0,244948000.0,-2329000.0,49875000.0,-27543000.0,-13713000.0,49875000.0
ENAV.MI,2024-03-31,TTM,EUR,313388000.0,-68462000.0,-68462000.0,22000.0,244926000.0,-209294000.0,112287000.0,-81931000.0,120834182.0,222763000.0
