symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherOperatingExpenses,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,RestructuringAndMergernAcquisition,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
ENAV.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23295000.0,,,,,,,10000.0,,,,
ENAV.MI,2020-12-31,12M,EUR,540722675.0,0.1,565330974.0,540722675.0,0.1,54283479.0,72352131.0,210423131.0,171365159.0,4179047.0,7353000.0,7353000.0,1401000.0,1401000.0,311263.0,54283479.0,54283479.0,53972216.0,54283479.0,54283479.0,53972216.0,-5952000.0,-5952000.0,220770255.0,61774796.776,89894545.0,81470614.0,736696133.0,5533545.0,0.0,64999131.0,565330974.0,138071000.0,2115601.0,,-10347124.0,-2855806.224,11026915.0,0.276,655225519.0,71124275.0,,736696133.0,-10347124.0,-10347124.0,6168077.0
ENAV.MI,2021-12-31,12M,EUR,541120029.0,0.14,604537838.0,541120029.0,0.14,78371693.0,109576564.0,238833564.0,195687017.0,0.0,6791000.0,6791000.0,10202000.0,10202000.0,341318.0,78371693.0,78371693.0,78030375.0,78371693.0,78371693.0,78030375.0,3411000.0,3411000.0,265848359.0,98767863.225,70385731.0,125301286.0,800224855.0,3063731.0,0.0,102785564.0,604537838.0,129257000.0,1786555.0,23094000.0,-27014795.0,-6618624.775,24755189.0,0.245,674923569.0,98285883.0,,800224855.0,-27014795.0,-27014795.0,3920795.0
ENAV.MI,2022-12-31,12M,EUR,541151410.0,0.19,646469456.0,541151410.0,0.19,105004115.0,158025322.0,284383322.0,260894556.0,0.0,10243377.0,10243377.0,8953000.0,8953000.0,507190.0,105004115.0,105004115.0,104496925.0,105004115.0,105004115.0,104496925.0,-1290377.0,-1290377.0,314104419.0,125847520.3261,82841286.0,178053270.0,907364012.0,3373286.0,0.0,147781945.0,646469456.0,126358000.0,1641289.0,23988000.0,-29721097.0,-8877691.6739,43285020.0,0.2987,729310742.0,148332581.0,,907364012.0,-29721097.0,-29721097.0,5733097.0
ENAV.MI,2023-09-30,TTM,EUR,541110781.0,0.180053,,541110781.0,0.180053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENAV.MI,2023-12-31,12M,EUR,541512066.0,0.21,670062939.0,541512066.0,0.21,112921182.0,184760756.0,313229756.0,293945207.0,0.0,23327617.0,23327617.0,12248000.0,12248000.0,211365.0,112921182.0,112921182.0,112709817.0,112921182.0,112921182.0,112709817.0,-11079617.0,-11079617.0,341301059.0,132543022.797,93203126.0,200742081.0,964008146.0,11819126.0,0.0,161433139.0,670062939.0,128469000.0,1544080.0,25775000.0,-28071303.0,-8449462.203,48723322.0,0.301,763266065.0,172669992.0,,964008146.0,-28071303.0,-28071303.0,2296303.0
ENAV.MI,2023-12-31,TTM,EUR,541512066.0,0.21,,541512066.0,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENAV.MI,2024-03-31,TTM,EUR,541110781.0,0.224641,678058939.0,541110781.0,0.224641,120834182.0,196476756.0,196476756.0,303063207.0,,25984617.0,25984617.0,13980000.0,13980000.0,96365.0,120834182.0,120834182.0,120737817.0,120834182.0,120834182.0,120737817.0,-12004617.0,-12004617.0,222619059.0,139347437.884323,94579126.0,208484081.0,981122146.0,11782126.0,0.0,170492139.0,678058939.0,,1546080.0,26150000.0,-26142303.0,-7629047.115677,49754322.0,0.291828,772638065.0,,,981122146.0,-26142303.0,-26142303.0,-7697.0
