symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AdditionalPaidInCapital,Amortization,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,CommonStockIssuance,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FixedAssetsRevaluationReserve,FreeCashFlow,GoodwillAndOtherIntangibleAssets,GrossPPE,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFF,InterestPaidCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinSubsidiariesatCost,IssuanceOfCapitalStock,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherInventories,OtherNonCashItems,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherunderPreferredStockDividend,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PretaxIncome,Properties,ProvisionandWriteOffofAssets,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RestructuringAndMergernAcquisition,RetainedEarnings,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WorkingCapital,WriteOff
VNE.MI,2021-12-31,12M,EUR,3497000.0,6373000.0,,107000.0,1092000.0,3108300.0,0.006756,4676000.0,-103000.0,4789000.0,3452000.0,3452000.0,3429000.0,23000.0,160000.0,-1224000.0,-837000.0,-1646000.0,977000.0,777000.0,-568000.0,-1224000.0,4789000.0,6334000.0,0.0,,,13827000.0,1601000.0,1601000.0,,5987000.0,59000.0,168000.0,168000.0,168000.0,61000.0,3108300.0,0.006756,21000.0,175000.0,343000.0,3452000.0,,-218000.0,2627000.0,267000.0,-438000.0,3374000.0,319000.0,,95000.0,95000.0,84000.0,84000.0,,-10000.0,2627000.0,13586000.0,-671000.0,1092000.0,0.0,,0.0,0.0,5651000.0,5651000.0,-1416000.0,0.0,149000.0,126000.0,,0.0,3800000.0,21000.0,21000.0,21000.0,21000.0,21000.0,21000.0,21000.0,-25000.0,-11000.0,-568000.0,-542000.0,-1416000.0,-11000.0,324000.0,319000.0,-78000.0,874000.0,2960000.0,0.0,490000.0,343000.0,21000.0,-335000.0,9620000.0,92000.0,9712000.0,3696300.0,,,257000.0,,,137000.0,-1000.0,144000.0,7904000.0,2000.0,193000.0,876000.0,,0.0,3571000.0,16000.0,80000.0,,113000.0,,168000.0,,,-1416000.0,,21000.0,3696300.0,,6334000.0,2960000.0,0.0,59000.0,0.24,499000.0,-141000.0,18611000.0,11985000.0,7252000.0,6335000.0,9620000.0,12276000.0,4785000.0,6289000.0,91000.0,9712000.0,72000.0,,,7840000.0,
VNE.MI,2022-12-31,12M,EUR,4487000.0,11108000.0,,402000.0,,,,3452000.0,-180000.0,11746000.0,4968000.0,4968000.0,4968000.0,,-462000.0,-64000.0,-673000.0,689000.0,1048000.0,-1041000.0,-438000.0,-64000.0,11746000.0,13372000.0,0.0,,10075000.0,22309000.0,3334000.0,3334000.0,,8836000.0,68000.0,358000.0,358000.0,1419000.0,1017000.0,,,51000.0,371000.0,1790000.0,3388000.0,,-332000.0,3300000.0,267000.0,-220000.0,4944000.0,,5100000.0,165000.0,165000.0,20000.0,20000.0,,-101000.0,3299000.0,23639000.0,308000.0,972000.0,,,,0.0,6933000.0,6933000.0,-874000.0,,149000.0,,,0.0,5299000.0,51000.0,51000.0,51000.0,51000.0,51000.0,-231000.0,51000.0,-11000.0,-145000.0,488000.0,-333000.0,-874000.0,-145000.0,1000.0,2155000.0,-169000.0,541000.0,8428000.0,542000.0,547000.0,1790000.0,51000.0,-40000.0,4751000.0,349000.0,15175000.0,3696300.0,,1000.0,139000.0,,-1000.0,253000.0,1000.0,602000.0,1244000.0,129000.0,,1200000.0,,0.0,4999000.0,216000.0,206000.0,,141000.0,10075000.0,358000.0,463000.0,463000.0,-874000.0,,50000.0,3696300.0,,13372000.0,8428000.0,0.0,155000.0,0.24,1733000.0,-51000.0,30379000.0,20305000.0,10267000.0,13371000.0,14826000.0,17008000.0,8071000.0,8172000.0,351000.0,15175000.0,383000.0,,,13473000.0,
VNE.MI,2023-12-31,12M,EUR,3976536.0,9281273.0,2910226.0,584740.0,822641.0,,,4967518.0,-1264104.0,11935763.0,4364454.0,5364454.0,4361856.0,2598.0,,-603064.0,15541.0,-1409878.0,-510980.0,1607841.0,-482088.0,-553582.0,11935763.0,15118701.0,2876169.0,12750.0,8821247.0,21341822.0,2586098.0,2586098.0,439219.0,8710278.0,-141127.0,,,1504516.0,919776.0,3696300.0,,-1078918.0,-654522.0,849994.0,4364454.0,17940346.0,771155.0,3283722.0,266750.0,-795832.0,4853006.0,2004568.0,4660687.0,283269.0,283269.0,67277.0,67277.0,-218311.0,,3283722.0,22976787.0,-1793009.0,822641.0,100.0,168340.0,430000.0,2876169.0,5271988.0,5271988.0,,598440.0,7801.0,102357.0,12641346.0,2876169.0,3493632.0,-1078918.0,-1078918.0,-1078918.0,-1078918.0,-1078918.0,1091487.0,-1078918.0,-494323.0,-215992.0,-528905.0,,,-215992.0,-1886703.0,2004568.0,-769781.0,,10265695.0,,511708.0,1287187.0,-746651.32,468272.0,4942974.0,-282287.0,13481934.0,,-49482.0,,121879.0,4853006.0,,,-1.0,,338729.0,762816.0,1889461.0,1558279.0,1000000.0,0.0,4897374.0,254805.0,-937791.0,0.0,,8821247.0,1504516.0,541421.0,541421.0,,137942.0,-1078919.0,,-437193.0,15118701.0,10265695.0,-104926.32,141127.0,0.24,1414875.0,,29620476.0,20390689.0,7858086.0,15118702.0,13764221.0,14501774.0,8278655.0,5791496.0,,13481934.0,158022.0,-437193.0,-437193.0,12631544.0,299251.0
