symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredAssets,CurrentLiabilities,FinancialAssets,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,LandAndImprovements,LiabilitiesHeldforSaleNonCurrent,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,WorkingCapital
AC5.MI,2022-12-31,3M,EUR,,,-228832000.0,-21075000.0,,40970000.0,52918000.0,5262000.0,197344000.0,17436000.0,25493000.0,,17436000.0,197344000.0,,14546000.0,453949000.0,1774000.0,161542000.0,163316000.0,133000.0,454938000.0,410000.0,390000.0,,424002000.0,254804000.0,410178000.0,,783109000.0,40970000.0,281000.0,11000.0,6800000.0,0.0,3488000.0,99386000.0,102874000.0,292000.0,6819000.0,250292000.0,5814000.0,243492000.0,,,3942000.0,32731000.0,19292000.0,,1985000.0,197343794.0,,,354780000.0,2685000.0,28969000.0,85622000.0,142720000.0,8057000.0,280718000.0,19369000.0,0.0,9025000.0,30753000.0,197343794.0,,,23090000.0,1133700000.0,,266190000.0,,605705000.0,679751000.0,150767000.0,6293000.0,9118000.0,-989000.0
AC5.MI,2023-03-31,3M,EUR,95201000.0,177589000.0,,,13463000.0,38816000.0,,,,30182000.0,30182000.0,,,,528450000.0,,354384000.0,,187939000.0,187939000.0,,329504000.0,,,69222000.0,421974000.0,,,9431000.0,291651000.0,38816000.0,,,,,,103712000.0,103712000.0,,6917000.0,,,261469000.0,179805000.0,106476000.0,,,,5634000.0,,197343794.0,44000.0,5080000.0,352752000.0,13812000.0,41284000.0,,123675000.0,,136485000.0,,,,,197343794.0,528450000.0,106476000.0,,994979000.0,632162000.0,291651000.0,534264000.0,460715000.0,640595000.0,131211000.0,,1136000.0,24880000.0
AC5.MI,2023-06-30,3M,EUR,72282000.0,151453000.0,,,,,,,,,,8459000.0,,,518813000.0,,,,,,,,,,69222000.0,,,,9925000.0,,,,,,,,,,,,,,,181599000.0,518813000.0,,14736000.0,,5860000.0,,,,,,,,,,,,,,,,,518813000.0,518813000.0,,,518813000.0,,524627000.0,,,,,,
AC5.MI,2023-09-30,3M,EUR,82701000.0,153618000.0,,,,,,,,6520000.0,6520000.0,,,,514415000.0,,282078000.0,,227571000.0,227571000.0,,353274000.0,,,69222000.0,422856000.0,,,10791000.0,286571000.0,,,,,0.0,,59000000.0,59000000.0,52443000.0,6386000.0,,,280051000.0,186175000.0,91559000.0,,15827000.0,,5698000.0,,197343794.0,44000.0,805000.0,353634000.0,14033000.0,42197000.0,,111105000.0,,124898000.0,,,,,197343794.0,514415000.0,91559000.0,,959379000.0,573415000.0,286571000.0,520229000.0,439150000.0,677301000.0,85876000.0,,759000.0,-71196000.0
AC5.MI,2023-12-31,3M,EUR,158597000.0,266011000.0,-240907000.0,-26808000.0,,,52416000.0,5569000.0,197344000.0,45396000.0,51485000.0,,45396000.0,197344000.0,516362000.0,9756000.0,375186000.0,2173000.0,157335000.0,159508000.0,106000.0,357467000.0,181000.0,455000.0,65485000.0,420884000.0,292819000.0,431432000.0,10530000.0,819086000.0,,384000.0,11000.0,6642000.0,0.0,3396000.0,145389000.0,148785000.0,395000.0,6361000.0,259165000.0,6291000.0,257328000.0,190525000.0,95478000.0,2267000.0,34851000.0,18049000.0,5333000.0,885000.0,197343794.0,,,355399000.0,2169000.0,30607000.0,103453000.0,21538000.0,6089000.0,193076000.0,3986000.0,0.0,10075000.0,10710000.0,197343794.0,516362000.0,95478000.0,21530000.0,1074896000.0,661751000.0,308293000.0,522653000.0,552243000.0,699710000.0,194776000.0,3872000.0,11812000.0,17719000.0
AC5.MI,2024-03-31,3M,EUR,157658000.0,229443000.0,,,,,,,,76578000.0,76578000.0,,,,527811000.0,,383418000.0,,146663000.0,146663000.0,,378044000.0,,,77592000.0,431300000.0,,,10936000.0,305034000.0,,,,,,,158371000.0,158371000.0,64253000.0,7980000.0,,,228456000.0,203749000.0,96511000.0,,18466000.0,,5417000.0,,197343794.0,5116000.0,7274000.0,353708000.0,16408000.0,66449000.0,,61345000.0,,224107000.0,,,,,197343794.0,527811000.0,96511000.0,,1101186000.0,686182000.0,305034000.0,534102000.0,567084000.0,717768000.0,189040000.0,,864000.0,5374000.0
