symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CapitalExpenditureReported,ChangeInCashSupplementalAsReported,ChangeInWorkingCapital,ChangesInCash,DeferredTax,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,InvestingCashFlow,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetInvestmentPurchaseAndSale,NetPPEPurchaseAndSale,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,ProvisionandWriteOffofAssets
AC5.MI,2022-12-31,3M,EUR,,-54156000.0,,,,,9445000.0,,,,,,,,,,,-15614000.0,,,2694000.0,9878000.0
AC5.MI,2023-03-31,3M,EUR,-241497000.0,-7467000.0,-7467000.0,-21108000.0,-30866000.0,-21108000.0,-24000.0,11351000.0,11351000.0,-262605000.0,0.0,-13641000.0,-7467000.0,0.0,5568000.0,6138000.0,-7467000.0,,-13641000.0,,-240000.0,-240000.0
AC5.MI,2023-06-30,3M,EUR,-262605000.0,,,-17187000.0,-7510000.0,-19014000.0,,12476000.0,12476000.0,279792000.0,-16802000.0,19281000.0,-14026000.0,-16802000.0,7421000.0,7366000.0,,,11814000.0,,,
AC5.MI,2023-09-30,3M,EUR,279792000.0,,,-1018000.0,6138000.0,809000.0,,17229000.0,17229000.0,280810000.0,0.0,15456000.0,-14647000.0,0.0,-4260000.0,-4361000.0,-16474000.0,,15456000.0,209000.0,,
AC5.MI,2023-12-31,3M,EUR,280810000.0,,,67273000.0,15400000.0,67273000.0,9145000.0,-26109000.0,9264000.0,45396000.0,44087000.0,-18066000.0,-21520000.0,16802000.0,1981000.0,2077000.0,,,44706000.0,,11189000.0,9967000.0
AC5.MI,2024-03-31,3M,EUR,-257872000.0,,,39995000.0,47643000.0,39995000.0,-307000.0,12042000.0,12042000.0,-229320000.0,-2716000.0,70454000.0,-27743000.0,-2716000.0,10468000.0,11684000.0,-27743000.0,,70454000.0,-11443000.0,-608000.0,
AC5.MI,2024-03-31,TTM,EUR,-262605000.0,,,89063000.0,61671000.0,89063000.0,6470000.0,15638000.0,51011000.0,-173542000.0,24569000.0,79658000.0,-77936000.0,-2716000.0,15610000.0,16766000.0,,,142430000.0,,9663000.0,
