symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RestructuringAndMergernAcquisition,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
E9IA.MI,2020-12-31,12M,EUR,,23184182.0,-0.181676,-3477000.0,493000.0,493000.0,23184182.0,-0.181676,-4212000.0,-4015000.0,-3522000.0,1320000.0,7792000.0,449000.0,906000.0,906000.0,2000.0,2000.0,840000.0,-4212000.0,-4212000.0,-5052000.0,-4212000.0,-4212000.0,-5052000.0,-904000.0,-904000.0,-3073000.0,-3870760.0,12463000.0,-4671000.0,4315000.0,1104000.0,1148000.0,11000.0,0.0,-4921000.0,-3477000.0,493000.0,991000.0,991000.0,,1320000.0,-449000.0,-107760.0,131000.0,0.24,8986000.0,-3567000.0,4315000.0,-449000.0,-449000.0,
E9IA.MI,2021-12-31,12M,EUR,540837.0,23184182.0,-0.218416,-4808892.0,762989.0,222152.0,23184182.0,-0.218416,-5063807.0,-5512333.0,-4749344.0,2791736.0,10967880.0,92000.0,968241.0,968241.0,16380.0,16380.0,1237903.0,-5063807.0,-5063807.0,-6301710.0,-5063807.0,-5063807.0,-6301710.0,-951861.0,-951861.0,-3988645.0,-4324103.310899,16036529.0,-5068649.0,6158988.0,306638.0,1671553.0,4653.0,0.0,-6480574.0,-4808892.0,762989.0,986547.0,986547.0,595419.0,2791736.0,-760699.0,-20995.310899,-178864.0,0.0276,11227637.0,-5431000.0,6158988.0,-760699.0,-760699.0,165280.0
E9IA.MI,2022-06-30,TTM,EUR,,23184182.0,-0.290629,,,,23184182.0,-0.290629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E9IA.MI,2022-12-31,12M,EUR,1301423.0,23184182.0,-0.42451,1056723.0,1605873.0,304450.0,23184182.0,-0.42451,-9841910.0,-12220325.0,-10614451.0,3102072.0,7801878.0,0.0,1234763.0,1234763.0,4599.0,4599.0,2160008.0,-9841910.0,-9841910.0,-12001918.0,-9841910.0,-9841910.0,-12001918.0,-1230164.0,-1230164.0,-9688223.0,-9015716.034914,19883177.0,-12081299.0,8858601.0,798857.0,1738783.0,6127.0,0.0,-13455088.0,1056723.0,1605874.0,1199312.0,1199312.0,729961.0,3102072.0,-926228.0,-100034.034914,-1453170.0,0.108002,20939900.0,,8858601.0,-926228.0,-926228.0,196267.0
E9IA.MI,2023-06-30,TTM,EUR,,,-0.403361,,,,,-0.403361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E9IA.MI,2023-12-31,12M,EUR,2315634.0,,,-2383302.0,2690199.0,374565.0,,,-19519556.0,-19825797.0,-17135598.0,3119847.0,10829915.0,9513311.0,838981.0,838981.0,23211.0,23211.0,3180511.0,-19519556.0,-19519556.0,-22700066.0,-19519556.0,-19519556.0,-22700066.0,-815770.0,-815770.0,-5531799.0,-10700668.76,21431221.0,-10601306.0,8446613.0,2374526.0,2201255.0,,0.0,-20664778.0,-2383302.0,2690199.0,1334361.0,1334361.0,672253.0,3119847.0,-11603799.0,-2784911.76,2035288.0,0.24,19047919.0,,8446613.0,-11603799.0,-11603799.0,1418235.0
E9IA.MI,2023-12-31,TTM,EUR,2315634.0,23387722.0,-0.834607,-2383302.0,2690199.0,374565.0,23387722.0,-0.834607,-19519556.0,-19825797.0,-17135598.0,3119847.0,10829915.0,9513311.0,838981.0,838981.0,23211.0,23211.0,3180511.0,-19519556.0,-19519556.0,-22700066.0,-19519556.0,-19519556.0,-22700066.0,-815770.0,-815770.0,-5531799.0,-10700668.76,21431221.0,-10601306.0,8446613.0,2374526.0,2201255.0,,0.0,-20664778.0,-2383302.0,2690199.0,1334361.0,1334361.0,672253.0,3119847.0,-11603799.0,-2784911.76,2035288.0,0.24,19047919.0,,8446613.0,-11603799.0,-11603799.0,1418235.0
