symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,Amortization,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,CommonStockIssuance,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredAssets,CurrentDeferredTaxesAssets,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendReceivedCFO,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,FinancialAssets,FinancingCashFlow,FinishedGoods,FixedAssetsRevaluationReserve,FreeCashFlow,GeneralAndAdministrativeExpense,GoodwillAndOtherIntangibleAssets,GrossPPE,GrossProfit,HedgingAssetsCurrent,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinSubsidiariesatCost,IssuanceOfCapitalStock,IssuanceOfDebt,LandAndImprovements,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RepaymentOfDebt,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfBusiness,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasuryStock,WorkInProcess,WorkingCapital,WriteOff
AAT.MI,2021-12-31,12M,EUR,621000.0,223000.0,95000.0,230000.0,4736500.0,0.008234,177000.0,128000.0,-878000.0,2240000.0,23000.0,243000.0,,,5000.0,-154000.0,,-504000.0,-76000.0,-194000.0,-768000.0,-154000.0,2240000.0,3093000.0,,,156000.0,993000.0,194000.0,194000.0,1000.0,,1219000.0,17000.0,100000.0,100000.0,100000.0,5000.0,,4736500.0,0.008234,39000.0,,109000.0,209000.0,,23000.0,,,874000.0,,744000.0,-1507000.0,211000.0,859000.0,179000.0,730000.0,,,53000.0,53000.0,,,-53000.0,,4379000.0,-399000.0,230000.0,0.0,2626000.0,535000.0,,,0.0,1092000.0,1092000.0,,,3161000.0,,50000.0,,,,,1263000.0,39000.0,39000.0,39000.0,39000.0,39000.0,39000.0,39000.0,-699000.0,-61000.0,478000.0,194000.0,,-61000.0,680000.0,1000.0,180000.0,-179000.0,194000.0,2234000.0,18000.0,209000.0,39000.0,-629000.0,611000.0,119000.0,886000.0,6080500.0,,35000.0,,859000.0,66000.0,1000.0,99000.0,233000.0,1000.0,367000.0,220000.0,0.0,890000.0,,56000.0,0.0,,,-699000.0,0.0,-179000.0,,156000.0,100000.0,,,106000.0,,,478000.0,,211000.0,6080500.0,0.0,3093000.0,2234000.0,0.0,17000.0,0.303571,159000.0,-30000.0,5423000.0,4185000.0,1286000.0,3093000.0,767000.0,2330000.0,4430000.0,1111000.0,8000.0,886000.0,36000.0,0.0,0.0,,,,-226000.0,0.0
AAT.MI,2022-12-31,12M,EUR,536000.0,216000.0,36000.0,390000.0,,,23136.0,,-843135.0,2240000.0,431000.0,431000.0,,,4218.0,182877.0,0.0,341680.0,-232754.0,13954.0,127098.0,182877.0,2240000.0,3430000.0,0.0,,231000.0,2334000.0,328000.0,328000.0,5000.0,,1939000.0,60993.0,31603.0,31603.0,59000.0,23000.0,,,,-298000.0,0.0,-183000.0,-124000.0,0.0,211013.0,,,1922833.0,,,-622456.0,451000.0,1644000.0,1030000.0,1409000.0,,,,,,,-100893.0,,6539000.0,-1960635.0,390000.0,100000.0,2641000.0,0.0,0.0,1808273.0,,2781000.0,2781000.0,1808273.0,0.0,2741000.0,74000.0,13000.0,,-114000.0,0.0,0.0,2678000.0,-298000.0,-298000.0,-298000.0,-298000.0,-298000.0,4231.0,-298000.0,-622565.0,-108000.0,-1117500.0,1922835.0,1808273.0,-108000.0,-2.0,,1030000.0,-220570.0,114562.0,1786000.0,30000.0,-100000.0,-275150.159744,220679.0,1592000.0,-183000.0,1640000.0,6080500.0,5000.0,138000.0,261000.0,1644000.0,139747.0,-1000.0,120000.0,744000.0,63000.0,1329000.0,,0.0,1473000.0,,-313000.0,954000.0,0.0,0.0,-622565.0,-1117500.0,-220570.0,,231000.0,31603.0,0.0,,-185000.0,0.0,0.0,0.0,0.0,451000.0,6080500.0,-24000.0,3430000.0,1786000.0,-1150.159744,-15000.0,0.047923,353000.0,-11626.0,8139000.0,6211000.0,3109000.0,3316000.0,1823000.0,4823000.0,5805000.0,2884000.0,,1640000.0,193000.0,-24000.0,-24000.0,,,,395000.0,24000.0
AAT.MI,2023-12-31,12M,EUR,325796.0,100929.0,136372.0,3163536.0,,,211013.0,,-1462535.0,3040250.0,446894.0,446894.0,443128.0,3766.0,1990.0,109472.0,0.0,-186731.0,-405959.0,84767.0,-505933.0,109472.0,3040250.0,4566385.0,1600500.0,0.0,838970.0,2006796.0,819649.0,819649.0,,263437.0,2044336.0,-28217.0,82467.0,82467.0,188535.0,52163.0,0.0,,,-227083.0,0.0,-118995.0,69540.0,0.0,320485.0,11737945.0,0.0,1691904.0,0.0,618712.0,-2122752.0,,3088424.0,2010721.0,917655.0,0.0,0.0,246769.0,246769.0,173533.0,173533.0,-26415.0,0.0,8146746.0,-922215.0,3163536.0,0.0,0.0,0.0,1600500.0,300000.0,,2760712.0,2760712.0,300000.0,-301759.0,0.0,12788.0,9270.0,9059945.0,334177.0,0.0,1600500.0,3133467.0,-227083.0,-227083.0,-227082.0,-227083.0,-227083.0,-237520.0,-227082.0,-1308120.0,-73236.0,337559.0,91404.0,-1759.0,-73236.0,,,2010721.0,48346.0,93163.0,1477961.0,52083.0,105773.0,-204587.997468,-660217.0,1173951.0,-256296.0,1756625.0,6080500.0,,330.0,,3088424.0,51295.0,,158142.0,302565.0,67723.0,361182.0,,0.0,1212698.0,0.0,-365764.0,1933728.0,25000.0,0.0,-1308120.0,-279270.0,-154415.0,0.0,838970.0,82467.0,-301759.0,36233.0,-203553.0,0.0,0.0,616829.0,202761.0,,6080500.0,-36233.0,4566385.0,1477961.0,-13737.997468,-138682.0,0.379157,834354.0,-9130.0,10314478.0,7327097.0,3580361.0,4900562.0,2012921.0,5413916.0,8307681.0,3369580.0,,1756625.0,584337.0,-36233.0,-36233.0,543997.0,0.0,0.0,-37540.0,0.0
