symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AvailableForSaleSecurities,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,FinancialAssets,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FinishedGoods,GoodwillAndOtherIntangibleAssets,GrossPPE,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInvestments,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RestrictedCash,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TreasurySharesNumber,TreasuryStock,WorkingCapital
ABT.MI,2019-09-30,12M,EUR,,,,,1006000.0,,,,21689591.0,,,,,,,,,,,,,,,,,1006000.0,,,1006000.0,,,,,,,,,,,,,291122.0,,,,140281.0,,,,156760.0,,33955.0,,,,,,,,,,,,,,,,,,,
ABT.MI,2020-09-30,12M,EUR,12499970.0,585837.0,-626859.0,36886372.0,2296000.0,129677.0,35480995.0,35480995.0,35181847.0,35480995.0,129677.0,57845263.0,0.0,191214507.0,22337465.0,22337465.0,54508039.0,,,135207947.0,1264744.0,7087245.0,135207947.0,118797133.0,2296000.0,2296000.0,38614405.0,38614405.0,2296000.0,23117.0,498217.0,25470875.0,6460386.0,56580519.0,45256329.0,883153.0,4058460.0,246904.0,25939380.0,658761.0,5036990.0,,1264744.0,,-1.0,481444.0,52058.0,1138033.0,4228278.0,,14401417.0,52058.0,13350071.0,5926095.0,,20552052.0,25939380.0,57845263.0,56580519.0,1702618.0,202118790.0,96459668.0,60951870.0,58343480.0,143775310.0,10904283.0,89267271.0,1849389.0,,,136706468.0
ABT.MI,2021-09-30,12M,EUR,11704006.0,293443.0,-991843.0,36886372.0,4370694.0,129677.0,13778285.0,13778285.0,13776538.0,13778285.0,129677.0,72367849.0,2681154.0,241784891.0,16362832.0,16362832.0,40450195.0,0.0,4370694.0,19826697.0,1673954.0,9972040.0,19826697.0,160370295.0,4370694.0,4370694.0,71639614.0,71639614.0,4370694.0,37917.0,468661.0,74224161.0,8980198.0,70693895.0,65452039.0,1172151.0,6466158.0,325142.0,26530812.0,1312209.0,3013786.0,2379457.0,1673954.0,,,284794.0,5598937.0,1290823.0,3972466.0,,18118938.0,,196657364.0,5962146.0,,32743810.0,26530812.0,72367849.0,70693895.0,5944427.0,257981888.0,144007463.0,88002446.0,72836510.0,185145378.0,16196997.0,144695183.0,815995.0,,,201334696.0
ABT.MI,2022-09-30,12M,EUR,23747452.0,283950.0,-1318889.0,40743801.0,,132654.0,32365487.0,32365487.0,,32365487.0,132654.0,92071209.0,5905044.0,362540884.0,17716181.0,17716181.0,65321411.0,310968.0,4715514.0,6769381.0,1829560.0,13414505.0,6769381.0,239871836.0,4715514.0,,130084446.0,130084446.0,,50067.0,3936171.0,115435140.0,12095616.0,90241649.0,80866928.0,2381742.0,10434062.0,607737.0,26530812.0,1243521.0,3450676.0,4113251.0,1829560.0,,,,8436797.0,1466576.0,3676139.0,,32725564.0,,306866421.0,5992818.0,6544000.0,40636229.0,26530812.0,92071209.0,90241649.0,11335985.0,383874284.0,222155655.0,147800627.0,96007380.0,287866904.0,21333400.0,222545493.0,541315.0,,0.0,297219473.0
ABT.MI,2023-09-30,12M,EUR,7161139.0,808301.0,-1691164.0,41080488.0,,133004.0,28917054.0,44137608.0,,28917054.0,133004.0,105846279.0,20556565.0,244992471.0,10806796.0,10806796.0,47492869.0,184544.0,2022472.0,24051967.0,2315962.0,29216231.0,169786314.0,105846279.0,184544.0,103000.0,72633222.0,72633222.0,2022472.0,50067.0,3808130.0,54522964.0,27525067.0,103530317.0,44181101.0,2080880.0,3316613.0,389915.0,26398454.0,23933618.0,19188275.0,4401853.0,2315962.0,1919000.0,472.0,335184.0,15786689.0,2060878.0,2200000.0,15220554.0,14169608.0,,151900477.0,6548721.0,,54999945.0,26600780.0,105846279.0,103530317.0,4126630.0,279121396.0,105846279.0,83440018.0,109654409.0,169466987.0,34128925.0,121974118.0,7008469.0,202326.0,1115515.0,197499602.0
