symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,CurrentProvisions,DerivativeProductLiabilities,FinancialAssets,FinishedGoods,FixedAssetsRevaluationReserve,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinSubsidiariesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasuryStock,WorkInProcess,WorkingCapital
OSA.MI,2019-12-31,12M,EUR,,,-4475361.0,,,0.0,,,,,,,1787250.0,,,,,,,,,55071.0,,,52082.0,8.0,,0.0,593822.0,,,,,,,,,0.0,,,,,,,4000.0,,,,,,,,,,,,-204417.0,5146315.0,,,450000.0,136000.0,,,,,,,,,,,,,,,,,,,,,,119257.0,0.0,,
OSA.MI,2020-12-31,12M,EUR,4961000.0,9683000.0,-5009412.0,4787000.0,-59000.0,0.0,101000.0,,4649000.0,1400000.0,4720000.0,5952000.0,4679700.0,4720000.0,1400000.0,11227000.0,225000.0,49061000.0,754000.0,5402000.0,6156000.0,131128.0,34588000.0,289000.0,32000.0,1.0,434000.0,0.0,578065.0,2874000.0,9742000.0,11375000.0,,13859000.0,27915000.0,101000.0,0.0,33000.0,0.0,3458000.0,3895000.0,11286000.0,15181000.0,33000.0,292923.0,5810000.0,0.0,11968000.0,11375000.0,8353000.0,,542000.0,162000.0,3084000.0,92000.0,14000000.0,-44457.0,492000.0,-48000.0,2874000.0,101000.0,162000.0,1611000.0,1882000.0,551000.0,1232000.0,6928000.0,18457000.0,0.0,2459000.0,963000.0,14000000.0,11227000.0,8353000.0,559000.0,64274000.0,22513000.0,21337000.0,11227000.0,53047000.0,15213000.0,18459000.0,356000.0,3895000.0,0.0,10966000.0,14473000.0
OSA.MI,2021-12-31,12M,EUR,6158000.0,11566000.0,,8428000.0,-85000.0,,48000.0,,3544000.0,1599000.0,9179000.0,10603000.0,,9179000.0,1599000.0,15926000.0,1470000.0,46152000.0,697000.0,6930000.0,7627000.0,,29169000.0,422000.0,0.0,,5000.0,,,3384000.0,11651000.0,11622000.0,,22459000.0,34095000.0,48000.0,126000.0,48000.0,0.0,3518000.0,2847000.0,11239000.0,14086000.0,126000.0,,5254000.0,0.0,8990000.0,11622000.0,12542000.0,0.0,829000.0,17000.0,3479000.0,134000.0,15986409.0,,1932000.0,-159000.0,3384000.0,126000.0,17000.0,2022000.0,1380000.0,508000.0,1424000.0,8557000.0,215000.0,0.0,2597000.0,7532000.0,15986409.0,15926000.0,12542000.0,801000.0,62677000.0,27165000.0,21713000.0,15926000.0,46751000.0,16525000.0,17582000.0,377000.0,2847000.0,,19857000.0,16983000.0
OSA.MI,2022-12-31,12M,EUR,8697000.0,9402000.0,,8677000.0,-85000.0,,629000.0,4148000.0,4399000.0,1613000.0,9865000.0,11444000.0,,9865000.0,1613000.0,17528000.0,2269000.0,54712000.0,754000.0,8131000.0,8885000.0,,31977000.0,472000.0,,,5000.0,,,5304000.0,9487000.0,14411000.0,0.0,31172000.0,45606000.0,629000.0,126000.0,,100000.0,339000.0,3645000.0,19947000.0,23592000.0,226000.0,,6249000.0,0.0,18213000.0,14411000.0,12224000.0,221000.0,571000.0,2000.0,3212000.0,166000.0,16127207.0,,2404000.0,223000.0,5304000.0,,2000.0,2459000.0,1406000.0,705000.0,1579000.0,11543000.0,677000.0,0.0,3517000.0,8440000.0,16127207.0,17528000.0,12224000.0,1312000.0,76532000.0,37475000.0,32477000.0,17528000.0,59004000.0,21820000.0,27027000.0,387000.0,221000.0,,27650000.0,22735000.0
OSA.MI,2023-12-31,12M,EUR,8602000.0,14943000.0,,8681000.0,-85000.0,,1075000.0,1941000.0,2497000.0,1613000.0,1586000.0,1884000.0,,1586000.0,1613000.0,11342000.0,10293000.0,54359000.0,837000.0,19439000.0,20276000.0,,49323000.0,945000.0,,,4000.0,,,7265000.0,15028000.0,20344000.0,-52000.0,33613000.0,49262000.0,1075000.0,126000.0,,0.0,817000.0,1660000.0,18481000.0,20141000.0,126000.0,,5675000.0,0.0,36334000.0,20344000.0,4077000.0,193000.0,776000.0,9000.0,3468000.0,130000.0,16130307.0,,,218000.0,7265000.0,,,2778000.0,1618000.0,891000.0,298000.0,11842000.0,1933000.0,0.0,3955000.0,2244000.0,16130307.0,11342000.0,4077000.0,1095000.0,84476000.0,29823000.0,40417000.0,11342000.0,73134000.0,30117000.0,23811000.0,462000.0,,,29706000.0,5036000.0
