asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AmortizationCashFlow,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,CurrentProvisions,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendReceivedCFO,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,FinancialAssets,FinancingCashFlow,FinishedGoods,FixedAssetsRevaluationReserve,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinSubsidiariesatCost,IssuanceOfCapitalStock,IssuanceOfDebt,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RepurchaseOfCapitalStock,RetainedEarnings,SaleOfBusiness,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasuryStock,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,-4475361.0,,,,,0.0,,,,,,,,,,,-235800.0,1787250.0,,,,,,,,,,,,,0.0,,,,,,,55071.0,,,583005.0,,,,,52082.0,,,,0.0,,,0.0,,,8.0,,,0.0,,-3151.0,,,593822.0,,,,,,,,,,-720448.0,,,,,,,0.0,,,,,,,,,,,4000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-204417.0,5146315.0,,,,450000.0,136000.0,714387.0,,,,,,-11596.0,,,,,,469878.0,0.0,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,-938059.0,,,,,,,,,,,,,,119257.0,0.0,,,
2020-12-31,12M,EUR,4961000.0,9683000.0,-5009412.0,4787000.0,-59000.0,813000.0,,0.0,101000.0,14000000.0,0.068786,1830000.0,,-2539000.0,4649000.0,1400000.0,4720000.0,5952000.0,-564000.0,4679700.0,4720000.0,2890000.0,-7355000.0,-215000.0,5039000.0,1650000.0,-269000.0,2890000.0,1400000.0,-564000.0,11227000.0,5187000.0,-21000.0,225000.0,5773000.0,49061000.0,754000.0,5402000.0,6156000.0,131128.0,34588000.0,289000.0,80802.0,2692000.0,2692000.0,2692000.0,1879000.0,32000.0,14000000.0,0.068786,963000.0,0.0,1769000.0,4461000.0,0.0,4720000.0,62460000.0,1.0,2075000.0,434000.0,0.0,815000.0,-4835.0,0.0,1063000.0,578065.0,2874000.0,9742000.0,11375000.0,17691000.0,0.0,762000.0,762000.0,2000.0,2000.0,-739229.0,,13859000.0,27915000.0,-2539000.0,101000.0,0.0,33000.0,0.0,5187000.0,4500000.0,3458000.0,3895000.0,11286000.0,15181000.0,4500000.0,-891000.0,33000.0,292923.0,5810000.0,45360000.0,0.0,,0.0,5166000.0,11968000.0,963000.0,963000.0,963000.0,963000.0,963000.0,963000.0,963000.0,-945000.0,-944000.0,0.0,489000.0,3609000.0,-944000.0,-3016000.0,11375000.0,-1594000.0,-3120000.0,8353000.0,,542000.0,162000.0,3084000.0,92000.0,4520000.0,1019422.04568,3354000.0,15685000.0,2006000.0,23464000.0,14000000.0,-44457.0,492000.0,-48000.0,2874000.0,-32000.0,101000.0,162000.0,719489.0,2173000.0,1611000.0,1882000.0,551000.0,1232000.0,,0.0,6928000.0,18457000.0,1007000.0,0.0,1054111.0,0.0,-945000.0,0.0,-1594000.0,2459000.0,5773000.0,2692000.0,137000.0,137000.0,-891000.0,-21000.0,963000.0,0.0,0.0,0.0,0.0,115000.0,1178000.0,14000000.0,-59000.0,11227000.0,8353000.0,-2577.95432,44000.0,0.043694,559000.0,-326991.0,64274000.0,22513000.0,21337000.0,11227000.0,21458000.0,53047000.0,15213000.0,18459000.0,184000.0,23464000.0,356000.0,-59000.0,-59000.0,3895000.0,0.0,10966000.0,14473000.0,59000.0
2021-12-31,12M,EUR,6158000.0,11566000.0,,8428000.0,-85000.0,793000.0,793000.0,,48000.0,15986409.0,0.056673,4720000.0,,-4417000.0,3544000.0,1599000.0,9179000.0,10603000.0,,,9179000.0,4459000.0,9724000.0,-1122000.0,-6979000.0,-1909000.0,199000.0,4459000.0,1599000.0,0.0,15926000.0,3880000.0,,1470000.0,21755000.0,46152000.0,697000.0,6930000.0,7627000.0,,29169000.0,422000.0,,1761000.0,2554000.0,2554000.0,1761000.0,0.0,15986409.0,0.056673,906000.0,,1309000.0,3863000.0,,9179000.0,90198708.0,,5210000.0,5000.0,,-730000.0,,-1000.0,1178000.0,,3384000.0,11651000.0,11622000.0,17072000.0,32000.0,743000.0,743000.0,1000.0,1000.0,,,22459000.0,34095000.0,-4438000.0,48000.0,126000.0,48000.0,0.0,3880000.0,5610000.0,3518000.0,2847000.0,11239000.0,14086000.0,5610000.0,-4141000.0,126000.0,,5254000.0,77773879.0,0.0,,,3880000.0,8990000.0,906000.0,906000.0,906000.0,906000.0,906000.0,906000.0,906000.0,-1303000.0,-856000.0,-25000.0,1809000.0,1469000.0,-856000.0,-479000.0,11622000.0,-3110000.0,340000.0,12542000.0,0.0,829000.0,17000.0,3479000.0,134000.0,4230000.0,1184920.0,3687000.0,15306000.0,1766000.0,38827000.0,15986409.0,,1932000.0,-159000.0,3384000.0,-3000.0,126000.0,17000.0,,2182000.0,2022000.0,1380000.0,508000.0,1424000.0,250000.0,0.0,8557000.0,215000.0,566000.0,0.0,,,-1303000.0,-25000.0,-3114000.0,2597000.0,21755000.0,2554000.0,46000.0,46000.0,-4141000.0,,7532000.0,,0.0,0.0,4000.0,386000.0,1564000.0,15986409.0,-367000.0,15926000.0,12542000.0,-88080.0,-340000.0,0.24,801000.0,,62677000.0,27165000.0,21713000.0,15926000.0,37061000.0,46751000.0,16525000.0,17582000.0,114000.0,38827000.0,377000.0,-367000.0,-367000.0,2847000.0,,19857000.0,16983000.0,85000.0
2022-12-31,12M,EUR,8697000.0,9402000.0,,8677000.0,-85000.0,546000.0,546000.0,,629000.0,16009962.0,0.06,9179000.0,4148000.0,-5151000.0,4399000.0,1613000.0,9865000.0,11444000.0,,,9865000.0,686000.0,-8650000.0,-392000.0,1023000.0,2164000.0,-5679000.0,686000.0,1613000.0,0.0,17528000.0,263000.0,,2269000.0,10585000.0,54712000.0,754000.0,8131000.0,8885000.0,,31977000.0,472000.0,,1557000.0,2103000.0,2103000.0,1557000.0,,16009962.0,0.06,952000.0,,1875000.0,3978000.0,,9865000.0,65955047.0,,8558000.0,5000.0,,-7779000.0,,-1000.0,2158000.0,,5304000.0,9487000.0,14411000.0,21061000.0,0.0,826000.0,826000.0,34000.0,34000.0,,0.0,31172000.0,45606000.0,-5244000.0,629000.0,126000.0,,100000.0,263000.0,8241000.0,339000.0,3645000.0,19947000.0,23592000.0,8241000.0,-2481000.0,226000.0,,6249000.0,52839047.0,0.0,0.0,,263000.0,18213000.0,952000.0,952000.0,952000.0,952000.0,952000.0,952000.0,952000.0,-2467000.0,-924000.0,-100000.0,5359000.0,5760000.0,-924000.0,2936000.0,14411000.0,-2677000.0,-401000.0,12224000.0,221000.0,571000.0,2000.0,3212000.0,166000.0,3978000.0,952000.0,-2628000.0,19131000.0,1930000.0,31646000.0,16127207.0,,2404000.0,223000.0,5304000.0,-3000.0,,2000.0,,2688000.0,2459000.0,1406000.0,705000.0,1579000.0,,0.0,11543000.0,677000.0,1049000.0,0.0,,,-2467000.0,-100000.0,-2684000.0,3517000.0,10585000.0,2103000.0,134000.0,134000.0,-2481000.0,,8440000.0,,0.0,0.0,7000.0,636000.0,2794000.0,16127207.0,0.0,17528000.0,12224000.0,0.0,97000.0,0.092469,1312000.0,,76532000.0,37475000.0,32477000.0,17528000.0,29716000.0,59004000.0,21820000.0,27027000.0,132000.0,31646000.0,387000.0,0.0,0.0,221000.0,,27650000.0,22735000.0,0.0
2023-12-31,12M,EUR,8602000.0,14943000.0,,8681000.0,-85000.0,967000.0,967000.0,,1075000.0,16128770.0,-0.38,9865000.0,1941000.0,-11915000.0,2497000.0,1613000.0,1586000.0,1884000.0,,,1586000.0,-8279000.0,-2493000.0,-1163000.0,5342000.0,-5541000.0,-3149000.0,-8279000.0,1613000.0,0.0,11342000.0,4000.0,,10293000.0,18917000.0,54359000.0,837000.0,19439000.0,20276000.0,,49323000.0,945000.0,,1797000.0,2764000.0,2764000.0,1797000.0,,16128770.0,-0.38,-6157000.0,,-4884000.0,-2120000.0,,1586000.0,52475885.0,,10077000.0,4000.0,,-18380000.0,,-24000.0,2549000.0,,7265000.0,15028000.0,20344000.0,18807000.0,1000.0,1468000.0,1468000.0,63000.0,63000.0,,-52000.0,33613000.0,49262000.0,-11891000.0,1075000.0,126000.0,,0.0,4000.0,3564000.0,817000.0,1660000.0,18481000.0,20141000.0,3564000.0,-4250000.0,126000.0,,5675000.0,25485885.0,0.0,0.0,,4000.0,36334000.0,-6157000.0,-6157000.0,-6157000.0,-6157000.0,-6157000.0,-6157000.0,-6157000.0,-2928000.0,-1652000.0,0.0,9816000.0,-686000.0,-1652000.0,257000.0,20344000.0,-8963000.0,10502000.0,4077000.0,193000.0,776000.0,9000.0,3468000.0,130000.0,-1674000.0,-5724691.75063,-6465000.0,23070000.0,-4263000.0,37724000.0,16130307.0,,,218000.0,7265000.0,100000.0,,,,3719000.0,2778000.0,1618000.0,891000.0,298000.0,445000.0,0.0,11842000.0,1933000.0,-6352000.0,0.0,,,-2928000.0,0.0,-8987000.0,3955000.0,18917000.0,2764000.0,235000.0,235000.0,-4250000.0,,2244000.0,,0.0,0.0,24000.0,698000.0,3247000.0,16130307.0,-446000.0,11342000.0,4077000.0,-13691.75063,-195000.0,0.030699,1095000.0,,84476000.0,29823000.0,40417000.0,11342000.0,41987000.0,73134000.0,30117000.0,23811000.0,247000.0,37724000.0,462000.0,-446000.0,-446000.0,,,29706000.0,5036000.0,0.0
