symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DerivativeProductLiabilities,FinancialAssets,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinJointVenturesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital
HER.MI,2022-12-31,3M,EUR,,,-2674300000.0,-552000000.0,2000000.0,94100000.0,,,,,1942400000.0,,,183000000.0,,,417000000.0,,,505800000.0,,488100000.0,,,2051100000.0,,,,,2000000.0,,38900000.0,132600000.0,18800000.0,908700000.0,,5188900000.0,,,,3072600000.0,,3663500000.0,,,,,,,,,,641200000.0,,2679900000.0,,,82800000.0,89300000.0,0.0,57600000.0,,,,,,,,,,,,,,38541380.0,43600000.0,449400000.0,
HER.MI,2023-03-31,3M,EUR,2631500000.0,3249100000.0,,,,,72200000.0,1447700000.0,2107100000.0,2142400000.0,,1447700000.0,3456600000.0,,7824500000.0,20600000.0,,20600000.0,6124700000.0,11300000.0,600000.0,,868200000.0,5369900000.0,,2067100000.0,828800000.0,871500000.0,3456600000.0,,151400000.0,,,,,51600000.0,,51600000.0,208800000.0,569800000.0,,277000000.0,,2067100000.0,-1913300000.0,257400000.0,190800000.0,89300000.0,1450997365.0,687100000.0,1831800000.0,4501700000.0,,2067100000.0,,35300000.0,2720200000.0,,,,,194400000.0,1450997365.0,3456600000.0,-1913300000.0,45600000.0,15879700000.0,3456600000.0,72200000.0,3733600000.0,12146100000.0,8055200000.0,6021400000.0,88700000.0,,,,1699800000.0
HER.MI,2023-06-30,3M,EUR,1795500000.0,2345900000.0,,,,,70100000.0,1446600000.0,1254800000.0,1320600000.0,,1446600000.0,3322800000.0,,6129900000.0,20100000.0,,20100000.0,4595700000.0,23900000.0,2000000.0,,870500000.0,5431400000.0,,2068400000.0,664600000.0,1107900000.0,3322800000.0,,146600000.0,,,,,50000000.0,,50000000.0,212600000.0,582400000.0,,266800000.0,,2068400000.0,-2108600000.0,274800000.0,196100000.0,85700000.0,1447307537.0,645300000.0,1787900000.0,4560900000.0,,2068400000.0,,65800000.0,1900000000.0,,,,,253900000.0,1489538745.0,3322800000.0,-2108600000.0,45600000.0,14265700000.0,3322800000.0,70100000.0,3589600000.0,10676100000.0,8135800000.0,6080400000.0,104500000.0,42231208.0,,,1534200000.0
HER.MI,2023-09-30,3M,EUR,1847800000.0,2379300000.0,,,,,69700000.0,1444200000.0,1118900000.0,1236500000.0,,1444200000.0,3303700000.0,,5831500000.0,20300000.0,,20300000.0,4971200000.0,0.0,500000.0,,871700000.0,5490600000.0,,2082000000.0,456700000.0,1153700000.0,3303700000.0,,146900000.0,,,,,49400000.0,,49400000.0,212900000.0,593400000.0,,274500000.0,,2082000000.0,-2186900000.0,275000000.0,172700000.0,84400000.0,1447307537.0,547900000.0,1733800000.0,4618900000.0,,2082000000.0,,117600000.0,1965600000.0,,,,,301700000.0,1447307537.0,3303700000.0,-2186900000.0,57400000.0,14039400000.0,3303700000.0,69700000.0,3578200000.0,10461200000.0,8207900000.0,5490000000.0,117800000.0,,,,860300000.0
HER.MI,2023-12-31,3M,EUR,2637200000.0,2439800000.0,-2850700000.0,-626700000.0,2000000.0,104100000.0,81300000.0,1443000000.0,1332800000.0,1398700000.0,1332800000.0,1443000000.0,3438200000.0,246100000.0,6640800000.0,24500000.0,585600000.0,610100000.0,5987100000.0,327800000.0,300000.0,128300000.0,908700000.0,5628300000.0,3066500000.0,4998700000.0,478000000.0,631600000.0,8116100000.0,1900000.0,2000000.0,,,,955000000.0,56800000.0,4092300000.0,4149100000.0,195600000.0,617800000.0,3164900000.0,313400000.0,3345100000.0,2148000000.0,-2190100000.0,302300000.0,156900000.0,88100000.0,1443708537.0,85300000.0,168500000.0,4719600000.0,632900000.0,528600000.0,1348500000.0,65900000.0,3498700000.0,89800000.0,74500000.0,0.0,70200000.0,441400000.0,1489538745.0,3438200000.0,-2190100000.0,184400000.0,15080000000.0,7530500000.0,4759200000.0,3751600000.0,11328400000.0,8439200000.0,5341300000.0,228600000.0,45830208.0,56000000.0,433100000.0,653700000.0
HER.MI,2024-03-31,3M,EUR,2295300000.0,3337000000.0,,,,,78000000.0,1440200000.0,1227600000.0,1290300000.0,,1440200000.0,3561100000.0,,6307000000.0,23300000.0,,23300000.0,5543800000.0,,300000.0,,908700000.0,5658900000.0,,2146000000.0,335700000.0,619900000.0,3561100000.0,,162100000.0,,,,,54700000.0,,54700000.0,198700000.0,623100000.0,,323000000.0,,2146000000.0,-2097800000.0,299500000.0,152400000.0,86000000.0,1441438745.0,710900000.0,1812900000.0,4750200000.0,,2146000000.0,,62700000.0,2460100000.0,,,,,143100000.0,1489538745.0,3561100000.0,-2097800000.0,13200000.0,14772500000.0,3561100000.0,78000000.0,3884100000.0,10888400000.0,8465500000.0,5344600000.0,164800000.0,48100000.0,,,763200000.0
