symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,CommonStockPayments,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,TaxesRefundPaid
GBUS.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,-1800000.0,5004000.0,0.0,,,,,,,-47220.0,,5004000.0,,,,,,,,,,,,,,,,,,,,,0.0,,,47220.0,
GBUS.MI,2020-12-31,12M,EUR,,4925553.0,-3252731.0,-1351338.0,106893.0,12999268.0,-400842.0,1205634.0,2868048.0,-744309.0,3058662.0,12999268.0,,0.0,-14950.0,1879835.0,1879835.0,17924821.0,6295521.0,6666703.0,-37044.0,,-3215687.0,0.0,9000000.0,9000000.0,-1338191.0,,-14950.0,5420237.0,5420237.0,-393016.0,,7661809.0,7661809.0,,-2822671.0,9919434.0,74112.0,717044.0,-393016.0,,-2859715.0,-1338191.0,-14950.0,0.0,,37044.0,-1193411.0
GBUS.MI,2021-12-31,12M,EUR,,17924821.0,-2529601.0,-2704430.0,369080.0,5090472.0,-2879202.0,2663596.0,5645846.0,-5030450.0,580500.0,5090472.0,,22606.0,,2038094.0,2038094.0,23015293.0,-7531692.0,12352569.0,-277251.0,,-2260006.0,22606.0,0.0,0.0,-4849868.0,0.0,22606.0,14004159.0,14004159.0,-681254.0,244458.0,-4849868.0,-4849868.0,,-1823210.0,14882170.0,254526.0,1077662.0,-681254.0,0.0,-1848347.0,-4849868.0,,0.0,244458.0,25137.0,-2795519.0
GBUS.MI,2022-12-31,12M,EUR,1455852.0,23015293.0,-4927700.0,-5004404.0,784035.0,-603620.0,-3130859.0,4449259.0,-1505247.0,422532.0,1037986.0,-603620.0,,0.0,-235619.0,1657757.0,3113609.0,22411673.0,30924712.0,3195300.0,-53820.0,,-39651332.0,0.0,42000000.0,42000000.0,-5835260.0,-29494152.0,-235619.0,10304870.0,10304870.0,-1338788.0,-5283300.0,36164740.0,36164740.0,-5.0,-3535092.0,8123000.0,-239173.0,965733.0,-1338788.0,-5283300.0,-3588912.0,-5835260.0,-235619.0,0.0,0.0,53820.0,-7006205.0
GBUS.MI,2023-12-31,12M,EUR,1879883.0,22411673.0,-3372197.0,-2495765.0,-686808.0,-2927329.0,4288549.0,-369880.0,-3244496.0,-899620.0,-1021987.0,-2927329.0,,,-231075.0,3556320.0,5436203.0,19484344.0,-7722307.0,4794978.0,3493.0,,-3372197.0,,10517000.0,10517000.0,-15512467.0,0.0,-231075.0,3708442.0,3708442.0,-939706.0,0.0,-4995467.0,-4995467.0,,-2432491.0,8167175.0,-87493.0,128517.0,-939706.0,0.0,-2432491.0,-15512467.0,-231075.0,0.0,0.0,,0.0
GBUS.MI,2023-12-31,TTM,EUR,1879883.0,22411673.0,-3372197.0,-2495765.0,-686808.0,-2927329.0,4288549.0,-369880.0,-3244496.0,-899620.0,-1021987.0,-2927329.0,,,-231075.0,3556320.0,5436203.0,19484344.0,-7722307.0,4794978.0,3493.0,,-3372197.0,,10517000.0,10517000.0,-15512467.0,0.0,-231075.0,3708442.0,3708442.0,-939706.0,0.0,-4995467.0,-4995467.0,,-2432491.0,8167175.0,-87493.0,128517.0,-939706.0,0.0,-2432491.0,-15512467.0,-231075.0,0.0,0.0,,0.0
