symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,CurrentProvisions,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinSubsidiariesatCost,LandAndImprovements,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital
ILP.MI,2019-12-31,12M,EUR,,,,-100288.0,,9584.0,,,,,,,,196876.0,,,,,,,,,,,,,,9584.0,,,,4819041.0,,,,,,,5488791.0,,,,,,,,,,,1.0,,,,,,662740.0,,,,,,,,,,,,,,,,,,,,,
ILP.MI,2020-12-31,12M,EUR,5308195.0,9126892.0,4753914.0,-146622.0,,9584.0,2407720.0,9862722.0,10134921.0,9857070.0,5652.0,2407720.0,18330006.0,0.0,38050833.0,4681110.0,4681110.0,268131.0,19090384.0,20000.0,7052936.0,437563.0,3693050.0,9273514.0,7882163.0,13674125.0,29459801.0,9584.0,9584.0,462066.0,10000.0,,6448685.0,6448685.0,481650.0,20000.0,1074970.0,2804624.0,1267073.0,7882163.0,14636956.0,32572.0,29722.0,2865526.0,12036800.0,3357877.0,1.0,3255487.0,,2.0,1183336.0,942191.0,4220980.0,272199.0,8308955.0,373252.0,762136.0,5865002.0,957028.0,7904775.0,12038600.0,18330006.0,14636956.0,625784.0,50210582.0,24778691.0,11129795.0,21134630.0,29075952.0,12159751.0,9985568.0,1817424.0,621633.0,1800.0,3840.0,5664161.0,18960449.0
ILP.MI,2021-12-31,12M,EUR,5707908.0,10688812.0,4753914.0,-169469.0,73639.0,,2407720.0,15777061.0,16104469.0,15762355.0,14706.0,2407720.0,22134192.0,,45381621.0,5428811.0,5428811.0,347178.0,21672839.0,,5399295.0,364760.0,3301020.0,10858281.0,7390767.0,12579984.0,34305230.0,,9584.0,462066.0,10000.0,,6742227.0,6742227.0,481650.0,30000.0,512938.0,2737307.0,,7390767.0,18833172.0,44122.0,22172.0,3008174.0,11976800.0,3459925.0,1.0,2936260.0,,,2975676.0,1105542.0,4111401.0,327408.0,10612531.0,,729151.0,5772287.0,1039178.0,10404101.0,12038600.0,22134192.0,18833172.0,746987.0,56653982.0,28876419.0,12171038.0,24871499.0,31782483.0,11272361.0,10109644.0,1928947.0,307071.0,61800.0,235896.0,6141511.0,23708782.0
ILP.MI,2022-12-31,12M,EUR,8751392.0,16225615.0,4753914.0,-284630.0,0.0,,2407720.0,17316197.0,17658255.0,17303012.0,13185.0,2407720.0,25594593.0,,61163341.0,7860137.0,7860137.0,398385.0,34993984.0,,7254508.0,475265.0,4434120.0,16225615.0,11076524.0,19939742.0,42716029.0,0.0,9584.0,462066.0,10000.0,,9261299.0,9261299.0,481650.0,40000.0,1384236.0,3893381.0,463568.0,11076524.0,21160473.0,321333.0,274081.0,3441429.0,11904200.0,7651555.0,-1.0,3958855.0,,4591234.0,2994130.0,1159749.0,5637703.0,342058.0,13665857.0,,723109.0,8532539.0,2366627.0,11656515.0,12038600.0,25594593.0,21160473.0,1303641.0,77596497.0,34855892.0,17121436.0,29487974.0,48108523.0,16433158.0,13114539.0,1920335.0,97730.0,134400.0,530676.0,10318607.0,26169357.0
ILP.MI,2023-12-31,12M,EUR,9112903.0,17117883.0,4753914.0,,8938.0,10000.0,2407720.0,14678087.0,15236216.0,14666021.0,12066.0,2407720.0,29019018.0,16155.0,66787942.0,13358477.0,13358477.0,514482.0,36254882.0,,9955372.0,409246.0,10677895.0,17117883.0,14534575.0,25591461.0,59735478.0,10000.0,9584.0,472266.0,10000.0,,17357983.0,17357983.0,491850.0,200217.0,1987988.0,5894229.0,16038373.0,14534575.0,18341123.0,713769.0,557197.0,4139717.0,11876600.0,5392179.0,-1.0,10268649.0,1.0,-2.0,3234235.0,1447852.0,5213263.0,558129.0,13773649.0,,833658.0,11082580.0,3233149.0,12062009.0,12038600.0,29019018.0,18341123.0,2272041.0,93500754.0,46377001.0,30716460.0,34913247.0,58587507.0,26712814.0,22332625.0,1426511.0,77513.0,162000.0,665808.0,12402939.0,30533060.0
