symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentinFinancialAssets,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermProvisions,MachineryFurnitureEquipment,NetDebt,NetPPE,NetTangibleAssets,NonCurrentAccruedExpenses,NonCurrentDeferredTaxesAssets,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital
GEO.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8777000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1812000.0,
GEO.MI,2020-12-31,12M,EUR,178154000.0,87718000.0,,37678000.0,-21109000.0,24000.0,262881000.0,268415000.0,25921000.0,83130000.0,86101000.0,3842000.0,79288000.0,25921000.0,167208000.0,373000.0,478032000.0,65554000.0,61969000.0,127523000.0,360555000.0,7124000.0,252792000.0,1138000.0,35834000.0,108827000.0,292221000.0,1156000.0,267964000.0,343009000.0,24000.0,7903000.0,202861000.0,113832000.0,316693000.0,7015000.0,18430000.0,92671000.0,292221000.0,131374000.0,2659000.0,42579000.0,2834000.0,255211081.0,,34696000.0,77000.0,6049000.0,2634000.0,13993000.0,2971000.0,197260000.0,15129000.0,2034000.0,0.0,13413000.0,108603000.0,259207331.0,167208000.0,131374000.0,19066000.0,857133000.0,281040000.0,444216000.0,167208000.0,689925000.0,379101000.0,329370000.0,13057000.0,169000.0,3996250.0,,1682000.0,117477000.0
GEO.MI,2021-12-31,12M,EUR,196812000.0,68927000.0,,37678000.0,-26844000.0,26000.0,221614000.0,212717000.0,25921000.0,45655000.0,48486000.0,1062000.0,44593000.0,25921000.0,124582000.0,549000.0,408340000.0,46635000.0,43954000.0,90589000.0,334715000.0,806000.0,233482000.0,1138000.0,31853000.0,95771000.0,239547000.0,19582000.0,240320000.0,250925000.0,26000.0,0.0,166082000.0,82389000.0,248471000.0,6497000.0,14638000.0,80688000.0,239547000.0,92729000.0,1169000.0,30374000.0,2411000.0,255211081.0,1980000.0,30715000.0,218000.0,7971000.0,2746000.0,13671000.0,2831000.0,214862000.0,20272000.0,2617000.0,0.0,6620000.0,51532000.0,259207331.0,124582000.0,92729000.0,14737000.0,718237000.0,206971000.0,339060000.0,124582000.0,593655000.0,309897000.0,258940000.0,10079000.0,392000.0,3996250.0,5051000.0,0.0,73625000.0
GEO.MI,2022-12-31,12M,EUR,297061000.0,83998000.0,-164516000.0,37678000.0,-19072000.0,27000.0,80623000.0,232500000.0,25921000.0,24303000.0,28346000.0,2788000.0,21515000.0,25921000.0,108210000.0,1112000.0,461432000.0,42951000.0,30160000.0,73111000.0,427124000.0,2355000.0,284902000.0,1138000.0,34190000.0,103070000.0,423266000.0,26902000.0,290165000.0,194992000.0,27000.0,,189549000.0,56622000.0,246171000.0,5826000.0,25385000.0,62479000.0,258750000.0,74020000.0,871000.0,29222000.0,1875000.0,255211081.0,3904000.0,33052000.0,337000.0,5088000.0,316146000.0,20068000.0,4043000.0,311881000.0,20051000.0,3690000.0,0.0,4926000.0,38884000.0,259207331.0,108210000.0,74020000.0,8263000.0,790385000.0,164832000.0,319282000.0,108210000.0,682175000.0,328953000.0,255051000.0,9732000.0,308000.0,3996250.0,5051000.0,,34308000.0
GEO.MI,2023-12-31,12M,EUR,231349000.0,72076000.0,-354746000.0,37678000.0,-18551000.0,27000.0,503027000.0,244477000.0,25921000.0,70146000.0,75487000.0,2880000.0,67266000.0,25921000.0,90590000.0,1356000.0,442632000.0,42554000.0,68658000.0,111212000.0,401238000.0,2677000.0,272107000.0,1789000.0,30433000.0,90627000.0,621506000.0,1852000.0,275979000.0,235552000.0,27000.0,,201923000.0,76304000.0,278227000.0,5090000.0,28086000.0,74816000.0,266760000.0,60157000.0,941000.0,31638000.0,1649000.0,255211081.0,2855000.0,28644000.0,213000.0,6289000.0,89037000.0,10431000.0,5341000.0,244202000.0,16214000.0,1715000.0,0.0,3659000.0,32598000.0,259207331.0,90590000.0,60157000.0,5092000.0,777980000.0,166894000.0,389439000.0,90590000.0,687390000.0,335348000.0,286152000.0,6564000.0,245000.0,3996250.0,5051000.0,,41394000.0
