symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CapitalExpenditureReported,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,InterestPaidCFO,InterestReceivedCFO,InvestingCashFlow,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetCommonStockIssuance,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeFromContinuingOperations,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherNonCashItems,PensionAndEmployeeBenefitExpense,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfPPE,StockBasedCompensation,TaxesRefundPaid
GEO.MI,2019-12-31,12M,EUR,,,,-6480000.0,,,,,,,,,-6480000.0,-5051000.0,,,,,,,,,,,,,,-5051000.0,,,,,,,,,,,,,-5051000.0,,,
GEO.MI,2019-12-31,TTM,EUR,,,,-6480000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEO.MI,2020-12-31,12M,EUR,48449000.0,-18212000.0,-18212000.0,,36083000.0,-5461000.0,-5902000.0,-2793000.0,-45002000.0,23656000.0,-35502000.0,36083000.0,,0.0,,110793000.0,110793000.0,-1402000.0,83130000.0,82936000.0,-44809000.0,,,-20256000.0,157240000.0,157240000.0,-22207000.0,0.0,,-128205000.0,-128205000.0,-2227000.0,131547000.0,135033000.0,183000.0,-3486000.0,-26597000.0,26317000.0,,-22207000.0,0.0,183000.0,,
GEO.MI,2021-12-31,12M,EUR,83130000.0,-18989000.0,-18989000.0,,-38332000.0,42374000.0,865000.0,10501000.0,24617000.0,14096000.0,92453000.0,-38332000.0,,0.0,6419000.0,77677000.0,77677000.0,857000.0,45655000.0,-106033000.0,60814000.0,-6736000.0,1357000.0,-12102000.0,16669000.0,16669000.0,-59549000.0,0.0,,-62147000.0,-62147000.0,382000.0,-44741000.0,-42880000.0,6505000.0,-1861000.0,79803000.0,-27455000.0,-393000.0,-59549000.0,0.0,6505000.0,1980000.0,-3352000.0
GEO.MI,2022-12-31,12M,EUR,45655000.0,-25237000.0,-25237000.0,,-21610000.0,-56742000.0,-819000.0,-3346000.0,108823000.0,-10700000.0,37406000.0,-21610000.0,,0.0,4625000.0,75164000.0,75164000.0,258000.0,24303000.0,-85422000.0,64829000.0,-8251000.0,1714000.0,-26254000.0,17000000.0,17000000.0,-48180000.0,0.0,967000.0,-13021000.0,-13021000.0,-1062000.0,-33402000.0,-31180000.0,45000.0,-2222000.0,90066000.0,-9790000.0,-159000.0,-48180000.0,0.0,45000.0,1924000.0,-672000.0
GEO.MI,2023-12-31,12M,EUR,24303000.0,-18702000.0,-18702000.0,,46186000.0,20997000.0,17832000.0,-3005000.0,-62635000.0,6326000.0,-21111000.0,46186000.0,,,643000.0,73445000.0,73445000.0,-343000.0,70146000.0,2352000.0,45464000.0,-13866000.0,2553000.0,-20332000.0,104891000.0,104891000.0,-40357000.0,,6021000.0,-6451000.0,-6451000.0,-1630000.0,51518000.0,64534000.0,0.0,-13016000.0,64166000.0,24998000.0,,-40357000.0,,0.0,-1049000.0,-1017000.0
GEO.MI,2023-12-31,TTM,EUR,24303000.0,-18702000.0,-18702000.0,,46186000.0,20997000.0,17832000.0,-3005000.0,-62635000.0,6326000.0,-21111000.0,46186000.0,,,643000.0,73445000.0,73445000.0,-343000.0,70146000.0,2352000.0,45464000.0,-13866000.0,2553000.0,-20332000.0,104891000.0,104891000.0,-40357000.0,,6021000.0,-6451000.0,-6451000.0,-1630000.0,51518000.0,64534000.0,0.0,-13016000.0,64166000.0,24998000.0,,-40357000.0,,0.0,-1049000.0,-1017000.0
