symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RestructuringAndMergernAcquisition,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill
GEO.MI,2019-12-31,12M,EUR,257857268.0,-0.1,,,,257857268.0,-0.1,,,,,,9367000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3245000.0,,,,,,,,,,,,
GEO.MI,2019-12-31,TTM,EUR,257857268.0,-0.1,,,,257857268.0,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,3279000.0,,,,,,,,,,,,,,,,,,3154000.0,,,
GEO.MI,2020-12-31,12M,EUR,255211081.0,-0.5,302523000.0,,,255211081.0,-0.5,-128205000.0,-123541000.0,-12748000.0,188050000.0,232374000.0,12436000.0,8313000.0,8313000.0,2563000.0,2563000.0,-128205000.0,-128205000.0,-127547000.0,-658000.0,-128205000.0,-127547000.0,-128205000.0,-8044000.0,-8044000.0,822000.0,-114420262.927177,344899000.0,-112525000.0,534897000.0,2353000.0,,,0.0,-131854000.0,302523000.0,110793000.0,10976000.0,10976000.0,1134000.0,64444000.0,252494000.0,-13570000.0,-443262.927177,-4307000.0,0.032665,647422000.0,,2294000.0,534897000.0,-13570000.0,-13570000.0
GEO.MI,2021-12-31,12M,EUR,255211081.0,-0.24,324653000.0,72015000.0,72015000.0,262022690.0,-0.24,-62147000.0,-45581000.0,32096000.0,103440000.0,284262000.0,0.0,7687000.0,7687000.0,1853000.0,1853000.0,-62147000.0,-62147000.0,-59687000.0,-2460000.0,-62147000.0,-59687000.0,-62147000.0,-8595000.0,-8595000.0,31745000.0,-59953760.0,341247000.0,-56985000.0,608915000.0,1236000.0,,,0.0,-53268000.0,324653000.0,77677000.0,6233000.0,6233000.0,-351000.0,66854000.0,170294000.0,351000.0,84240.0,6419000.0,0.24,665900000.0,-44932000.0,2761000.0,608915000.0,351000.0,351000.0
GEO.MI,2022-12-31,12M,EUR,255211081.0,-0.05,386287000.0,71077000.0,71077000.0,261933168.0,-0.05,-13021000.0,2838000.0,78002000.0,94853000.0,349230000.0,,11234000.0,11234000.0,2709000.0,2709000.0,-13021000.0,-13021000.0,-13021000.0,0.0,-13021000.0,-13021000.0,-13021000.0,-11693000.0,-11693000.0,72041000.0,-17551360.0,357388000.0,-8158000.0,735517000.0,6461000.0,8822000.0,-5961000.0,0.0,-8396000.0,386287000.0,75164000.0,11120000.0,11120000.0,0.0,69356000.0,164209000.0,5961000.0,1430640.0,4625000.0,0.24,743675000.0,4264000.0,3168000.0,735517000.0,5961000.0,5961000.0
GEO.MI,2023-06-30,TTM,EUR,255211081.0,-0.01,,,,261793743.0,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEO.MI,2023-12-31,12M,EUR,,,355011000.0,69136000.0,69136000.0,,,-6451000.0,10169000.0,83614000.0,94928000.0,364560000.0,,15977000.0,15977000.0,3537000.0,3537000.0,-6451000.0,-6451000.0,-6451000.0,,-6451000.0,-6451000.0,-6451000.0,-19805000.0,-19805000.0,83142000.0,-6809720.0,349645000.0,14915000.0,719571000.0,4631000.0,9260000.0,-472000.0,0.0,-5808000.0,355011000.0,73445000.0,11655000.0,11655000.0,,69012000.0,163940000.0,472000.0,113280.0,643000.0,0.24,704656000.0,15579000.0,7365000.0,719571000.0,472000.0,472000.0
GEO.MI,2023-12-31,TTM,EUR,255211081.0,-0.03,355011000.0,69136000.0,69136000.0,258485322.0,-0.03,-6451000.0,10169000.0,83614000.0,94928000.0,364560000.0,,15977000.0,15977000.0,3537000.0,3537000.0,-6451000.0,-6451000.0,-6451000.0,,-6451000.0,-6451000.0,-6451000.0,-19805000.0,-19805000.0,83142000.0,-6809720.0,349645000.0,14915000.0,719571000.0,4631000.0,9260000.0,-472000.0,0.0,-5808000.0,355011000.0,73445000.0,11655000.0,11655000.0,,69012000.0,163940000.0,472000.0,113280.0,643000.0,0.24,704656000.0,15579000.0,7365000.0,719571000.0,472000.0,472000.0
