symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,DerivativeProductLiabilities,FinishedGoods,FixedAssetsRevaluationReserve,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinSubsidiariesatCost,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital
NUS.MI,2019-12-31,12M,EUR,,,,,,,,,,232000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000.0,,,,73000.0,,,,,9760000.0,,,,,,,,,,,,,,,,,,541000.0,,,,
NUS.MI,2020-12-31,12M,EUR,6047000.0,12392000.0,,,,,18011000.0,2945000.0,9413000.0,2945000.0,,18011000.0,12644000.0,,27194000.0,1737000.0,1737000.0,,12786000.0,,132000.0,,,2889000.0,,1409000.0,3897000.0,19188000.0,,,,,4807000.0,4807000.0,,1258000.0,1080000.0,,3599000.0,1408000.0,9755000.0,,298000.0,14183000.0,8000.0,,,2889000.0,79000.0,2000.0,,171000.0,,6468000.0,10735000.0,823000.0,158000.0,3765000.0,-364000.0,14183000.0,12644000.0,9755000.0,661000.0,31795000.0,17451000.0,6544000.0,12644000.0,19151000.0,4599000.0,6365000.0,4688000.0,,,,,14408000.0
NUS.MI,2021-12-31,12M,EUR,6704377.0,12673136.0,-6267053.0,114975.0,,205336.0,17128103.0,1144777.0,1144777.0,,1144777.0,17128103.0,17651809.0,119954.0,26952391.0,2285333.0,2285333.0,,13385398.0,,220911.0,0.0,0.0,3283297.0,,13348330.0,4467436.0,23771666.0,205336.0,222536.0,,9000.0,3834524.0,3834524.0,231536.0,1547744.0,7170055.0,,4975080.0,7081277.0,14368512.0,54693.0,279484.0,18615002.0,,432189.0,,3283297.0,,2.0,148881.0,624847.0,3776229.0,,8447906.0,1494389.0,5433474.0,4246525.0,0.0,18615002.0,17651809.0,14368512.0,3396424.0,37640479.0,21486333.0,6119857.0,17651809.0,19988670.0,10688087.0,6603272.0,1594648.0,886825.0,,-408731.0,,13566993.0
NUS.MI,2022-12-31,12M,EUR,12152315.0,16020857.0,-12329359.0,2755948.0,,400912.0,21000000.0,1475253.0,1475253.0,1224042.0,251211.0,21000000.0,23566629.0,200354.0,36858395.0,4140193.0,4140193.0,0.0,22614336.0,,2791357.0,388294.0,4225108.0,7257975.0,,22233659.0,9501351.0,33961311.0,400912.0,418112.0,0.0,9000.0,6254489.0,6254489.0,427112.0,1564174.0,10514015.0,1667.0,8919429.0,9904300.0,16308654.0,542070.0,256748.0,18615002.0,,3089798.0,,3032867.0,,,129659.0,4784252.0,3837830.0,,14368953.0,2132969.0,6735038.0,6676379.0,-598252.0,18615002.0,23566629.0,16308654.0,3890135.0,54855717.0,29821118.0,10394682.0,23568296.0,31287421.0,17997323.0,8673085.0,2086979.0,55604.0,,0.0,33615.0,14244059.0
NUS.MI,2023-12-31,12M,EUR,12894641.0,19142467.0,-13037239.0,2756108.0,-750000.0,,21000565.0,3575535.0,3575535.0,3172180.0,403355.0,21000565.0,25597213.0,528647.0,43494343.0,5472618.0,5472618.0,11697.0,26834496.0,48739.0,2648343.0,1368210.0,3716756.0,6351480.0,19892467.0,23015795.0,8546931.0,38140745.0,,368852.0,1060000.0,12100.0,7070914.0,7070914.0,1440952.0,680853.0,10589650.0,1801.0,8967997.0,9978556.0,19245733.0,551740.0,261373.0,18528502.0,,3490264.0,1.0,2634724.0,-1.0,-1.0,144988.0,5061502.0,2141419.0,,15350181.0,1717327.0,6835996.0,5860504.0,514947.0,18615502.0,25597213.0,19245733.0,8358967.0,61751198.0,32668127.0,12543532.0,25599014.0,36152184.0,18256856.0,9317688.0,2310552.0,704070.0,87000.0,107739.0,38084.0,16659847.0
