symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AmortizationCashFlow,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,CommonStockIssuance,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendReceivedCFO,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FixedAssetsRevaluationReserve,FreeCashFlow,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinSubsidiariesatCost,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RepurchaseOfCapitalStock,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfBusiness,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital,WriteOff
NUS.MI,2019-12-31,12M,EUR,,,,,,,,,14183000.0,,,,,,,232000.0,,,,,,,,,,,,,,,,,,,,,,893000.0,,,,,14183000.0,,,,,,,,,,,,411000.0,,,,,,,,,,,,,,,,,,,0.0,,,0.0,-9607000.0,,,,,,,,,,,,,,,,,,,,,,,1000.0,1000.0,,,,,,,,,,,,,,,7000.0,,,,,73000.0,,,,,,,9760000.0,122000.0,,,,,,,,,,,,,,,,-9607000.0,,,,,5689000.0,1334000.0,5287000.0,803000.0,1214000.0,,,,,,,,,,,,,,,,,,,,,,,541000.0,,,,,
NUS.MI,2020-12-31,12M,EUR,6047000.0,12392000.0,,,,0.0,,,14183000.0,-0.025691,232377.0,-2918104.0,18011000.0,2945000.0,9413000.0,2945000.0,,-14.0,2712566.0,-2063294.0,1182793.0,3030684.0,-490155.0,1660028.0,2712566.0,18011000.0,12644000.0,1000000.0,-2752750.0,,13122017.0,27194000.0,1737000.0,1737000.0,,12786000.0,304296.0,,0.0,0.0,0.0,,14183000.0,-0.025691,-364374.0,0.0,102310.0,102310.0,2944943.0,,3050015.0,132000.0,,-284257.0,171000.0,,2889000.0,,1409000.0,2289131.0,162388.0,162388.0,,,-280690.0,3897000.0,19188000.0,-2971296.0,,,,,1000000.0,4929000.0,4807000.0,4807000.0,4929000.0,-168599.0,,1258000.0,1080000.0,,,,0.0,-1752750.0,3599000.0,-364374.0,-364374.0,-364374.0,-364374.0,-364374.0,-364374.0,-364374.0,-1936567.0,-280690.0,-53192.0,-126671.0,-168599.0,-280690.0,4929436.0,1000.0,1408000.0,-981537.0,41928.0,9755000.0,,298000.0,217310.0,-276974.0,2633847.0,1953520.0,335611.0,15411148.0,14183000.0,,8000.0,,,2889000.0,280690.0,79000.0,2000.0,,1240525.0,,171000.0,,6468000.0,-286000.0,0.0,10735000.0,823000.0,-60078.0,158000.0,1486556.0,0.0,-1936567.0,-53192.0,-981537.0,3765000.0,13122017.0,0.0,323003.0,323003.0,-168599.0,-2752750.0,,-364000.0,0.0,0.0,0.0,0.0,668000.0,839000.0,14183000.0,-115000.0,12644000.0,9755000.0,-27600.0,304296.0,0.24,661000.0,-304296.0,31795000.0,17451000.0,6544000.0,12644000.0,15075537.0,19151000.0,4599000.0,6365000.0,118302.0,15411148.0,4688000.0,-115000.0,-115000.0,,,,,14408000.0,115000.0
NUS.MI,2021-12-31,12M,EUR,6704377.0,12673136.0,-6267053.0,114975.0,,499001.0,,205336.0,,0.027838,2944943.0,-6810018.0,17128103.0,1144777.0,1144777.0,,1144777.0,-9561.0,-1800165.0,-1240775.0,-5226853.0,759335.0,-322496.0,-6030789.0,-1800165.0,17128103.0,17651809.0,4599000.0,,119954.0,19978154.0,26952391.0,2285333.0,2285333.0,,13385398.0,366589.0,741840.0,741840.0,741840.0,242839.0,,,0.027838,408731.0,,1516157.0,2257997.0,1144777.0,30900750.0,4173902.0,220911.0,0.0,-11329420.0,,0.0,3283297.0,,13348330.0,4931665.0,740837.0,740837.0,155.0,155.0,-740682.0,4467436.0,23771666.0,-1454665.0,205336.0,222536.0,,9000.0,4599000.0,,3834524.0,3834524.0,,-972943.0,231536.0,1547744.0,7170055.0,33769750.0,,,,4599000.0,4975080.0,408731.0,408731.0,408731.0,408731.0,408731.0,408731.0,408731.0,-893942.0,-740682.0,5355353.0,-425099.0,-972943.0,-740682.0,1.0,,7081277.0,-5916076.0,547844.0,14368512.0,54693.0,279484.0,2292997.0,435331.0,-4519402.0,3380662.0,1551003.0,24909819.0,18615002.0,-1.0,,432189.0,,3283297.0,740682.0,,2.0,,470542.0,148881.0,624847.0,3776229.0,,,0.0,8447906.0,1494389.0,775320.0,5433474.0,496406.0,,-893942.0,-9000.0,-5916076.0,4246525.0,19978154.0,741840.0,674285.0,674285.0,-972943.0,,,0.0,,,5364353.0,,,,18615002.0,-35000.0,17651809.0,14368512.0,-8400.0,366589.0,0.24,3396424.0,-366589.0,37640479.0,21486333.0,6119857.0,17651809.0,23358816.0,19988670.0,10688087.0,6603272.0,90880.0,24909819.0,1594648.0,-35000.0,-35000.0,886825.0,,-408731.0,,13566993.0,35000.0
NUS.MI,2022-12-31,12M,EUR,12152315.0,16020857.0,-12329359.0,2755948.0,,991420.0,991420.0,400912.0,18615002.0,0.045151,0.0,-18737267.0,21000000.0,1475253.0,1475253.0,1224042.0,251211.0,1015392.0,1475253.0,-11634320.0,-2365923.0,12152315.0,-16140857.0,-16973393.0,1475253.0,21000000.0,23566629.0,22728055.0,,200354.0,33135557.0,36858395.0,4140193.0,4140193.0,0.0,22614336.0,615043.0,583572.0,1574992.0,1574992.0,583572.0,,18615002.0,0.045151,840490.0,,2027406.0,3602398.0,1475253.0,31111685.0,33122737.0,2791357.0,388294.0,-30812436.0,614128.0,4225108.0,7257975.0,,22233659.0,7335159.0,571872.0,571872.0,3248.0,3248.0,-571872.0,9501351.0,33961311.0,-19572315.0,400912.0,418112.0,0.0,9000.0,22728055.0,6254489.0,6254489.0,6254489.0,6254489.0,,427112.0,1564174.0,10514015.0,25241942.0,1667.0,-252.0,,22728055.0,8919429.0,840490.0,840490.0,840491.0,840490.0,840490.0,840240.0,840491.0,-7841547.0,-568624.0,-835048.0,10394682.0,6254489.0,-568624.0,,,9904300.0,-10895720.0,4140193.0,16308654.0,542070.0,256748.0,4005805.0,1147079.32,-12075169.0,4883547.0,2451612.0,40470716.0,18615002.0,,,3089798.0,,3032867.0,571872.0,,,,367696.0,129659.0,4784252.0,3837830.0,,,0.0,14368953.0,2132969.0,1455534.0,6735038.0,400815.0,,-7841547.0,-835048.0,-10895720.0,6676379.0,33135557.0,1574992.0,,,,,140898.0,-598252.0,,,,,,614128.0,18615002.0,-403407.0,23566629.0,16308654.0,-96817.68,615043.0,0.24,3890135.0,-615043.0,54855717.0,29821118.0,10394682.0,23568296.0,38019104.0,31287421.0,17997323.0,8673085.0,,40470716.0,2086979.0,-403407.0,-403407.0,55604.0,,0.0,33615.0,14244059.0,262509.0
NUS.MI,2023-12-31,12M,EUR,12894641.0,19142467.0,-13037239.0,2756108.0,-750000.0,1045155.0,1045155.0,,18528502.0,0.118928,1475253.0,-931607.0,21000565.0,3575535.0,3575535.0,3172180.0,403355.0,1506041.0,2100282.0,1370063.0,-1500290.0,742327.0,-3679623.0,-1561482.0,2100283.0,21000565.0,25597213.0,,-168839.0,528647.0,45382931.0,43494343.0,5472618.0,5472618.0,11697.0,26834496.0,1247827.0,718691.0,1763846.0,1763846.0,718691.0,48739.0,18528502.0,0.118928,2203561.0,,4505162.0,6269008.0,3575535.0,32807941.0,1980011.0,2648343.0,1368210.0,1212044.0,966152.0,3716756.0,6351480.0,19892467.0,23015795.0,11349572.0,1053774.0,1053774.0,292882.0,292882.0,-881148.0,8546931.0,38140745.0,-2023379.0,,368852.0,1060000.0,12100.0,,2814135.0,7070914.0,7070914.0,2814135.0,-1997710.0,1440952.0,680853.0,10589650.0,22975342.0,1801.0,,,-168839.0,8967997.0,2203561.0,2203561.0,2203562.0,2203561.0,2203561.0,2203561.0,2203562.0,-138660.0,-760892.0,-1091773.0,2148850.0,816425.0,-760892.0,,1.0,9978556.0,-792947.0,1332425.0,19245733.0,551740.0,261373.0,6960329.0,2644939.565783,2143651.0,6277468.0,5072104.0,56732503.0,18528502.0,-1.0,,3490264.0,1.0,2634724.0,881148.0,-1.0,-1.0,-48234.0,152239.0,144988.0,5061502.0,2141419.0,,,0.0,15350181.0,1717327.0,3451388.0,6835996.0,705852.0,,-138660.0,-1091773.0,-792947.0,5860504.0,45382931.0,1763846.0,,,-1997710.0,-168839.0,133308.0,514947.0,,,,,,966152.0,18615502.0,-691321.0,25597213.0,19245733.0,-249942.434217,1247826.0,0.361543,8358967.0,-1247827.0,61751198.0,32668127.0,12543532.0,25599014.0,51660399.0,36152184.0,18256856.0,9317688.0,,56732503.0,2310552.0,-691321.0,-691321.0,704070.0,87000.0,107739.0,38084.0,16659847.0,558013.0
