symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockIssuance,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,DividendReceivedCFO,EndCashPosition,FinancingCashFlow,FreeCashFlow,InterestPaidCFO,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfBusiness,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,TaxesRefundPaid
NUS.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,893000.0,,,,,,,,,0.0,0.0,-9607000.0,,,,,,,,,1000.0,1000.0,,,,,,,,,,,-9607000.0,,,5689000.0,1334000.0,5287000.0,
NUS.MI,2020-12-31,12M,EUR,,232377.0,-2918104.0,-14.0,2712566.0,-2063294.0,1182793.0,3030684.0,-490155.0,1660028.0,2712566.0,1000000.0,-2752750.0,304296.0,,0.0,0.0,2944943.0,3050015.0,-284257.0,-280690.0,-2971296.0,1000000.0,4929000.0,4929000.0,-168599.0,0.0,-1752750.0,-364374.0,-364374.0,-1936567.0,-53192.0,-126671.0,-168599.0,4929436.0,1000.0,-981537.0,41928.0,2633847.0,,280690.0,1486556.0,0.0,-1936567.0,-53192.0,-981537.0,-168599.0,-2752750.0,0.0,0.0,0.0,0.0,-304296.0
NUS.MI,2021-12-31,12M,EUR,,2944943.0,-6810018.0,-9561.0,-1800165.0,-1240775.0,-5226853.0,759335.0,-322496.0,-6030789.0,-1800165.0,4599000.0,,366589.0,741840.0,741840.0,,1144777.0,4173902.0,-11329420.0,-740682.0,-1454665.0,4599000.0,,,-972943.0,,4599000.0,408731.0,408731.0,-893942.0,5355353.0,-425099.0,-972943.0,1.0,,-5916076.0,547844.0,-4519402.0,-1.0,740682.0,496406.0,,-893942.0,-9000.0,-5916076.0,-972943.0,,,,5364353.0,,-366589.0
NUS.MI,2022-12-31,12M,EUR,991420.0,0.0,-18737267.0,1015392.0,1475253.0,-11634320.0,-2365923.0,12152315.0,-16140857.0,-16973393.0,1475253.0,22728055.0,,615043.0,583572.0,1574992.0,,1475253.0,33122737.0,-30812436.0,-571872.0,-19572315.0,22728055.0,6254489.0,6254489.0,,,22728055.0,840490.0,840240.0,-7841547.0,-835048.0,10394682.0,6254489.0,,,-10895720.0,4140193.0,-12075169.0,,571872.0,400815.0,,-7841547.0,-835048.0,-10895720.0,,,,,,,-615043.0
NUS.MI,2023-12-31,12M,EUR,1045155.0,1475253.0,-931607.0,1506041.0,2100282.0,1370063.0,-1500290.0,742327.0,-3679623.0,-1561482.0,2100283.0,,-168839.0,1247827.0,718691.0,1763846.0,,3575535.0,1980011.0,1212044.0,-881148.0,-2023379.0,,2814135.0,2814135.0,-1997710.0,,-168839.0,2203561.0,2203561.0,-138660.0,-1091773.0,2148850.0,816425.0,,1.0,-792947.0,1332425.0,2143651.0,-1.0,881148.0,705852.0,,-138660.0,-1091773.0,-792947.0,-1997710.0,-168839.0,,,,,-1247827.0
NUS.MI,2023-12-31,TTM,EUR,1045155.0,1475253.0,-931607.0,1506041.0,2100282.0,1370063.0,-1500290.0,742327.0,-3679623.0,-1561482.0,2100283.0,,-168839.0,1247827.0,718691.0,1763846.0,,3575535.0,1980011.0,1212044.0,-881148.0,-2023379.0,,2814135.0,2814135.0,-1997710.0,,-168839.0,2203561.0,2203561.0,-138660.0,-1091773.0,2148850.0,816425.0,,1.0,-792947.0,1332425.0,2143651.0,-1.0,881148.0,705852.0,,-138660.0,-1091773.0,-792947.0,-1997710.0,-168839.0,,,,,-1247827.0
