symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInPrepaidAssets,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,CommonStockIssuance,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendReceivedCFO,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancialAssets,FinancingCashFlow,FinishedGoods,FixedAssetsRevaluationReserve,FreeCashFlow,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InterestReceivedCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinSubsidiariesatCost,IssuanceOfCapitalStock,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,RepaymentOfDebt,RepurchaseOfCapitalStock,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfBusiness,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TradingSecurities,TreasuryStock,WorkInProcess,WorkingCapital,WriteOff
ESF.MI,2021-12-31,12M,EUR,6772000.0,10012000.0,,,-145000.0,10000.0,19249014.0,0.149514,3061000.0,-3043000.0,1500000.0,4037000.0,4435000.0,-1275000.0,4037000.0,,392000.0,976000.0,-304000.0,-1718000.0,1129000.0,-53000.0,710000.0,156000.0,976000.0,1500000.0,8066000.0,,0.0,3011000.0,15341000.0,16620000.0,162000.0,162000.0,,10729000.0,1269000.0,299000.0,299000.0,299000.0,289000.0,,19249014.0,0.149514,2878000.0,,4218000.0,4517000.0,4037000.0,,0.0,743000.0,,,609000.0,,15000.0,10157000.0,5144000.0,10577000.0,,,71000.0,71000.0,1000.0,1000.0,,22000.0,599000.0,10237000.0,-3419000.0,34000.0,2000.0,,,,2009000.0,2009000.0,,2000.0,,633000.0,,,0.0,,2878000.0,2878000.0,2878000.0,2878000.0,2878000.0,2878000.0,2878000.0,-8000.0,-52000.0,-376000.0,29000.0,,-52000.0,1989000.0,5144000.0,-3035000.0,29000.0,8051000.0,,1012000.0,4517000.0,2878000.0,3652000.0,6380000.0,4197000.0,25918000.0,19249014.0,120000.0,3000.0,15000.0,-22000.0,-1000.0,781000.0,688000.0,664000.0,,398000.0,0.0,9914000.0,712000.0,4147000.0,836000.0,351000.0,,,,,194000.0,15341000.0,299000.0,3462000.0,,0.0,,2878000.0,,,,,19249014.0,0.0,8066000.0,8051000.0,0.0,1269000.0,0.306004,742000.0,-1145000.0,21815000.0,10075000.0,2171000.0,8066000.0,21721000.0,13749000.0,5195000.0,3020000.0,-18000.0,25918000.0,2454000.0,0.0,0.0,,34000.0,,405000.0,5891000.0,0.0
ESF.MI,2022-12-31,12M,EUR,8109203.0,14036152.0,,0.0,-552000.0,7583.0,19249014.0,0.247053,4037038.0,-6681077.0,1500000.0,4532963.0,4925115.0,-1000000.0,4527324.0,5639.0,1145.0,495926.0,-2001385.0,1293998.0,1336919.0,-143000.0,-4166316.0,-3535639.0,495926.0,1500000.0,11878414.0,0.0,0.0,265942.0,16292637.0,23455567.0,398203.0,398203.0,27793.0,14815978.0,1457730.0,469082.0,469082.0,469082.0,461499.0,0.0,19249014.0,0.247053,4755536.0,0.0,6213266.0,6682348.0,4532964.0,,56933.0,1126948.0,0.0,0.0,-4622196.0,0.0,7222.0,14589000.0,6438148.0,15212947.0,0.0,0.0,0.0,0.0,0.0,0.0,-126000.0,-126115.0,2600246.0,14280010.0,-2689903.0,0.0,1500.0,0.0,0.0,0.0,2003393.0,2003393.0,-139127.0,1500.0,40000.0,1252225.0,,0.0,0.0,,4755536.0,4755536.0,4755536.0,4755536.0,4755536.0,4755536.0,4755536.0,0.0,-126115.0,-136272.0,126948.0,-139127.0,-126115.0,2000000.0,6438148.0,-2553631.0,266075.0,11871192.0,0.0,1341532.0,7186608.0,5141488.666981,2058881.0,8369306.0,6843641.0,31505584.0,19249014.0,3000.0,2873311.0,7222.0,126115.0,-1000.0,431242.0,1712614.0,819736.0,1066814.0,392152.0,0.0,11144942.0,0.0,6213266.0,4100245.0,40000.0,0.0,0.0,-176880.0,-6681077.0,438885.0,16292637.0,469082.0,2205401.0,-139127.0,0.0,463652.0,4755536.0,0.0,0.0,40608.0,4127446.0,19249014.0,-504260.0,11878414.0,11871192.0,-118307.333019,1457730.0,0.234616,799447.0,-1457730.0,30079317.0,13881807.0,2401596.0,11878414.0,24661943.0,18200903.0,6623750.0,3384925.0,126115.0,31505584.0,1323125.0,-504260.0,-504260.0,,0.0,0.0,2161361.0,8639589.0,40608.0
ESF.MI,2023-12-31,12M,EUR,9031635.0,19952978.0,-2425317.0,10325099.0,,276405.0,,,4532963.0,-6316086.0,1924901.0,5261208.0,12271672.0,-90000.0,5256722.0,4486.0,1017406.0,728245.0,-2820383.0,-2637323.0,958586.0,,-5940418.0,-9422132.0,728245.0,1924901.0,30208914.0,10719411.0,0.0,3433217.0,21267016.0,43773338.0,1237591.0,1237591.0,27793.0,18964174.0,1814891.0,1008349.0,1008349.0,1008349.0,731944.0,30588.0,,,8511089.0,0.0,10325980.0,11334329.0,5261208.0,50861788.0,16876.0,13697893.0,0.0,0.0,-6102330.0,0.0,1094929.0,,13083495.0,21531531.0,0.0,0.0,0.0,0.0,18222.0,18222.0,,-223412.0,5420629.0,36488992.0,-13183404.0,0.0,51600.0,0.0,376587.0,10719411.0,5042487.0,5042487.0,0.0,428187.0,34805.0,2167663.0,52934788.0,0.0,10719411.0,1018870.0,8511089.0,8511089.0,8511089.0,8511089.0,8511089.0,8511089.0,8511089.0,-1364112.0,-225273.0,-6867318.0,751888.0,0.0,-225273.0,2316594.0,10658178.0,-4951974.0,751888.0,29113985.0,0.0,1654386.0,11869388.0,8952106.198295,213756.0,10445219.0,11086312.0,42798547.0,19249014.0,,3174015.0,1094929.0,223412.0,,486350.0,3002677.0,2466323.0,1569047.0,7010464.0,0.0,13135640.0,0.0,10325980.0,5016292.0,462547.0,0.0,-1364112.0,-6867318.0,-4951974.0,895392.0,21267016.0,1008349.0,3707100.0,0.0,0.0,462547.0,8511089.0,0.0,0.0,0.0,0.0,19249014.0,-535059.0,30208914.0,29113985.0,-94041.801705,1814891.0,0.17576,4531219.0,-2036688.0,55971508.0,35251401.0,6280078.0,30208914.0,31712235.0,25762594.0,12198170.0,6798420.0,243495.0,42798547.0,1101328.0,-535059.0,-535059.0,36154.0,,0.0,4525237.0,24809164.0,72512.0
