symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,CashFlowsfromusedinOperatingActivitiesDirect,ChangeInCashSupplementalAsReported,ChangesInCash,ClassesofCashPayments,ClassesofCashReceiptsfromOperatingActivities,CommonStockDividendPaid,CommonStockIssuance,DividendsReceivedDirect,EndCashPosition,FinancingCashFlow,FreeCashFlow,InterestPaidDirect,InterestReceivedDirect,InvestingCashFlow,IssuanceOfCapitalStock,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetOtherFinancingCharges,NetPPEPurchaseAndSale,OtherCashAdjustmentOutsideChangeinCash,OtherCashPaymentsfromOperatingActivities,OtherCashReceiptsfromOperatingActivities,PaymentsonBehalfofEmployees,PaymentstoSuppliersforGoodsandServices,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,ReceiptsfromCustomers,TaxesRefundPaidDirect
EQUI.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,-4186213.0
EQUI.MI,2020-12-31,12M,EUR,-547155.0,-12992458.0,-8635876.0,27623738.0,7289028.0,7289028.0,-81832435.0,106901823.0,-8635876.0,1293625.0,3230301.0,6741873.0,-7342252.0,14631280.0,-1855260.0,1761160.0,-12992458.0,1293625.0,,1293625.0,12250672.0,-12798146.0,,-1.0,-194312.0,-1.0,-42145172.0,45153178.0,-33314650.0,-6372613.0,,-12798146.0,,-194312.0,61748645.0,-581852.0
EQUI.MI,2021-12-31,12M,EUR,126741872.0,-336507.0,-9232880.0,37464920.0,28687520.0,28687520.0,-78443422.0,110896380.0,-9232880.0,791987.0,6804222.0,155429393.0,-8440893.0,37128413.0,-2743231.0,950972.0,-336507.0,791987.0,,791987.0,21511592.0,-70458.0,,,-266049.0,1.0,-29059372.0,31755791.0,-42728523.0,-6655527.0,,-70458.0,,-266049.0,79140589.0,
EQUI.MI,2022-12-31,12M,EUR,155429393.0,-285581.0,-16366215.0,-20043998.0,-32755366.0,-32755366.0,-186224845.0,157553505.0,-16366215.0,3940428.0,9491077.0,122674027.0,-12425787.0,-20329579.0,-3658210.0,3251913.0,-285581.0,3940428.0,0.0,3940428.0,15247383.0,-39947.0,0.0,,-245634.0,,-137187228.0,81530904.0,-42528767.0,-6508850.0,0.0,-39947.0,0.0,-245634.0,76022601.0,-457438.0
EQUI.MI,2023-12-31,12M,EUR,122674027.0,-3542895.0,-17000065.0,29839148.0,13260804.0,13260804.0,-116586743.0,137330703.0,-17000065.0,,9855677.0,135934831.0,-12435449.0,26296253.0,-10217284.0,10212231.0,-4142895.0,,0.0,1356915.0,16059033.0,0.0,-600000.0,3207701.0,-3542895.0,,-67604387.0,67013103.0,-41440983.0,-7541373.0,0.0,0.0,-600000.0,-3542895.0,70317600.0,-755436.0
EQUI.MI,2024-03-31,TTM,EUR,,,,,,,,,,,,,,,,,,,,,15357837.0,,,,,,,,,,,,,,,
