symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,CurrentAssets,CurrentLiabilities,DerivativeProductLiabilities,FinancialAssets,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FixedAssetsRevaluationReserve,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,HeldToMaturitySecurities,InvestedCapital,InvestmentinFinancialAssets,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,Payables,PrepaidAssets,Properties,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TradingSecurities,TreasurySharesNumber,TreasuryStock,WorkingCapital
EQUI.MI,2019-12-31,12M,EUR,,3753021.0,,,25087356.0,,,,,,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13654.0,,,,,,,,,,,,,,,,,,,,,,,,9211217.0,74236854.0,,,
EQUI.MI,2020-12-31,12M,EUR,16592259.0,10205331.0,-4466808.0,18198319.0,19563356.0,7698372.0,5732155.0,11376345.0,117227794.0,117227794.0,,,11376345.0,85598415.0,187107583.0,19085091.0,2366530.0,,43849094.0,-30315.0,24152987.0,27523550.0,11092085.0,,238266618.0,63412450.0,,5732155.0,152668203.0,158400358.0,67267.0,2672933.0,775633.0,85248.0,35440409.0,6625277.0,58074865.0,807878.0,1013128.0,760403.0,2269815.0,55405.0,45940198.0,3370563.0,6171.0,3224998.0,752146.0,2618080.0,66551119.0,19085091.0,983812.0,0.0,12896353.0,50000000.0,85598415.0,58074865.0,2344858.0,285755448.0,238266618.0,158400358.0,85683663.0,200071785.0,98647843.0,180986694.0,1740686.0,10483779.0,,4059802.0,4059802.0,168022492.0
EQUI.MI,2021-12-31,12M,EUR,22381252.0,,-5637149.0,18737040.0,38406064.0,7508715.0,4761971.0,11427911.0,136126012.0,136126012.0,,,11427911.0,99309038.0,192363360.0,29549097.0,2493928.0,0.0,49243191.0,-42752.0,24153008.0,27221201.0,11101246.0,,261908352.0,87649255.0,0.0,4761971.0,162599314.0,167361285.0,46267.0,4372648.0,782191.0,,26473302.0,5464097.0,72087837.0,882349.0,2876193.0,756221.0,2397194.0,92515.0,46164398.0,3068193.0,3120.0,2774999.0,573542.0,2810340.0,53032618.0,29549097.0,1367598.0,0.0,22071091.0,50224200.0,99309038.0,72087837.0,1837132.0,315623495.0,261908352.0,167361285.0,99309038.0,216314457.0,123260133.0,186765360.0,6594303.0,5726736.0,,4059802.0,4059802.0,162814263.0
EQUI.MI,2022-12-31,12M,EUR,59646301.0,,-6776003.0,20446452.0,30652845.0,7467651.0,3714231.0,11587376.0,107944782.0,107944782.0,107944469.0,313.0,11587376.0,104300846.0,219098237.0,64173208.0,3401798.0,6208385.0,105651753.0,106868.0,24153009.0,26901934.0,11060321.0,34718241.0,308791426.0,140369994.0,0.0,3714231.0,204490580.0,208204811.0,46267.0,3833991.0,813454.0,0.0,96545798.0,4284318.0,77398912.0,348993.0,2558542.0,693519.0,2069142.0,92515.0,47023538.0,2748925.0,63080.0,2839058.0,412452.0,2779216.0,64861036.0,64173208.0,1952218.0,0.0,17267975.0,50925028.0,104300846.0,77398912.0,44340201.0,399530757.0,308791426.0,208204811.0,104300846.0,295229911.0,180432520.0,231056703.0,4114455.0,,,3901490.0,3926926.0,154925029.0
EQUI.MI,2023-12-31,12M,EUR,47984467.0,,-7888864.0,23373173.0,,10579457.0,5844305.0,11678163.0,130481458.0,130481458.0,130481143.0,315.0,11678163.0,105489237.0,223568940.0,50557195.0,2312455.0,2537477.0,74952882.0,56243.0,24153008.0,26606917.0,14318606.0,42931128.0,295077111.0,117884010.0,0.0,5844305.0,189587874.0,195432179.0,756358.0,3234663.0,1061545.0,3207700.0,59106416.0,6429742.0,78882320.0,646612.0,2038147.0,708305.0,1941659.0,,48177773.0,2453909.0,24551.0,208101.0,514662.0,2677604.0,59277514.0,50557195.0,3067223.0,0.0,16753969.0,51324020.0,105489237.0,78882320.0,30742745.0,379846139.0,295077111.0,195432179.0,108696937.0,271149202.0,156277202.0,220592007.0,2058066.0,,,3146247.0,3171237.0,173011745.0
