symbol,asOfDate,periodType,currencyCode,NetIncome
EQUI.MI,2023-03-31,3M,EUR,3763077.0
EQUI.MI,2023-06-30,3M,EUR,4248993.0
EQUI.MI,2023-09-30,3M,EUR,1707508.0
EQUI.MI,2023-12-31,3M,EUR,6339455.0
EQUI.MI,2024-03-31,3M,EUR,3061881.0
EQUI.MI,2024-03-31,TTM,EUR,15357837.0
