symbol,asOfDate,periodType,currencyCode,NetIncome
BEC.MI,2023-03-31,3M,EUR,4052592.0
BEC.MI,2023-06-30,3M,EUR,4060008.0
BEC.MI,2023-09-30,3M,EUR,3555215.0
BEC.MI,2023-12-31,3M,EUR,2325949.0
BEC.MI,2024-03-31,3M,EUR,3257225.0
BEC.MI,2024-03-31,TTM,EUR,13198397.0
