symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AdditionalPaidInCapital,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,FixedAssetsRevaluationReserve,GoodwillAndOtherIntangibleAssets,GrossPPE,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,MinorityInterest,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherIntangibleAssets,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,WorkingCapital
ABC.MI,2019-12-31,12M,EUR,0.0,0.0,1327233.0,50000.0,200000.0,200000.0,200000.0,0.0,50000.0,200000.0,200000.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,200000.0,0.0,,,0.0,0.0,0.0,,0.0,200000.0,0.0,0.0,33992.0,,,,,,0.0,0.0,0.0,-1187233.0,33992.0,200000.0,200000.0,0.0,200000.0,200000.0,0.0,200000.0,0.0,0.0,0.0,0.0,200000.0
ABC.MI,2020-12-31,12M,EUR,51623.0,480.0,1327233.0,50000.0,127619.0,127619.0,127619.0,0.0,50000.0,94386.0,148195.0,,,,53809.0,0.0,0.0,,0.0,94386.0,,,,,,0.0,,0.0,94386.0,,0.0,33992.0,,586.0,,6866.0,,53809.0,,,-1292847.0,33992.0,94386.0,94386.0,13230.0,148195.0,94386.0,,94386.0,53809.0,0.0,0.0,1600.0,94386.0
ABC.MI,2022-12-31,12M,EUR,172376.0,289832.0,9774940.0,7520486.0,640931.0,14162319.0,640900.0,31.0,7520486.0,16977656.0,14954107.0,,,237924.0,307635.0,,251910.0,75503.0,,16977656.0,,8350187.0,0.0,,,8350187.0,6370833.0,75503.0,16725746.0,,,,251910.0,75862.0,75503.0,16866.0,13521388.0,287895.0,,,-393190.0,,16977656.0,16725746.0,247166.0,23656124.0,16977656.0,,23348489.0,307635.0,8702017.0,0.0,39657.0,14646472.0
