asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,Amortization,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInPrepaidAssets,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendReceivedCFO,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancialAssets,FinancingCashFlow,FinishedGoods,FixedAssetsRevaluationReserve,FreeCashFlow,GainLossOnInvestmentSecurities,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,GrossProfit,HedgingAssetsCurrent,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinSubsidiariesatCost,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RepaymentOfDebt,RepurchaseOfCapitalStock,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfInvestment,SaleOfPPE,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,,,5000200.0,0.964302,,,,,,,,,,,,,,,,,,,-1750070.0,,137165.0,,,,,,,,,,,,,,,5000200.0,0.964302,,4512.0,,,,,,,,,,124767.0,,,,,,,,,4512.0,4512.0,,,,,,,,137165.0,,,,,,,,,,,,137165.0,91482.0,,,,,,,,,,,,,,,,,,,,31888.0,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,16100.0,,,,,,,,,,,,,,,,,,5433054.0,,,,,,,,250000.0
2020-12-31,12M,EUR,2471024.0,5592008.0,-8653508.0,3280917.0,507077.0,,,0.332707,9331382.0,-1191828.0,5294071.0,9684920.0,9684920.0,-2382332.0,9676418.0,8502.0,-35564.0,353538.0,-2224342.0,553825.0,-2713195.0,,2696541.0,-1722735.0,353538.0,5294071.0,-2382332.0,20532538.0,,,179780.0,19304593.0,25039630.0,4535654.0,4535654.0,286294.0,7794662.0,405384.0,1608155.0,1608155.0,1608155.0,1101078.0,352521.0,,0.332707,1663602.0,13071.0,2229776.0,3837931.0,9684920.0,45675366.0,,295196.0,1528358.0,1469295.0,132442.0,-13071.0,979627.0,3580308.0,18715728.0,6693896.0,419932.0,0.0,152694.0,152694.0,13071.0,13071.0,-107500.0,8426382.0,32632930.0,-1265928.0,,10.0,78601.0,,4900000.0,7564738.0,7564738.0,4900000.0,-2205064.0,78611.0,51455.0,4414396.0,41501660.0,41216.0,-8096.0,,2415472.0,1663602.0,1663602.0,1671698.0,1663602.0,1663602.0,1671698.0,1671698.0,-97985.0,-94429.0,-74100.0,2677528.0,2694936.0,-94429.0,10062220.0,-1093843.0,-17408.0,16952230.0,119627.0,2331399.0,,3975468.0,1776451.1085,1324270.0,4219094.0,2474802.0,25998489.0,5000200.0,,10621.0,2600681.0,107500.0,,176453.0,505896.0,4588417.0,283592.0,0.0,3206783.0,133265.0,2077082.0,9533135.0,332906.0,-97985.0,-74100.0,-1093843.0,6064321.0,19304593.0,1608155.0,-2205064.0,,137537.0,1663602.0,,,5000200.0,-137537.0,20532538.0,16952230.0,-24687.8915,405384.0,0.1795,346502.0,-344753.0,38788156.0,28097276.0,12100392.0,20573754.0,23523687.0,18214402.0,13748526.0,10419740.0,2337265.0,-45194.0,25998489.0,229863.0,-137537.0,-137537.0,833703.0,17244968.0,76808.0
2021-12-31,12M,EUR,4457257.0,9324585.0,-9783355.0,3433505.0,776195.0,,5399608.0,0.924768,9684920.0,-1040204.0,5399608.0,11987442.0,11987442.0,-794110.0,11981120.0,6322.0,52134.0,2302522.0,-1882426.0,480545.0,1723684.0,,-3772648.0,-3398711.0,2302522.0,5399608.0,,25764471.0,206200.0,,90450.0,27943934.0,33676853.0,5109695.0,5109695.0,603980.0,12880485.0,1800240.0,2006715.0,2006715.0,1906715.0,1130520.0,21931.0,5399608.0,0.924768,4993382.0,,6961506.0,8968221.0,11987442.0,64619352.0,,-2369675.0,1311241.0,1469295.0,4694740.0,,727086.0,3113533.0,19345839.0,12362852.0,794993.0,100000.0,131711.0,131711.0,,,-98889.0,10308809.0,35876703.0,-1062747.0,,9470.0,78601.0,206200.0,2000000.0,5002537.0,5002537.0,2000000.0,-3784980.0,88071.0,87455.0,4822807.0,62635452.0,77389.0,-36173.0,206200.0,,4993382.0,4993382.0,5029555.0,4993382.0,4993382.0,5029555.0,5029555.0,-404179.0,-98889.0,-22543.0,-1781765.0,-1784980.0,-98889.0,9562484.0,-636025.0,3215.0,22650938.0,260319.0,2386975.0,,9243704.0,5204870.2991,5734944.0,5306874.0,7055978.0,40306786.0,5399608.0,,29304.0,2386447.0,98889.0,,240358.0,758839.0,4869997.0,606730.0,0.0,7647748.0,,6829795.0,9562585.0,312709.0,-404179.0,-22543.0,-636025.0,7800395.0,27943934.0,2006715.0,-3784980.0,,175483.0,4993382.0,,,5399608.0,-275483.0,25764471.0,22650938.0,-63994.7009,1800240.0,0.2323,50314.0,-48913.0,46481562.0,30767008.0,10112232.0,25841860.0,33250808.0,20639702.0,12804709.0,7759217.0,6780495.0,-32822.0,40306786.0,2431652.0,-275483.0,-275483.0,1197173.0,20796368.0,71778.0
2022-12-31,12M,EUR,4688627.0,12361591.0,-10276631.0,3433505.0,800276.0,750000.0,5399608.0,1.988923,11987442.0,-2258324.0,5399608.0,11521537.0,11521537.0,-2429824.0,11510093.0,11444.0,160844.0,-465905.0,-3613828.0,-836211.0,369858.0,-133286.0,-3042177.0,-7094800.0,-465905.0,5399608.0,,33475403.0,,,174456.0,42136596.0,41021068.0,5023222.0,5023222.0,849741.0,13814343.0,2325474.0,1919114.0,1919114.0,1919115.0,1118839.0,473647.0,5399608.0,1.988923,10739407.0,,13275291.0,15194406.0,11521537.0,149222039.0,110509.0,-2521509.0,1818594.0,1469295.0,3065792.0,,574453.0,3041036.0,20250821.0,20024802.0,132082.0,,117655.0,117655.0,,,-86651.0,13922637.0,43495950.0,-3268512.0,750000.0,10055.0,103601.0,,4000000.0,4997325.0,4997325.0,4000000.0,-4356236.0,113656.0,89455.0,5463418.0,149029180.0,165203.0,-92755.0,,,10739407.0,10739407.0,10832162.0,10739407.0,10739407.0,10832162.0,10832162.0,-727778.0,-86649.0,-1010188.0,-91685.0,-356236.0,-86649.0,9974190.0,-1530546.0,264551.0,30434367.0,123145.0,2050351.0,,15478394.0,10973214.3204,5324116.0,5829718.0,14195084.0,62161398.0,5399608.0,,26333.0,2466583.0,86651.0,750000.0,208414.0,1272872.0,4782931.0,475034.0,0.0,8510206.0,347937.0,13157636.0,9830016.0,669855.0,-727778.0,-1010188.0,-1530546.0,10729981.0,42136596.0,1919114.0,-4356236.0,,283988.0,10739407.0,,,5399608.0,-283988.0,33475403.0,30434367.0,-50180.6796,2325474.0,0.1767,1410509.0,-2513503.0,55188872.0,38472728.0,10020547.0,33640606.0,47966314.0,21548266.0,14167804.0,7733923.0,13911096.0,-31006.0,62161398.0,2548707.0,-283988.0,-283988.0,1374062.0,27206725.0,61265.0
2023-12-31,12M,EUR,4110521.0,14375399.0,-11239773.0,3433505.0,1138640.0,750000.0,,,11521537.0,-3282991.0,5399608.0,11255171.0,11255171.0,-4294798.0,11246304.0,8867.0,-51266.0,-266366.0,-1795590.0,-102179.0,-1031481.0,-165775.0,-2015371.0,-5161662.0,-266366.0,5399608.0,,39838997.0,,-24888.0,265321.0,44722233.0,45384792.0,5898509.0,5898509.0,762165.0,12081674.0,3705140.0,2291380.0,2291380.0,2291381.0,1152741.0,148845.0,,,10031422.0,,14307275.0,16598656.0,11255171.0,157247485.0,42407.0,-3055358.0,2867998.0,1469295.0,2554700.0,-38389.0,421820.0,3470784.0,21649639.0,22045880.0,695148.0,,527017.0,527017.0,,,-267580.0,15710383.0,51123871.0,-3048699.0,750000.0,5374.0,35024.0,,6000000.0,5386365.0,5386365.0,6000000.0,-3718419.0,40398.0,21455.0,6222286.0,158748475.0,212336.0,-43696.0,-24888.0,29703.0,10031422.0,10031422.0,10075118.0,10031422.0,10031422.0,10075118.0,10075118.0,-1568389.0,-267580.0,108105.0,1264328.0,2281581.0,-267580.0,10409866.0,-1588415.0,-1017253.0,36368213.0,305092.0,2166872.0,,16819112.0,10186689.1608,5837691.0,7165796.0,14880084.0,66768113.0,5399608.0,,22570.0,3048964.0,267580.0,,244885.0,901021.0,5567350.0,551133.0,0.0,5957279.0,521556.0,13780258.0,9594682.0,510536.0,-1568389.0,-35024.0,-1714602.0,11700518.0,44722233.0,2291380.0,-3718419.0,-24888.0,220456.0,10031422.0,143129.0,126187.0,5399608.0,-220456.0,39838997.0,36368213.0,-65188.8392,3705140.0,0.2957,1513837.0,-4978646.0,60161636.0,45225362.0,11284874.0,40051333.0,51888029.0,20110303.0,14776844.0,8028629.0,,-259437.0,66768113.0,945737.0,-220456.0,-220456.0,1141867.0,33303118.0,
