symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,DividendReceivedCFO,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,InterestPaidCFO,InvestingCashFlow,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,RepurchaseOfCapitalStock,SaleOfBusiness,TaxesRefundPaid
AMP.MI,2020-09-30,TTM,EUR,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,3533000.0,,,,,,,,
AMP.MI,2022-12-31,3M,EUR,,,,0.0,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
AMP.MI,2023-03-31,3M,EUR,20984000.0,179654000.0,-28517000.0,,-33893000.0,-10689000.0,19175000.0,-9116000.0,896000.0,266000.0,-33893000.0,,0.0,12359000.0,41091000.0,62075000.0,,-1332000.0,144429000.0,-58752000.0,69941000.0,-13272000.0,-73599000.0,-46974000.0,0.0,29299000.0,29259000.0,-10807000.0,0.0,-28998000.0,-28998000.0,-1796000.0,1892000.0,-17710000.0,98458000.0,,12075000.0,16405000.0,-46974000.0,-10807000.0,-17710000.0,0.0,,-19166000.0
AMP.MI,2023-06-30,3M,EUR,22310000.0,144429000.0,-34758000.0,,20796000.0,8069000.0,-33396000.0,-796000.0,-6939000.0,-33062000.0,20796000.0,,0.0,18817000.0,44156000.0,66466000.0,,-244000.0,164981000.0,-15773000.0,56386000.0,-12027000.0,-54575000.0,-19293000.0,0.0,52058000.0,52064000.0,-21909000.0,0.0,,,48471000.0,-524000.0,-12849000.0,91144000.0,,11850000.0,4622000.0,-19293000.0,-21909000.0,-12849000.0,0.0,,-12494000.0
AMP.MI,2023-09-30,3M,EUR,22051000.0,164981000.0,-38385000.0,0.0,-17765000.0,-5885000.0,-11430000.0,12923000.0,-8426000.0,-12818000.0,-17765000.0,0.0,-137000.0,8157000.0,42324000.0,64375000.0,3000.0,-449000.0,146767000.0,-12822000.0,25567000.0,-8821000.0,-68895000.0,-30969000.0,-137000.0,22081000.0,22118000.0,-18597000.0,,,,17671000.0,459000.0,-19788000.0,63952000.0,,13177000.0,7708000.0,-30969000.0,-18597000.0,-19788000.0,-137000.0,,-29019000.0
AMP.MI,2023-12-31,3M,EUR,28161000.0,146767000.0,-39993000.0,0.0,47867000.0,-2856000.0,53141000.0,21141000.0,-34652000.0,36774000.0,47867000.0,0.0,-78000.0,15387000.0,46560000.0,74721000.0,195000.0,-1486000.0,193148000.0,-47710000.0,119996000.0,-17865000.0,-64412000.0,-24387000.0,-78000.0,51701000.0,51584000.0,-15000000.0,,,,-16540000.0,-32000.0,-24993000.0,159989000.0,,12915000.0,7136000.0,-24387000.0,-15000000.0,-24993000.0,-78000.0,,-17000000.0
AMP.MI,2024-03-31,3M,EUR,24797000.0,193148000.0,-30155000.0,,21534000.0,-1362000.0,1071000.0,-14007000.0,-845000.0,-15143000.0,21534000.0,,0.0,14850000.0,46265000.0,71062000.0,,-962000.0,213720000.0,22256000.0,66113000.0,-13193000.0,-96990000.0,-67049000.0,0.0,34864000.0,35328000.0,-14278000.0,,46487000.0,46487000.0,5898000.0,214000.0,-15877000.0,96268000.0,,14455000.0,7288000.0,-71310000.0,-14278000.0,-15877000.0,0.0,4261000.0,-17675000.0
AMP.MI,2024-03-31,TTM,EUR,97319000.0,144429000.0,-143291000.0,,72432000.0,-2034000.0,9386000.0,19261000.0,-50862000.0,-24249000.0,72432000.0,,-215000.0,57211000.0,179305000.0,276624000.0,,-3141000.0,216861000.0,-54049000.0,268062000.0,-51906000.0,-284872000.0,-141698000.0,-215000.0,160704000.0,161094000.0,-69784000.0,,,,55813000.0,117000.0,-73507000.0,411353000.0,,52397000.0,26754000.0,-145959000.0,-69784000.0,-73507000.0,-215000.0,,-76188000.0
