symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,DividendReceivedCFO,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,InterestPaidCFO,InvestingCashFlow,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherCashAdjustmentInsideChangeinCash,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,RepurchaseOfCapitalStock,SaleOfBusiness,SaleOfPPE,StockBasedCompensation,TaxesRefundPaid
AMP.MI,2019-12-31,12M,EUR,,,,-30939000.0,,,,,,,,,,,,,,,,,,,,,,,,,378000.0,-1756000.0,-1756000.0,,2235000.0,,,-50000.0,1707000.0,,,,,,,,,27322000.0,
AMP.MI,2020-09-30,TTM,EUR,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,3533000.0,,,,,,,,,,
AMP.MI,2020-12-31,12M,EUR,63400000.0,138371000.0,-60835000.0,,408706000.0,942000.0,21110000.0,5648000.0,32873000.0,60573000.0,408706000.0,0.0,0.0,38263000.0,139067000.0,202467000.0,2000.0,-2050000.0,545027000.0,151523000.0,330631000.0,-21234000.0,-134283000.0,-77089000.0,0.0,101004000.0,101062000.0,-30727000.0,0.0,232054000.0,232054000.0,-19000.0,3641000.0,-26467000.0,391466000.0,,,28863000.0,24799000.0,-89199000.0,-30727000.0,-30108000.0,0.0,12110000.0,3641000.0,,-34462000.0
AMP.MI,2021-12-31,12M,EUR,80225000.0,545027000.0,-113402000.0,-49356000.0,-279876000.0,178000.0,19123000.0,53088000.0,3016000.0,75405000.0,-279876000.0,-49356000.0,-31085000.0,58382000.0,147185000.0,227410000.0,2000.0,3396000.0,268546000.0,-208639000.0,348967000.0,-23616000.0,-533606000.0,-427737000.0,-31085000.0,157785000.0,157843000.0,-61628000.0,5167000.0,-32666000.0,-32666000.0,784000.0,,-49408000.0,462369000.0,,-1000.0,22006000.0,17935000.0,-427737000.0,-61628000.0,-51774000.0,-31085000.0,,2366000.0,,-65579000.0
AMP.MI,2022-12-31,12M,EUR,80110000.0,268546000.0,-115634000.0,-58237000.0,-88960000.0,-16212000.0,-28825000.0,80235000.0,-22507000.0,12691000.0,-88960000.0,-58237000.0,-53701000.0,64956000.0,159931000.0,240041000.0,342000.0,68000.0,179654000.0,-353801000.0,342988000.0,-33080000.0,-193781000.0,-87489000.0,-53701000.0,178525000.0,178780000.0,-58788000.0,0.0,-128393000.0,-128393000.0,-134565000.0,9342000.0,-56846000.0,458622000.0,,,35239000.0,13889000.0,-87489000.0,-58788000.0,-56846000.0,-53701000.0,,9342000.0,,-44856000.0
AMP.MI,2023-12-31,12M,EUR,93506000.0,179654000.0,-141653000.0,-65361000.0,17005000.0,-11361000.0,27490000.0,24152000.0,-49121000.0,-8840000.0,17005000.0,-65361000.0,-215000.0,54720000.0,174131000.0,267637000.0,198000.0,-3511000.0,193148000.0,-135057000.0,271890000.0,-51985000.0,-261481000.0,-121623000.0,-215000.0,155139000.0,155025000.0,-66313000.0,,,,48119000.0,1795000.0,-75340000.0,413543000.0,,,50017000.0,35871000.0,-121623000.0,-66313000.0,-75340000.0,-215000.0,,,,-77679000.0
AMP.MI,2024-03-31,TTM,EUR,97319000.0,144429000.0,-143291000.0,,72432000.0,-2034000.0,9386000.0,19261000.0,-50862000.0,-24249000.0,72432000.0,,-215000.0,57211000.0,179305000.0,276624000.0,,-3141000.0,216861000.0,-54049000.0,268062000.0,-51906000.0,-284872000.0,-141698000.0,-215000.0,160704000.0,161094000.0,-69784000.0,,,,55813000.0,117000.0,-73507000.0,411353000.0,,,52397000.0,26754000.0,-145959000.0,-69784000.0,-73507000.0,-215000.0,,,,-76188000.0
