asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AmortizationCashFlow,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendsReceivedCFI,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancialAssets,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,Inventory,InvestedCapital,InvestingCashFlow,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsinAssociatesatCost,IssuanceOfDebt,LandAndImprovements,LiabilitiesHeldforSaleNonCurrent,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPropertiesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RestrictedCash,RetainedEarnings,SaleOfBusiness,SaleOfInvestmentProperties,SaleOfPPE,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TreasurySharesNumber,TreasuryStock,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,644000.0,,,,,,,,,,,,,,,,,,,,-23000.0,,,,,,-735000.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,-13000.0,-13000.0,,,,,,,,,,,,,,,,,4906000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-526000.0,,,,,,,,,,,,,,,,,,-2000.0,,116000.0,,18000.0,,,,,,,,,,389000.0,272000.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,12M,EUR,46977000.0,34938000.0,-289692000.0,644000.0,-3852000.0,173000.0,,5851000.0,150689000.0,0.067,7539000.0,4206000.0,-17036000.0,4758000.0,80704000.0,27416000.0,29796000.0,-981000.0,27356000.0,60000.0,19783000.0,-29000.0,-6137000.0,1591000.0,13917000.0,-5374000.0,2377000.0,19783000.0,80704000.0,,5386000.0,9878000.0,38591000.0,84803000.0,2674000.0,11993000.0,14667000.0,87847000.0,4313000.0,10262000.0,10262000.0,9859000.0,9686000.0,432000.0,150689000.0,0.067,10128000.0,0.0,17005000.0,27267000.0,27416000.0,63926123.0,,17202000.0,8175000.0,-68000.0,-21000.0,5856000.0,31737000.0,33233000.0,38790000.0,412696000.0,95524000.0,403000.0,2154000.0,2154000.0,186000.0,186000.0,2880000.0,71446000.0,-22630000.0,6543000.0,5851000.0,5192000.0,11563000.0,60070000.0,2172000.0,2084000.0,54067000.0,56151000.0,11563000.0,5205000.0,108160000.0,304967000.0,60497123.0,1445000.0,-410000.0,-5831000.0,1574000.0,38644000.0,10128000.0,10128000.0,10538000.0,10128000.0,10128000.0,10538000.0,10538000.0,-385000.0,-2528000.0,0.0,-16000.0,11563000.0,11563000.0,-2528000.0,8770000.0,1000.0,123005000.0,-16399000.0,-27847000.0,8206000.0,16917000.0,4120000.0,1987000.0,27781000.0,10492725.069019,25211000.0,79375000.0,16149000.0,134115000.0,88188227.0,94000.0,1065000.0,14576000.0,,1496000.0,-344000.0,1875000.0,237000.0,45491000.0,5896000.0,33575000.0,10994000.0,2380000.0,-160000.0,0.0,55055000.0,820000.0,1301000.0,460000.0,14851000.0,0.0,962000.0,-5831000.0,-385000.0,-16000.0,-16651000.0,2880000.0,38591000.0,10262000.0,1930000.0,1930000.0,,10128000.0,760000.0,0.0,252000.0,132000.0,5988000.0,92700000.0,-374000.0,5386000.0,-27847000.0,-149274.930981,4313000.0,0.290418,5130000.0,-3867000.0,284505000.0,59453000.0,70818000.0,6831000.0,117966000.0,277674000.0,199702000.0,189827000.0,16014000.0,560000.0,134115000.0,2182000.0,-514000.0,-514000.0,4511773.0,2495000.0,-3044000.0,131000.0
2021-12-31,12M,EUR,50328000.0,30705000.0,-298124000.0,,-3576000.0,326000.0,,5213000.0,150689000.0,0.06,27416000.0,14960000.0,-20075000.0,9040000.0,80704000.0,27536000.0,30736000.0,-6680000.0,27481000.0,55000.0,3376000.0,-28000.0,-15735000.0,,30687000.0,4173000.0,19097000.0,3376000.0,80704000.0,,7481000.0,15621000.0,49888000.0,98731000.0,1868000.0,22424000.0,24292000.0,103002000.0,3018000.0,11980000.0,11980000.0,11502000.0,11176000.0,54000.0,150689000.0,0.06,9649000.0,,15111000.0,27091000.0,27536000.0,106301519.0,,-6130000.0,6842000.0,-142000.0,,7682000.0,31583000.0,33255000.0,34281000.0,442149000.0,105526000.0,477000.0,2116000.0,2116000.0,624000.0,624000.0,2899000.0,85077000.0,-17411000.0,3990000.0,5213000.0,,13816000.0,71351000.0,2079000.0,7172000.0,55172000.0,62344000.0,13816000.0,5419000.0,95867000.0,307051000.0,100975519.0,1724000.0,-328000.0,0.0,-956000.0,50060000.0,9649000.0,9649000.0,9977000.0,9649000.0,9649000.0,9977000.0,9977000.0,0.0,-2040000.0,2607000.0,-51000.0,13816000.0,13816000.0,-2040000.0,-1197000.0,1000.0,144025000.0,-19968000.0,-25774000.0,5699000.0,16848000.0,4167000.0,57000.0,27526000.0,9982974.220854,26917000.0,91831000.0,13695000.0,155414000.0,88188227.0,-3256000.0,2110000.0,12357000.0,,1672000.0,,23395000.0,396000.0,52963000.0,1585000.0,33166000.0,23302000.0,3200000.0,-128000.0,0.0,55389000.0,120000.0,1323000.0,,12995000.0,0.0,-12279000.0,0.0,0.0,-51000.0,-20075000.0,2899000.0,49888000.0,11980000.0,1776000.0,1776000.0,,9649000.0,,2607000.0,107000.0,467000.0,8149000.0,92700000.0,-363000.0,7481000.0,-25774000.0,-101025.779146,3018000.0,0.232243,8979000.0,-4691000.0,316961000.0,62653000.0,86636000.0,9205000.0,141719000.0,307756000.0,218230000.0,204754000.0,13726000.0,548000.0,155414000.0,3476000.0,-435000.0,-435000.0,4511773.0,2495000.0,-4271000.0,14000.0
2022-12-31,12M,EUR,44264000.0,36818000.0,-305338000.0,,-3560000.0,1260000.0,1260000.0,4243000.0,150688000.0,0.115,27536000.0,14373000.0,-20026000.0,5842000.0,80704000.0,34083000.0,40925000.0,-1462000.0,34007000.0,76000.0,4924000.0,449000.0,284000.0,,-1657000.0,-5202000.0,-6126000.0,4924000.0,80704000.0,,23225000.0,21617000.0,61727000.0,104106000.0,2076000.0,18427000.0,20503000.0,104936000.0,6415000.0,10584000.0,11844000.0,11844000.0,10584000.0,0.0,150688000.0,0.115,17269000.0,,30803000.0,42647000.0,34083000.0,146791992.0,,1360000.0,2795000.0,,0.0,9078000.0,35237000.0,53576000.0,40378000.0,455768000.0,109877000.0,250000.0,5752000.0,5752000.0,255000.0,255000.0,2450000.0,95711000.0,-19257000.0,2512000.0,4243000.0,,549000.0,74630000.0,577000.0,5842000.0,72486000.0,78328000.0,549000.0,5421000.0,91387000.0,311059000.0,82455992.0,3137000.0,-1367000.0,-499000.0,-597000.0,38403000.0,17269000.0,17269000.0,18636000.0,17269000.0,17269000.0,18636000.0,18636000.0,-5664000.0,-6137000.0,1268000.0,0.0,549000.0,549000.0,-6137000.0,6109000.0,,150430000.0,-14362000.0,-30351000.0,5578000.0,16459000.0,3733000.0,447000.0,42805000.0,17386539.738933,22821000.0,80571000.0,29306000.0,171604000.0,150688227.0,1623000.0,2479000.0,19152000.0,,18339000.0,,23037000.0,2058000.0,37778000.0,1544000.0,34089000.0,12806000.0,6842000.0,-138000.0,0.0,54141000.0,-295000.0,1544000.0,,25051000.0,0.0,-4480000.0,-499000.0,-5664000.0,0.0,-14362000.0,2450000.0,61727000.0,11844000.0,1831000.0,1831000.0,,17269000.0,,1268000.0,0.0,392000.0,9470000.0,155200000.0,-116000.0,23225000.0,-30351000.0,-40460.261067,6415000.0,0.256078,8628000.0,-3421000.0,344819000.0,95711000.0,78328000.0,26362000.0,142298000.0,318457000.0,240713000.0,213521000.0,29190000.0,640000.0,171604000.0,8333000.0,-158000.0,-158000.0,4511773.0,2495000.0,-830000.0,4000.0
2023-12-31,12M,EUR,46339000.0,43890000.0,-319645000.0,,-3533000.0,1806000.0,1806000.0,145000.0,150260000.0,0.1,34083000.0,14611000.0,-26210000.0,9078000.0,80704000.0,68164000.0,83352000.0,-2840000.0,68092000.0,72000.0,31663000.0,414000.0,8492000.0,,-486000.0,1082000.0,9502000.0,31663000.0,80704000.0,,34460000.0,24590000.0,59973000.0,155080000.0,2535000.0,29865000.0,32400000.0,114439000.0,4990000.0,12908000.0,14714000.0,14714000.0,12908000.0,,150260000.0,0.1,15026000.0,,27988000.0,42702000.0,68164000.0,199989956.0,12000.0,23734000.0,8132000.0,,76000.0,10430000.0,43467000.0,61093000.0,47423000.0,487469000.0,112739000.0,264000.0,7222000.0,7222000.0,1990000.0,1990000.0,2036000.0,183704000.0,-26413000.0,1134000.0,145000.0,,34689000.0,78106000.0,587000.0,6543000.0,119379000.0,125922000.0,34689000.0,5555000.0,92221000.0,326440000.0,146468956.0,4498000.0,-750000.0,-1590000.0,-340000.0,81080000.0,15026000.0,15026000.0,15776000.0,15026000.0,15026000.0,15776000.0,15776000.0,-8878000.0,-6554000.0,1378000.0,-115000.0,34689000.0,34689000.0,-6554000.0,-3231000.0,,167824000.0,-17208000.0,-26633000.0,5889000.0,15843000.0,4512000.0,313000.0,43030000.0,15275182.702494,34342000.0,86005000.0,26734000.0,172712000.0,150688227.0,2418000.0,2076000.0,17300000.0,,17626000.0,,27338000.0,,37367000.0,1872000.0,43722000.0,10533000.0,15188000.0,-84000.0,0.0,53080000.0,229000.0,,,20766000.0,0.0,834000.0,-1590000.0,-8878000.0,-115000.0,-17332000.0,2036000.0,59973000.0,14714000.0,1538000.0,1538000.0,5500000.0,15026000.0,,1378000.0,124000.0,817000.0,11247000.0,155200000.0,-185000.0,34460000.0,-26633000.0,-78817.297506,4990000.0,0.240297,7693000.0,-12023000.0,419820000.0,153839000.0,158322000.0,38958000.0,145978000.0,380862000.0,264740000.0,266423000.0,26549000.0,1322000.0,172712000.0,4869000.0,-328000.0,-328000.0,4511773.0,2495000.0,40641000.0,5000.0
