symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
GTH.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000.0,,,,,,,,,,,,,,,,,,,,,
GTH.MI,2020-12-31,12M,EUR,173000.0,150689000.0,0.067,38591000.0,9859000.0,9686000.0,150689000.0,0.067,10128000.0,17005000.0,27267000.0,5856000.0,95524000.0,403000.0,2154000.0,2154000.0,186000.0,186000.0,-410000.0,10128000.0,10128000.0,10538000.0,10128000.0,10128000.0,10538000.0,-2528000.0,-2528000.0,27781000.0,10492725.069019,79375000.0,16149000.0,134115000.0,237000.0,45491000.0,-160000.0,0.0,14851000.0,38591000.0,10262000.0,1930000.0,1930000.0,132000.0,5988000.0,-374000.0,-149274.930981,4313000.0,0.290418,117966000.0,16014000.0,560000.0,134115000.0,-514000.0,-514000.0,131000.0
GTH.MI,2021-12-31,12M,EUR,326000.0,150689000.0,0.06,49888000.0,11502000.0,11176000.0,150689000.0,0.06,9649000.0,15111000.0,27091000.0,7682000.0,105526000.0,477000.0,2116000.0,2116000.0,624000.0,624000.0,-328000.0,9649000.0,9649000.0,9977000.0,9649000.0,9649000.0,9977000.0,-2040000.0,-2040000.0,27526000.0,9982974.220854,91831000.0,13695000.0,155414000.0,396000.0,52963000.0,-128000.0,0.0,12995000.0,49888000.0,11980000.0,1776000.0,1776000.0,467000.0,8149000.0,-363000.0,-101025.779146,3018000.0,0.232243,141719000.0,13726000.0,548000.0,155414000.0,-435000.0,-435000.0,14000.0
GTH.MI,2022-12-31,12M,EUR,1260000.0,150688000.0,0.115,61727000.0,11844000.0,10584000.0,150688000.0,0.115,17269000.0,30803000.0,42647000.0,9078000.0,109877000.0,250000.0,5752000.0,5752000.0,255000.0,255000.0,-1367000.0,17269000.0,17269000.0,18636000.0,17269000.0,17269000.0,18636000.0,-6137000.0,-6137000.0,42805000.0,17386539.738933,80571000.0,29306000.0,171604000.0,2058000.0,37778000.0,-138000.0,0.0,25051000.0,61727000.0,11844000.0,1831000.0,1831000.0,392000.0,9470000.0,-116000.0,-40460.261067,6415000.0,0.256078,142298000.0,29190000.0,640000.0,171604000.0,-158000.0,-158000.0,4000.0
GTH.MI,2023-06-30,TTM,EUR,,150689000.0,0.119,,,,150689000.0,0.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTH.MI,2023-12-31,12M,EUR,1806000.0,150260000.0,0.1,59973000.0,14714000.0,12908000.0,150260000.0,0.1,15026000.0,27988000.0,42702000.0,10430000.0,112739000.0,264000.0,7222000.0,7222000.0,1990000.0,1990000.0,-750000.0,15026000.0,15026000.0,15776000.0,15026000.0,15026000.0,15776000.0,-6554000.0,-6554000.0,43030000.0,15275182.702494,86005000.0,26734000.0,172712000.0,,37367000.0,-84000.0,0.0,20766000.0,59973000.0,14714000.0,1538000.0,1538000.0,817000.0,11247000.0,-185000.0,-78817.297506,4990000.0,0.240297,145978000.0,26549000.0,1322000.0,172712000.0,-328000.0,-328000.0,5000.0
GTH.MI,2023-12-31,TTM,EUR,1806000.0,150260000.0,0.1,59973000.0,14714000.0,12908000.0,150260000.0,0.1,15026000.0,27988000.0,42702000.0,10430000.0,112739000.0,264000.0,7222000.0,7222000.0,1990000.0,1990000.0,-750000.0,15026000.0,15026000.0,15776000.0,15026000.0,15026000.0,15776000.0,-6554000.0,-6554000.0,43030000.0,15275182.702494,86005000.0,26734000.0,172712000.0,1149000.0,37367000.0,-84000.0,0.0,20766000.0,59973000.0,14714000.0,1538000.0,1538000.0,817000.0,11247000.0,-185000.0,-78817.297506,4990000.0,0.240297,145978000.0,26549000.0,1322000.0,172712000.0,-328000.0,-328000.0,5000.0
