symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DerivativeProductLiabilities,FinancialAssets,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,Inventory,InvestedCapital,InvestmentProperties,InvestmentinFinancialAssets,LandAndImprovements,LiabilitiesHeldforSaleNonCurrent,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,Properties,RawMaterials,RestrictedCash,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TreasurySharesNumber,TreasuryStock,WorkingCapital
GTH.MI,2022-12-31,3M,EUR,44264000.0,36818000.0,-305338000.0,-3560000.0,4243000.0,14373000.0,5842000.0,80704000.0,34083000.0,40925000.0,34007000.0,76000.0,80704000.0,23225000.0,21617000.0,104106000.0,2076000.0,18427000.0,20503000.0,104936000.0,0.0,,35237000.0,53576000.0,40378000.0,455768000.0,2450000.0,95711000.0,2512000.0,4243000.0,74630000.0,577000.0,5842000.0,72486000.0,78328000.0,5421000.0,91387000.0,311059000.0,3137000.0,38403000.0,150430000.0,-30351000.0,5578000.0,16459000.0,3733000.0,447000.0,150688227.0,2479000.0,19152000.0,18339000.0,23037000.0,1544000.0,34089000.0,12806000.0,6842000.0,54141000.0,1544000.0,0.0,2450000.0,,17269000.0,155200000.0,23225000.0,-30351000.0,8628000.0,344819000.0,95711000.0,78328000.0,26362000.0,318457000.0,240713000.0,213521000.0,8333000.0,4511773.0,2495000.0,-830000.0
GTH.MI,2023-06-30,3M,EUR,39519000.0,40101000.0,-310561000.0,-3558000.0,4066000.0,14611000.0,8194000.0,80704000.0,39141000.0,46317000.0,39063000.0,78000.0,80704000.0,28002000.0,24552000.0,105851000.0,2516000.0,15594000.0,18110000.0,101586000.0,252000.0,,35254000.0,53355000.0,43659000.0,463876000.0,1995000.0,119646000.0,1787000.0,4066000.0,74678000.0,595000.0,5678000.0,76050000.0,81728000.0,5242000.0,90701000.0,313018000.0,2899000.0,52503000.0,153315000.0,-25353000.0,5573000.0,16202000.0,3816000.0,73000.0,150688227.0,2249000.0,19981000.0,18101000.0,21753000.0,1344000.0,37017000.0,8996000.0,7176000.0,51813000.0,,0.0,1995000.0,,8212000.0,155200000.0,28002000.0,-25353000.0,6193000.0,347282000.0,104052000.0,99838000.0,30901000.0,316381000.0,241431000.0,214795000.0,10950000.0,4511773.0,2495000.0,4265000.0
GTH.MI,2023-12-31,3M,EUR,46339000.0,43890000.0,-319645000.0,-3533000.0,145000.0,14611000.0,9078000.0,80704000.0,68164000.0,83352000.0,68092000.0,72000.0,80704000.0,34460000.0,24590000.0,155080000.0,2535000.0,29865000.0,32400000.0,114439000.0,,12000.0,43467000.0,61093000.0,47423000.0,487469000.0,2036000.0,183704000.0,1134000.0,145000.0,78106000.0,587000.0,6543000.0,119379000.0,125922000.0,5555000.0,92221000.0,326440000.0,4498000.0,81080000.0,167824000.0,-26633000.0,5889000.0,15843000.0,4512000.0,313000.0,150688227.0,2076000.0,17300000.0,17626000.0,27338000.0,1872000.0,43722000.0,10533000.0,15188000.0,53080000.0,,0.0,2036000.0,5500000.0,15026000.0,155200000.0,34460000.0,-26633000.0,7693000.0,419820000.0,153839000.0,158322000.0,38958000.0,380862000.0,264740000.0,266423000.0,4869000.0,4511773.0,2495000.0,40641000.0
