asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalExpenditureReported,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,CommonStockPayments,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DefinedPensionBenefit,Depreciation,DepreciationAndAmortization,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InterestReceivedCFI,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsinSubsidiariesatCost,IssuanceOfCapitalStock,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPropertiesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfInvestmentProperties,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RepurchaseOfCapitalStock,RestructuringAndMergernAcquisition,SaleOfPPE,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockBasedCompensation,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,WorkInProcess,WorkingCapital
2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24719000.0,,,,,,,,,,,,,,-24719000.0,,,,,,,,,,,,,,,,,,,-34000.0,,,,,,,,,,,,,,,,,,-806000.0,-24719000.0,,-24719000.0,,-72517000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,247214000.0,,,,,,,,,
2020-12-31,12M,EUR,154098000.0,261707000.0,-585714000.0,78693000.0,-11236000.0,0.0,258000.0,107104047.0,1.596,211708000.0,-4366000.0,,80457000.0,55462000.0,343170000.0,343170000.0,-28322000.0,341794000.0,1376000.0,126155000.0,30070000.0,-3626000.0,25866000.0,52310000.0,126155000.0,55462000.0,-28322000.0,1139575000.0,14480000.0,-48488000.0,830878000.0,1015406000.0,17227000.0,174881000.0,192108000.0,439253000.0,4739000.0,743000.0,77009000.0,77009000.0,107528346.0,1.59,170980000.0,208112000.0,285121000.0,-5333000.0,332578000.0,4613216878.0,-55757000.0,142454000.0,276509000.0,,-2565000.0,147150000.0,549168000.0,592679000.0,272943000.0,1062194000.0,463485000.0,5546000.0,5546000.0,870000.0,870000.0,-5307000.0,1069000.0,376596000.0,1671036000.0,-98963000.0,258000.0,1268000.0,14480000.0,63230000.0,356580000.0,419810000.0,1268000.0,10415000.0,503383000.0,4302540878.0,10402000.0,-2291000.0,-39779000.0,-34008000.0,188291000.0,-2959000.0,170980000.0,170980000.0,173271000.0,170980000.0,170980000.0,202566000.0,173271000.0,-4366000.0,444000.0,-58571000.0,,24798000.0,24798000.0,444000.0,-11000.0,1142000.0,476480000.0,1542000.0,546896000.0,59610000.0,43229000.0,23809000.0,284249000.0,170234440.0,280875000.0,262197000.0,201288000.0,1294363000.0,106656938.0,48000.0,1833000.0,1906000.0,43511000.0,5194000.0,2089000.0,476000.0,5499000.0,13906000.0,71832000.0,244769000.0,8527000.0,-872000.0,0.0,240413000.0,7296000.0,202566000.0,314042000.0,7296000.0,-39779000.0,-4366000.0,,-58571000.0,-58571000.0,123592000.0,830878000.0,77009000.0,-48488000.0,,1542000.0,113353000.0,260503000.0,108879294.0,872000.0,1919000.0,1139575000.0,546896000.0,126440.0,29295000.0,0.145,23573000.0,-54487000.0,2149290000.0,1496155000.0,611918000.0,1149977000.0,1093075000.0,999313000.0,1133884000.0,560060000.0,207659000.0,-5120000.0,1294363000.0,14483000.0,872000.0,872000.0,61656000.0,2222356.0,110550000.0,576153000.0
2021-12-31,12M,EUR,285212000.0,361913000.0,-638251000.0,66472000.0,-12571000.0,1460000.0,321000.0,106664662.0,1.836,332578000.0,-109010000.0,,85913000.0,55327000.0,349015000.0,349015000.0,-29536000.0,348471000.0,544000.0,3141000.0,-84342000.0,92218000.0,-68440000.0,-60564000.0,3141000.0,55327000.0,-29536000.0,1328199000.0,714000.0,-22397000.0,1029564000.0,1298247000.0,18322000.0,221562000.0,239884000.0,681295000.0,4694000.0,966000.0,82126000.0,82126000.0,108063687.0,1.813,195882000.0,279747000.0,361873000.0,5463000.0,341255000.0,7031748056.0,157061000.0,183070000.0,148219000.0,,-3848000.0,166394000.0,734697000.0,778909000.0,374484000.0,1251966000.0,574691000.0,4246000.0,4246000.0,568000.0,568000.0,-4136000.0,627000.0,515958000.0,2085559000.0,-411149000.0,321000.0,963000.0,714000.0,67591000.0,535798000.0,603389000.0,963000.0,13028000.0,578053000.0,6857393056.0,11465000.0,-2637000.0,-306815000.0,-21683000.0,408345000.0,-1347000.0,195882000.0,195882000.0,198519000.0,195882000.0,195882000.0,275501000.0,198519000.0,-7141000.0,-22324000.0,-101869000.0,,227269000.0,227269000.0,-22324000.0,-18000.0,1765000.0,613715000.0,-99585000.0,549290000.0,63658000.0,52808000.0,23937000.0,360937000.0,195207144.0,257229000.0,286955000.0,287736000.0,1604255000.0,106398651.0,73000.0,2401000.0,3867000.0,44212000.0,22324000.0,18241000.0,6058000.0,6376000.0,11061000.0,112880000.0,276960000.0,39624000.0,-936000.0,0.0,432761000.0,23000.0,275501000.0,396953000.0,,-306815000.0,-7141000.0,,-101869000.0,-101869000.0,178913000.0,1029564000.0,82126000.0,-22397000.0,,2284000.0,127471000.0,293865000.0,108879294.0,936000.0,4386000.0,1328199000.0,549290000.0,261144.0,76982000.0,0.279,27876000.0,-56953000.0,2777347000.0,1863997000.0,843273000.0,1339664000.0,1316519000.0,1437683000.0,1479100000.0,756388000.0,295048000.0,18646000.0,1604255000.0,34669000.0,936000.0,936000.0,56591000.0,2480643.0,153975000.0,616952000.0
2022-12-31,12M,EUR,312222000.0,433812000.0,-707568000.0,39444000.0,-13460000.0,1291000.0,322000.0,105593321.0,2.524,341255000.0,-132565000.0,-125410000.0,77778000.0,55584000.0,358275000.0,358275000.0,-31239000.0,355370000.0,2905000.0,-14546000.0,-158552000.0,59678000.0,-93054000.0,-191928000.0,-14546000.0,55584000.0,-31239000.0,1553548000.0,63027000.0,-94793000.0,1353451000.0,1556313000.0,19350000.0,299689000.0,319039000.0,817150000.0,13329000.0,970000.0,98420000.0,98420000.0,105783883.0,2.519,266497000.0,378859000.0,477279000.0,638000.0,327347000.0,5031093954.0,-52954000.0,231820000.0,71307000.0,,98000.0,198277000.0,754944000.0,816807000.0,447272000.0,1388663000.0,724513000.0,10180000.0,10180000.0,888000.0,888000.0,-8653000.0,1056000.0,683819000.0,2374998000.0,-165464000.0,322000.0,1669000.0,63027000.0,58428000.0,521761000.0,580189000.0,1669000.0,12989000.0,649155000.0,4427340954.0,12562000.0,-3252000.0,-39400000.0,-31766000.0,463175000.0,1326000.0,266497000.0,266497000.0,269749000.0,266497000.0,266497000.0,368679000.0,269749000.0,-7155000.0,-15833000.0,,-39400000.0,36002000.0,36002000.0,-15833000.0,-36000.0,2359000.0,681095000.0,3086000.0,736741000.0,66184000.0,56947000.0,22824000.0,471680000.0,262398532.0,203872000.0,346640000.0,377873000.0,2077964000.0,106891431.0,,8529000.0,5648000.0,61863000.0,15833000.0,2648000.0,12041000.0,532000.0,26888000.0,105126000.0,306891000.0,25454000.0,-5599000.0,0.0,478010000.0,7139000.0,368679000.0,432617000.0,,-39400000.0,-7155000.0,-39400000.0,,-125410000.0,244963000.0,1353451000.0,98420000.0,-94793000.0,,3086000.0,158047000.0,356324000.0,108879294.0,5599000.0,4995000.0,1553548000.0,736741000.0,1500532.0,98930000.0,0.268,45133000.0,-91802000.0,3131059000.0,2075309000.0,899228000.0,1566110000.0,1700091000.0,1564949000.0,1574746000.0,747799000.0,384004000.0,6541000.0,2077964000.0,60662000.0,5599000.0,5599000.0,62323000.0,1987863.0,207036000.0,739163000.0
2023-12-31,12M,EUR,262941000.0,414787000.0,-754585000.0,46938000.0,-13992000.0,0.0,388000.0,106939951.0,2.565,327347000.0,-168320000.0,-161712000.0,85136000.0,55625000.0,334483000.0,334483000.0,-34761000.0,331143000.0,3340000.0,-42147000.0,-6688000.0,-66715000.0,33735000.0,-39668000.0,-42147000.0,55625000.0,-34761000.0,1793578000.0,2246000.0,0.0,1460068000.0,1519697000.0,18323000.0,298964000.0,317287000.0,787198000.0,8525000.0,1317000.0,103510000.0,103510000.0,107314267.0,2.556,274269000.0,416704000.0,520214000.0,-3186000.0,282014000.0,5539748360.0,-175196000.0,238700000.0,164231000.0,,-9125000.0,214594000.0,784571000.0,855344000.0,428779000.0,1540496000.0,779971000.0,38917000.0,38917000.0,4375000.0,4375000.0,-32901000.0,4377000.0,696428000.0,2528936000.0,-199502000.0,388000.0,1588000.0,2246000.0,66813000.0,436394000.0,503207000.0,1588000.0,13355000.0,724681000.0,5013610360.0,9326000.0,-3247000.0,,2246000.0,400875000.0,2997000.0,274269000.0,274269000.0,277516000.0,274269000.0,274269000.0,377787000.0,277516000.0,-6608000.0,-41647000.0,,-40153000.0,-121586000.0,-121586000.0,-41647000.0,-555000.0,1222000.0,785911000.0,3372000.0,938234000.0,72509000.0,54524000.0,23923000.0,508904000.0,265956150.0,332551000.0,362924000.0,417047000.0,2240039000.0,106970431.0,,5121000.0,9413000.0,70773000.0,41652000.0,2912000.0,15318000.0,462000.0,8968000.0,149616000.0,333589000.0,22572000.0,-11310000.0,0.0,451880000.0,-4788000.0,377787000.0,482226000.0,,,-6608000.0,-40153000.0,,,243157000.0,1460068000.0,103510000.0,0.0,,3372000.0,169744000.0,384338000.0,108879294.0,11310000.0,5290000.0,1793578000.0,938234000.0,2997150.0,100271000.0,0.265,46306000.0,-111576000.0,3243963000.0,2229972000.0,820494000.0,1802904000.0,1822992000.0,1441059000.0,1724266000.0,653861000.0,,7105000.0,2240039000.0,39323000.0,11310000.0,11310000.0,43141000.0,1908863.0,214571000.0,732499000.0
