symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,CommonStockPayments,Depreciation,DepreciationAndAmortization,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnSaleOfPPE,InterestPaidCFO,InterestReceivedCFI,InvestingCashFlow,IssuanceOfCapitalStock,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPropertiesPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,PensionAndEmployeeBenefitExpense,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestmentProperties,PurchaseOfPPE,RepurchaseOfCapitalStock,SaleOfPPE,StockBasedCompensation,TaxesRefundPaid
IP.MI,2022-12-31,3M,EUR,,,-852000.0,,,,,,,,,,,,,,,,,,,,,-13622000.0,,,,,,,,,,,,,,,,-13622000.0,,,-45879000.0,,,,
IP.MI,2023-03-31,3M,EUR,327347000.0,-40810000.0,-441000.0,-28782000.0,-26874000.0,3038000.0,-46180000.0,-70016000.0,-28782000.0,-441000.0,442000.0,0.0,24410000.0,24410000.0,-1267000.0,297298000.0,-42643000.0,20438000.0,-2988000.0,-4966000.0,509000.0,-47387000.0,442000.0,-7269000.0,442000.0,1322000.0,85121000.0,114506000.0,-1234000.0,-39576000.0,-37533000.0,-37533000.0,-46000.0,-501000.0,-38892000.0,61248000.0,,7418000.0,574000.0,-7269000.0,-1234000.0,-39576000.0,-39576000.0,0.0,684000.0,1263000.0,-10125000.0
IP.MI,2023-06-30,3M,EUR,297298000.0,-41962000.0,-32238000.0,-30817000.0,-6256000.0,-3445000.0,318000.0,-9383000.0,-30817000.0,-32238000.0,1533000.0,0.0,25334000.0,25334000.0,-1231000.0,265250000.0,-37077000.0,34260000.0,-6325000.0,-8451000.0,736000.0,-69962000.0,1533000.0,-28836000.0,1533000.0,1859000.0,81461000.0,107239000.0,-1347000.0,,-1004000.0,-1004000.0,-216000.0,110000.0,-40625000.0,76222000.0,,8617000.0,-819000.0,-28836000.0,-1347000.0,,-40615000.0,0.0,-10000.0,1319000.0,-42989000.0
IP.MI,2023-09-30,3M,EUR,265250000.0,-43239000.0,-1756000.0,44773000.0,4549000.0,-39023000.0,36274000.0,1800000.0,44773000.0,-1756000.0,129000.0,0.0,26444000.0,26444000.0,1336000.0,311359000.0,-13904000.0,60482000.0,-544000.0,-8494000.0,620000.0,-45044000.0,129000.0,-4685000.0,129000.0,-3662000.0,71623000.0,96505000.0,-1656000.0,,-6893000.0,-6893000.0,-131000.0,336000.0,-39659000.0,103721000.0,,10631000.0,-3807000.0,-4685000.0,-1656000.0,,-41583000.0,0.0,1924000.0,1352000.0,-16349000.0
IP.MI,2023-12-31,3M,EUR,311359000.0,-42309000.0,-326000.0,-27321000.0,21893000.0,-27285000.0,43323000.0,37931000.0,-27321000.0,-326000.0,142000.0,0.0,27322000.0,27322000.0,-2024000.0,282014000.0,-81572000.0,49051000.0,732000.0,-10990000.0,2512000.0,-37109000.0,142000.0,,142000.0,3478000.0,36067000.0,59537000.0,-2371000.0,,-76156000.0,-76156000.0,-162000.0,1277000.0,122548000.0,91360000.0,,14986000.0,-736000.0,,-2371000.0,,,0.0,774000.0,1356000.0,-42113000.0
IP.MI,2024-03-31,3M,EUR,282014000.0,-41114000.0,,103375000.0,-1867000.0,6047000.0,-36396000.0,-32216000.0,-30769000.0,0.0,14000.0,0.0,26950000.0,26950000.0,830000.0,386219000.0,-67072000.0,37044000.0,-38000.0,-10062000.0,869000.0,-41855000.0,14000.0,-3056000.0,14000.0,-390000.0,67236000.0,92023000.0,-1383000.0,,71947000.0,71947000.0,-134276000.0,-152000.0,-38133000.0,78158000.0,134144000.0,9399000.0,-1194000.0,-3056000.0,-1383000.0,,-39731000.0,0.0,1598000.0,1321000.0,-7521000.0
IP.MI,2024-03-31,TTM,EUR,297298000.0,-168624000.0,,90010000.0,18319000.0,-63706000.0,43519000.0,-1868000.0,-44134000.0,-34320000.0,1818000.0,0.0,106050000.0,106050000.0,-1089000.0,253164000.0,-199625000.0,180837000.0,-6175000.0,-37997000.0,4737000.0,-193970000.0,1818000.0,,1818000.0,1285000.0,256384000.0,355304000.0,-6757000.0,,-12106000.0,-12106000.0,-134785000.0,1571000.0,4131000.0,349461000.0,,43633000.0,-6556000.0,,-6757000.0,,,0.0,4286000.0,5348000.0,-108972000.0
