asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,CommonStockPayments,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DefinedPensionBenefit,Depreciation,DepreciationAndAmortization,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnSaleOfPPE,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InterestReceivedCFI,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsinSubsidiariesatCost,IssuanceOfCapitalStock,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPropertiesPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherInventories,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PretaxIncome,Properties,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestmentProperties,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RepurchaseOfCapitalStock,SaleOfPPE,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,StockBasedCompensation,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,WorkInProcess,WorkingCapital
2022-12-31,3M,EUR,,,-707568000.0,,-13460000.0,,,,,,,77778000.0,,,,-852000.0,355370000.0,2905000.0,,,,,,,,,,,,,,19350000.0,,,,,970000.0,,,,,,,,,,,,231820000.0,,,,,,447272000.0,1388663000.0,,,,,,,,,,,,,1669000.0,,58428000.0,521761000.0,,1669000.0,,649155000.0,,,,-13622000.0,,463175000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2978000.0,,105126000.0,306891000.0,25454000.0,,,,,432617000.0,-13622000.0,,,-45879000.0,244963000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207036000.0,
2023-03-31,3M,EUR,315187000.0,478703000.0,,41139000.0,,1291000.0,2588000.0,106900385.0,0.796,327347000.0,-40810000.0,,55594000.0,336734000.0,336734000.0,-441000.0,,,-28782000.0,-26874000.0,3038000.0,-46180000.0,-70016000.0,-28782000.0,55594000.0,-441000.0,1629868000.0,442000.0,0.0,380971000.0,1602796000.0,,39436000.0,311611000.0,837116000.0,13327000.0,,24410000.0,24410000.0,107367758.0,0.793,85121000.0,122460000.0,146870000.0,-1267000.0,297298000.0,6125495986.0,-42643000.0,,20438000.0,-2988000.0,53640000.0,759184000.0,819653000.0,,,211374000.0,7954000.0,7954000.0,578000.0,578000.0,-4966000.0,509000.0,-47016000.0,705242000.0,1669304000.0,-47387000.0,2588000.0,,442000.0,,,559014000.0,,13106000.0,,5521742986.0,13005000.0,-913000.0,-7269000.0,442000.0,,1322000.0,85121000.0,85121000.0,86034000.0,85121000.0,85121000.0,114506000.0,86034000.0,-1234000.0,-7418000.0,-39576000.0,-37533000.0,-37533000.0,-7418000.0,-46000.0,-501000.0,700758000.0,-38892000.0,810215000.0,65402000.0,56843000.0,20436000.0,146870000.0,85121000.0,61248000.0,86778000.0,124596000.0,592345000.0,106906931.0,,36167000.0,130176000.0,60469000.0,752258000.0,7418000.0,3195000.0,69672000.0,10332000.0,1279000.0,,,,0.0,382002000.0,574000.0,114506000.0,,-7269000.0,-1234000.0,-39576000.0,-39576000.0,,380971000.0,24410000.0,0.0,684000.0,42191000.0,95831000.0,108879294.0,1263000.0,1629868000.0,810215000.0,0.0,28472000.0,0.249,44659000.0,-10125000.0,3199413000.0,1629868000.0,870625000.0,1642873000.0,467749000.0,1556540000.0,1596617000.0,719424000.0,,42000.0,592345000.0,66815000.0,353000.0,1972363.0,,765680000.0
2023-06-30,3M,EUR,319732000.0,498151000.0,,43965000.0,,1291000.0,2791000.0,106928770.0,0.762,297298000.0,-41962000.0,,55620000.0,304834000.0,304834000.0,-32238000.0,,,-30817000.0,-6256000.0,-3445000.0,318000.0,-9383000.0,-30817000.0,55620000.0,-32238000.0,1690734000.0,1533000.0,0.0,384530000.0,1609631000.0,,39584000.0,310464000.0,862253000.0,13230000.0,,25334000.0,25334000.0,106928770.0,0.758,81461000.0,116282000.0,141616000.0,-1231000.0,265250000.0,5976063169.0,-37077000.0,,34260000.0,-6325000.0,55719000.0,779790000.0,852211000.0,,,207659000.0,9040000.0,9040000.0,932000.0,932000.0,-8451000.0,736000.0,-49417000.0,726454000.0,1730318000.0,-69962000.0,2791000.0,,1533000.0,,,572667000.0,,13466000.0,,5442172169.0,13202000.0,-962000.0,-28836000.0,1533000.0,,1859000.0,81461000.0,81461000.0,82423000.0,81461000.0,81461000.0,107239000.0,82423000.0,-1347000.0,-8619000.0,,-1004000.0,-1004000.0,-8619000.0,-216000.0,110000.0,739042000.0,-40625000.0,838523000.0,65974000.0,57171000.0,21000000.0,141616000.0,81461000.0,76222000.0,88269000.0,119390000.0,592189000.0,106960931.0,,36710000.0,174849000.0,72421000.0,775871000.0,8617000.0,3373000.0,46587000.0,12368000.0,1743000.0,,,,0.0,363710000.0,-819000.0,107242000.0,,-28836000.0,-1347000.0,,-40615000.0,,384530000.0,25334000.0,0.0,-10000.0,43175000.0,98894000.0,108879294.0,1319000.0,1690734000.0,838523000.0,0.0,24819000.0,0.23143,42191000.0,-42989000.0,3277432000.0,1690734000.0,883131000.0,1703936000.0,472799000.0,1573496000.0,1667801000.0,711243000.0,119390000.0,511000.0,592189000.0,43978000.0,352000.0,1918363.0,,747378000.0
2023-09-30,3M,EUR,278798000.0,459554000.0,,45444000.0,,0.0,2988000.0,106964331.0,0.67,265250000.0,-43239000.0,,55622000.0,348982000.0,348982000.0,-1756000.0,,,44773000.0,4549000.0,-39023000.0,36274000.0,1800000.0,44773000.0,55622000.0,-1756000.0,1764269000.0,129000.0,0.0,347768000.0,1617686000.0,,37623000.0,297900000.0,812031000.0,9877000.0,,26444000.0,26444000.0,106964331.0,0.667,71623000.0,107060000.0,133504000.0,1336000.0,311359000.0,5230158359.0,-13904000.0,,60482000.0,-544000.0,51835000.0,776572000.0,848220000.0,,,188140000.0,10555000.0,10555000.0,1115000.0,1115000.0,-8494000.0,620000.0,-49889000.0,726888000.0,1801892000.0,-45044000.0,2988000.0,,129000.0,,,577220000.0,,13231000.0,,4651861359.0,8794000.0,-489000.0,-4685000.0,129000.0,,-3662000.0,71623000.0,71623000.0,72112000.0,71623000.0,71623000.0,96505000.0,72112000.0,-1656000.0,-10627000.0,,-6893000.0,-6893000.0,-10627000.0,-131000.0,336000.0,762501000.0,-39659000.0,916049000.0,67746000.0,57227000.0,20796000.0,133504000.0,71623000.0,103721000.0,85136000.0,103004000.0,535908000.0,106966431.0,,36423000.0,169566000.0,71648000.0,776777000.0,10631000.0,3396000.0,52450000.0,8525000.0,1409000.0,,,,0.0,334688000.0,-3807000.0,96505000.0,,-4685000.0,-1656000.0,,-41583000.0,,347768000.0,26444000.0,0.0,1924000.0,40417000.0,92252000.0,108879294.0,1352000.0,1764269000.0,916049000.0,0.0,24393000.0,0.252764,45839000.0,-16349000.0,3306376000.0,1764269000.0,875120000.0,1773063000.0,432904000.0,1533313000.0,1688690000.0,721282000.0,,1187000.0,535908000.0,55890000.0,358000.0,1912863.0,,805655000.0
2023-12-31,3M,EUR,262941000.0,414787000.0,-754585000.0,46938000.0,-13992000.0,0.0,388000.0,,,311359000.0,-42309000.0,85136000.0,55625000.0,334483000.0,334483000.0,-326000.0,331143000.0,3340000.0,-27321000.0,21893000.0,-27285000.0,43323000.0,37931000.0,-27321000.0,55625000.0,-326000.0,1793578000.0,142000.0,0.0,346798000.0,1519697000.0,18323000.0,298964000.0,317287000.0,787198000.0,8525000.0,1317000.0,27322000.0,27322000.0,,,36067000.0,70905000.0,98227000.0,-2024000.0,282014000.0,5539748360.0,-81572000.0,238700000.0,49051000.0,732000.0,53400000.0,784571000.0,855344000.0,428779000.0,1540496000.0,172799000.0,11368000.0,11368000.0,1750000.0,1750000.0,-10990000.0,2512000.0,,696428000.0,2528936000.0,-37109000.0,388000.0,1588000.0,142000.0,66813000.0,436394000.0,503207000.0,1588000.0,13355000.0,724681000.0,5013610360.0,9326000.0,-883000.0,,142000.0,400875000.0,3478000.0,36067000.0,36067000.0,36950000.0,36067000.0,36067000.0,59537000.0,36950000.0,-2371000.0,-14981000.0,,-76156000.0,-76156000.0,-14981000.0,-162000.0,1277000.0,785911000.0,122548000.0,938234000.0,72509000.0,54524000.0,23923000.0,98227000.0,36067000.0,91360000.0,102741000.0,70058000.0,519597000.0,106970431.0,,5121000.0,9413000.0,70773000.0,,14986000.0,2912000.0,15318000.0,,4537000.0,149616000.0,333589000.0,22572000.0,0.0,451880000.0,-736000.0,59537000.0,482226000.0,,-2371000.0,,,243157000.0,346798000.0,27322000.0,0.0,774000.0,43961000.0,97361000.0,108879294.0,1356000.0,1793578000.0,938234000.0,0.0,22587000.0,0.379378,46306000.0,-42113000.0,3243963000.0,2229972000.0,820494000.0,1802904000.0,449539000.0,1441059000.0,1724266000.0,653861000.0,,5363000.0,519597000.0,39323000.0,43141000.0,1908863.0,214571000.0,732499000.0
2024-03-31,3M,EUR,263274000.0,450776000.0,,48273000.0,,0.0,3391000.0,106970748.0,0.629,282014000.0,-41114000.0,,55625000.0,440083000.0,440083000.0,,,,103375000.0,-1867000.0,6047000.0,-36396000.0,-32216000.0,-30769000.0,55625000.0,0.0,1871776000.0,14000.0,0.0,354191000.0,1670656000.0,,53864000.0,315613000.0,803619000.0,8357000.0,,26950000.0,26950000.0,107249375.0,0.627,67236000.0,103299000.0,130249000.0,830000.0,386219000.0,5320490776.0,-67072000.0,,37044000.0,-38000.0,56453000.0,787307000.0,858468000.0,,,191676000.0,11277000.0,11277000.0,1910000.0,1910000.0,-10062000.0,869000.0,-49049000.0,702603000.0,1925640000.0,-41855000.0,3391000.0,,14000.0,,,577270000.0,,12510000.0,,4833993776.0,9357000.0,-316000.0,-3056000.0,14000.0,,-390000.0,67236000.0,67236000.0,67552000.0,67236000.0,67236000.0,92023000.0,67552000.0,-1383000.0,-9399000.0,,71947000.0,71947000.0,-9399000.0,-134276000.0,-152000.0,803781000.0,-38133000.0,1013308000.0,72254000.0,58251000.0,20838000.0,130249000.0,67236000.0,78158000.0,91877000.0,99799000.0,545867000.0,106970931.0,134144000.0,30050000.0,160383000.0,71161000.0,751652000.0,9399000.0,2849000.0,60777000.0,,1792000.0,,,,0.0,319266000.0,-1194000.0,92022000.0,,-3056000.0,-1383000.0,,-39731000.0,,354191000.0,26950000.0,0.0,1598000.0,42133000.0,98586000.0,108879294.0,1321000.0,1871776000.0,1013308000.0,0.0,24470000.0,0.266,47144000.0,-7521000.0,3414564000.0,1871776000.0,892883000.0,1881133000.0,446068000.0,1533431000.0,1743908000.0,729812000.0,,32000.0,545867000.0,55992000.0,166000.0,1908363.0,,867037000.0
