symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CapitalExpenditureReported,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,CommonStockPayments,Depreciation,DepreciationAndAmortization,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,InterestPaidCFO,InterestReceivedCFI,InvestingCashFlow,IssuanceOfCapitalStock,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPropertiesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,PensionAndEmployeeBenefitExpense,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfInvestmentProperties,PurchaseOfPPE,RepurchaseOfCapitalStock,SaleOfPPE,StockBasedCompensation,TaxesRefundPaid
IP.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,8000.0,,,,,,-24719000.0,,,,,,,-24719000.0,,,,,,,-34000.0,,,-806000.0,-24719000.0,,-24719000.0,,-72517000.0,,,,
IP.MI,2020-12-31,12M,EUR,211708000.0,-4366000.0,,-28322000.0,126155000.0,30070000.0,-3626000.0,25866000.0,52310000.0,126155000.0,-28322000.0,14480000.0,-48488000.0,77009000.0,77009000.0,-5333000.0,332578000.0,-55757000.0,276509000.0,,-2565000.0,-5307000.0,1069000.0,-98963000.0,14480000.0,-39779000.0,-34008000.0,-2959000.0,170980000.0,202566000.0,-4366000.0,-58571000.0,,24798000.0,24798000.0,-11000.0,1142000.0,1542000.0,280875000.0,48000.0,5194000.0,7296000.0,7296000.0,-39779000.0,-4366000.0,,-58571000.0,-58571000.0,-48488000.0,1542000.0,1919000.0,-54487000.0
IP.MI,2021-12-31,12M,EUR,332578000.0,-109010000.0,,-29536000.0,3141000.0,-84342000.0,92218000.0,-68440000.0,-60564000.0,3141000.0,-29536000.0,714000.0,-22397000.0,82126000.0,82126000.0,5463000.0,341255000.0,157061000.0,148219000.0,,-3848000.0,-4136000.0,627000.0,-411149000.0,714000.0,-306815000.0,-21683000.0,-1347000.0,195882000.0,275501000.0,-7141000.0,-101869000.0,,227269000.0,227269000.0,-18000.0,1765000.0,-99585000.0,257229000.0,73000.0,22324000.0,23000.0,,-306815000.0,-7141000.0,,-101869000.0,-101869000.0,-22397000.0,2284000.0,4386000.0,-56953000.0
IP.MI,2022-12-31,12M,EUR,341255000.0,-132565000.0,-125410000.0,-31239000.0,-14546000.0,-158552000.0,59678000.0,-93054000.0,-191928000.0,-14546000.0,-31239000.0,63027000.0,-94793000.0,98420000.0,98420000.0,638000.0,327347000.0,-52954000.0,71307000.0,,98000.0,-8653000.0,1056000.0,-165464000.0,63027000.0,-39400000.0,-31766000.0,1326000.0,266497000.0,368679000.0,-7155000.0,,-39400000.0,36002000.0,36002000.0,-36000.0,2359000.0,3086000.0,203872000.0,,15833000.0,7139000.0,,-39400000.0,-7155000.0,-39400000.0,,-125410000.0,-94793000.0,3086000.0,4995000.0,-91802000.0
IP.MI,2023-12-31,12M,EUR,327347000.0,-168320000.0,-161712000.0,-34761000.0,-42147000.0,-6688000.0,-66715000.0,33735000.0,-39668000.0,-42147000.0,-34761000.0,2246000.0,0.0,103510000.0,103510000.0,-3186000.0,282014000.0,-175196000.0,164231000.0,,-9125000.0,-32901000.0,4377000.0,-199502000.0,2246000.0,,2246000.0,2997000.0,274269000.0,377787000.0,-6608000.0,,-40153000.0,-121586000.0,-121586000.0,-555000.0,1222000.0,3372000.0,332551000.0,,41652000.0,-4788000.0,,,-6608000.0,-40153000.0,,,0.0,3372000.0,5290000.0,-111576000.0
IP.MI,2024-03-31,TTM,EUR,297298000.0,-168624000.0,,,90010000.0,18319000.0,-63706000.0,43519000.0,-1868000.0,-44134000.0,-34320000.0,1818000.0,0.0,106050000.0,106050000.0,-1089000.0,253164000.0,-199625000.0,180837000.0,,-6175000.0,-37997000.0,4737000.0,-193970000.0,1818000.0,,1818000.0,1285000.0,256384000.0,355304000.0,-6757000.0,,,-12106000.0,-12106000.0,-134785000.0,1571000.0,4131000.0,349461000.0,,43633000.0,-6556000.0,,,-6757000.0,,,,0.0,4286000.0,5348000.0,-108972000.0
