symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,CommonStockPayments,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,PurchaseOfIntangibles,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfPPE
CLF.MI,2019-12-31,12M,EUR,,,,,,,,,,,0.0,0.0,-82000.0,,,,,,,0.0,,,-4073000.0,,,,,,,,,,-902000.0,,,,,-4073000.0,-82000.0,
CLF.MI,2020-12-31,12M,EUR,2958000.0,-321000.0,5533000.0,-196000.0,414000.0,442000.0,6095000.0,-9240000.0,-2758000.0,5533000.0,,,,2566000.0,2566000.0,8491000.0,2236000.0,3297000.0,-321000.0,,8450000.0,8450000.0,-2124000.0,-36000.0,3495000.0,3810000.0,-64000.0,3792000.0,6326000.0,-1520000.0,,-257000.0,-2534000.0,3618000.0,1000.0,-64000.0,-257000.0,-2124000.0,,0.0
CLF.MI,2021-12-31,12M,EUR,8491000.0,-457000.0,1989000.0,-3276000.0,-72000.0,291000.0,-2951000.0,6792000.0,554000.0,1989000.0,,,,2438000.0,2438000.0,10480000.0,-4304000.0,6266000.0,-430000.0,,0.0,0.0,-99000.0,-99000.0,3438000.0,3731000.0,-113000.0,-99000.0,-99000.0,-1471000.0,,-317000.0,-99000.0,6723000.0,,-113000.0,-344000.0,-99000.0,,27000.0
CLF.MI,2022-12-31,12M,EUR,10480000.0,-406000.0,-3899000.0,-1571000.0,-77000.0,-81000.0,-14000.0,-1817000.0,-3628000.0,-3899000.0,,,,2395000.0,2395000.0,6581000.0,-4709000.0,766000.0,-362000.0,,3014000.0,3014000.0,,-259000.0,2251000.0,2405000.0,-67000.0,3014000.0,3014000.0,-1377000.0,1000.0,-296000.0,,1172000.0,,-67000.0,-339000.0,,,43000.0
CLF.MI,2023-12-31,12M,EUR,6581000.0,-947000.0,-5143000.0,3334000.0,-539000.0,317000.0,-1111000.0,-4048000.0,-2262000.0,-5144000.0,,,,2352000.0,2352000.0,1436000.0,-6219000.0,1073000.0,-945000.0,,1551000.0,1551000.0,,583000.0,1930000.0,1930000.0,-145000.0,1551000.0,1551000.0,-2920000.0,,-800000.0,,2020000.0,-1000.0,-145000.0,-802000.0,,,2000.0
CLF.MI,2023-12-31,TTM,EUR,6581000.0,-947000.0,-5143000.0,3334000.0,-539000.0,317000.0,-1111000.0,-4048000.0,-2262000.0,-5144000.0,,,,2352000.0,2352000.0,1436000.0,-6219000.0,1073000.0,-945000.0,,1551000.0,1551000.0,,583000.0,1930000.0,1930000.0,-145000.0,1551000.0,1551000.0,-2920000.0,,-800000.0,,2020000.0,-1000.0,-145000.0,-802000.0,,,2000.0
