asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EnterpriseValue,FinancialAssets,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsinAssociatesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Properties,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RetainedEarnings,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,WorkInProcess,WorkingCapital
2022-12-31,3M,EUR,307100000.0,264300000.0,224200000.0,-37900000.0,5400000.0,,,127700000.0,,7000000.0,54300000.0,56200000.0,53900000.0,400000.0,7000000.0,,500000.0,,444800000.0,28800000.0,31800000.0,60600000.0,538600000.0,32000000.0,,,400000.0,,,,,,,400000.0,3300000.0,195500000.0,,302200000.0,250400000.0,,,35500000.0,,6900000.0,,25900000.0,78700000.0,,40000000.0,,25500000.0,27100000.0,36900000.0,,,,17500000.0,,,,,,,,,250400000.0,,,163400000.0,44300000.0,4300000.0,,,,,,,22800000.0,8400000.0,794700000.0,4300000.0,900000.0,31800000.0,77200000.0,6600000.0,70100000.0,1900000.0,,,408000000.0,18700000.0,,0.0,28400000.0,,,293800000.0,,9300000.0,,,,,,27300000.0,1814700000.0,,,866800000.0,,947900000.0,1369900000.0,409300000.0,,3700000.0,,23700000.0,9100000.0,9100000.0,1300000.0,779.0,3800000.0,-93800000.0
2023-03-31,3M,EUR,,,,,,134415819.0,-0.022319,,157300000.0,,,,,,,521800000.0,,147800000.0,,,,,,,20100000.0,20100000.0,,134415819.0,-0.022319,-3000000.0,-6100000.0,14000000.0,429357581.0,,,,987500000.0,,250600000.0,95700000.0,,,521800000.0,,36100000.0,,,157300000.0,,157300000.0,,,,251357581.0,340900000.0,800000.0,,-3000000.0,-3000000.0,-3900000.0,-3000000.0,-3000000.0,-3900000.0,-3000000.0,-3000000.0,250600000.0,-465700000.0,92300000.0,163700000.0,,,14400000.0,-2696000.0,101800000.0,-6100000.0,243500000.0,134415819.0,,,,-65600000.0,117200000.0,12400000.0,,250600000.0,,,400000.0,0.0,,,-9500000.0,,,147800000.0,20100000.0,,134416598.0,-400000.0,521800000.0,-465700000.0,-96000.0,-5600000.0,0.24,,1300900000.0,521800000.0,157300000.0,862700000.0,249600000.0,438200000.0,1300900000.0,438200000.0,-6500000.0,,243500000.0,,-400000.0,-400000.0,,779.0,,
2023-06-30,3M,EUR,287300000.0,276300000.0,224200000.0,,5400000.0,,,118900000.0,153900000.0,7000000.0,62000000.0,63500000.0,,,7000000.0,521600000.0,1400000.0,168000000.0,467300000.0,27200000.0,52500000.0,79700000.0,537200000.0,30300000.0,16500000.0,-2000000.0,,,,18900000.0,57400000.0,73900000.0,400054932.0,700000.0,,195500000.0,986600000.0,,238700000.0,149300000.0,,32400000.0,632500000.0,6800000.0,5400000.0,25900000.0,77100000.0,126700000.0,58400000.0,185100000.0,25900000.0,25900000.0,34700000.0,222054932.0,341700000.0,,48900000.0,18900000.0,18900000.0,31000000.0,18900000.0,18900000.0,30900000.0,-3000000.0,-3000000.0,238700000.0,-465000000.0,85300000.0,163700000.0,44000000.0,,74000000.0,18971300.44843,111500000.0,37800000.0,317300000.0,134415819.0,,102100000.0,791100000.0,3700000.0,-100000.0,9800000.0,11500000.0,6600000.0,95100000.0,1500000.0,,0.0,325100000.0,,44600000.0,0.0,,168000000.0,16500000.0,290400000.0,134416598.0,,521600000.0,-465000000.0,-28699.55157,12800000.0,0.286996,,1820400000.0,580000000.0,264800000.0,863300000.0,279500000.0,957100000.0,1353100000.0,419900000.0,47600000.0,,317300000.0,26300000.0,-100000.0,-100000.0,1300000.0,779.0,,-69900000.0
2023-09-30,3M,EUR,,,,,,,,,150500000.0,,,,,,,516200000.0,,136900000.0,,,,,,,23400000.0,41900000.0,,,,-26700000.0,-33400000.0,-10000000.0,417709468.0,,,,987900000.0,,240900000.0,73200000.0,,,539500000.0,,34000000.0,,,150500000.0,23300000.0,173800000.0,,,,216409468.0,339900000.0,,23300000.0,-26700000.0,-26700000.0,-38700000.0,-26700000.0,-26700000.0,-38700000.0,-4500000.0,-4500000.0,240900000.0,-471700000.0,85500000.0,163300000.0,,,-10000000.0,-26700000.0,87000000.0,-13800000.0,210100000.0,134415819.0,,,,-58600000.0,96500000.0,6700000.0,,240900000.0,,,,0.0,,,-5600000.0,,,136900000.0,23400000.0,,134415819.0,,516200000.0,-471700000.0,0.0,-2900000.0,0.24,,1289700000.0,539500000.0,173800000.0,856100000.0,223900000.0,433600000.0,1289700000.0,433600000.0,-7200000.0,-1500000.0,210100000.0,,-500000.0,-500000.0,,,,
2023-12-31,3M,EUR,278100000.0,259500000.0,224200000.0,-39400000.0,5000000.0,,,111500000.0,145400000.0,7000000.0,58100000.0,58100000.0,57600000.0,500000.0,7000000.0,548400000.0,1300000.0,141900000.0,430000000.0,25400000.0,23600000.0,49000000.0,487600000.0,20700000.0,14400000.0,-24200000.0,,,,49200000.0,77900000.0,92300000.0,444323800.0,,3100000.0,195500000.0,987300000.0,298900000.0,230800000.0,151300000.0,200000.0,21400000.0,612400000.0,6700000.0,5000000.0,,75900000.0,120000000.0,40400000.0,160400000.0,25900000.0,21500000.0,35800000.0,243023800.0,346900000.0,,5900000.0,49200000.0,49200000.0,71900000.0,49200000.0,49200000.0,71900000.0,-3400000.0,-3400000.0,230800000.0,-438900000.0,84000000.0,163400000.0,41800000.0,4538000.0,92300000.0,49200000.0,112700000.0,38600000.0,293200000.0,134415819.0,,8600000.0,791800000.0,,4238000.0,19100000.0,79900000.0,6300000.0,72800000.0,,,0.0,382200000.0,18000000.0,45900000.0,0.0,16000000.0,141900000.0,14400000.0,317200000.0,134416598.0,,548400000.0,-438900000.0,0.0,10000000.0,0.217865,,1774238000.0,588800000.0,209400000.0,895300000.0,254600000.0,878938000.0,1344238000.0,391338000.0,53000000.0,5600000.0,293200000.0,24200000.0,,,,779.0,2300000.0,-57600000.0
2024-03-31,3M,EUR,,,,,,134415819.0,-0.014879,,156600000.0,,,,,,,546300000.0,,135700000.0,,,,,,,19000000.0,19000000.0,,134415819.0,-0.014879,-2000000.0,-2800000.0,16200000.0,470131638.0,,,,984200000.0,,,96400000.0,,,546300000.0,,34200000.0,,,156600000.0,,156600000.0,,,,268831638.0,346300000.0,700000.0,,-2000000.0,-2000000.0,-2700000.0,-2000000.0,-2000000.0,-2700000.0,-3500000.0,-3500000.0,,-437900000.0,86400000.0,,,,16400000.0,-1848000.0,99200000.0,-2800000.0,232100000.0,134415819.0,,,,,,,,,,,100000.0,0.0,,,-6400000.0,,,135700000.0,19000000.0,,134416598.0,-100000.0,546300000.0,-437900000.0,-48000.0,-3700000.0,0.24,,,546300000.0,156600000.0,,234900000.0,,,,-2800000.0,,232100000.0,,-200000.0,-200000.0,,779.0,,
