symbol,asOfDate,periodType,currencyCode,NetIncome
CAI.MI,2023-03-31,3M,EUR,-3000000.0
CAI.MI,2023-06-30,3M,EUR,18900000.0
CAI.MI,2023-09-30,3M,EUR,-26700000.0
CAI.MI,2023-12-31,3M,EUR,49200000.0
CAI.MI,2024-03-31,3M,EUR,-2000000.0
CAI.MI,2024-03-31,TTM,EUR,39400000.0
