symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DerivativeProductLiabilities,FinancialAssets,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsinAssociatesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,WorkInProcess,WorkingCapital
CAI.MI,2022-12-31,3M,EUR,307100000.0,264300000.0,224200000.0,-37900000.0,5400000.0,127700000.0,,7000000.0,54300000.0,56200000.0,53900000.0,400000.0,7000000.0,,500000.0,444800000.0,28800000.0,31800000.0,60600000.0,538600000.0,32000000.0,400000.0,400000.0,3300000.0,195500000.0,,302200000.0,250400000.0,,35500000.0,,6900000.0,,25900000.0,78700000.0,,40000000.0,,25500000.0,27100000.0,36900000.0,,17500000.0,250400000.0,,,163400000.0,44300000.0,4300000.0,,22800000.0,8400000.0,794700000.0,4300000.0,900000.0,77200000.0,6600000.0,70100000.0,1900000.0,408000000.0,18700000.0,0.0,28400000.0,293800000.0,,,,27300000.0,1814700000.0,,,866800000.0,947900000.0,1369900000.0,409300000.0,23700000.0,1300000.0,779.0,3800000.0,-93800000.0
CAI.MI,2023-03-31,3M,EUR,,,,,,,157300000.0,,,,,,,521800000.0,,,,,,,,,,,,987500000.0,,250600000.0,,,521800000.0,,36100000.0,,,157300000.0,,157300000.0,,,,340900000.0,,250600000.0,-465700000.0,92300000.0,163700000.0,,,134415819.0,,,,-65600000.0,117200000.0,,250600000.0,,,,,,,,134416598.0,521800000.0,-465700000.0,,1300900000.0,521800000.0,157300000.0,862700000.0,438200000.0,1300900000.0,438200000.0,,,779.0,,
CAI.MI,2023-06-30,3M,EUR,287300000.0,276300000.0,224200000.0,,5400000.0,118900000.0,153900000.0,7000000.0,62000000.0,63500000.0,,,7000000.0,521600000.0,1400000.0,467300000.0,27200000.0,52500000.0,79700000.0,537200000.0,30300000.0,,700000.0,,195500000.0,986600000.0,,238700000.0,,32400000.0,632500000.0,6800000.0,5400000.0,25900000.0,77100000.0,126700000.0,58400000.0,185100000.0,25900000.0,25900000.0,34700000.0,341700000.0,48900000.0,238700000.0,-465000000.0,85300000.0,163700000.0,44000000.0,,134415819.0,,102100000.0,791100000.0,3700000.0,-100000.0,11500000.0,6600000.0,95100000.0,1500000.0,325100000.0,,0.0,,290400000.0,134416598.0,521600000.0,-465000000.0,,1820400000.0,580000000.0,264800000.0,863300000.0,957100000.0,1353100000.0,419900000.0,26300000.0,1300000.0,779.0,,-69900000.0
CAI.MI,2023-09-30,3M,EUR,,,,,,,150500000.0,,,,,,,516200000.0,,,,,,,,,,,,987900000.0,,240900000.0,,,539500000.0,,34000000.0,,,150500000.0,23300000.0,173800000.0,,,,339900000.0,23300000.0,240900000.0,-471700000.0,85500000.0,163300000.0,,,134415819.0,,,,-58600000.0,96500000.0,,240900000.0,,,,,,,,134415819.0,516200000.0,-471700000.0,,1289700000.0,539500000.0,173800000.0,856100000.0,433600000.0,1289700000.0,433600000.0,,,,,
CAI.MI,2023-12-31,3M,EUR,278100000.0,259500000.0,224200000.0,-39400000.0,5000000.0,111500000.0,145400000.0,7000000.0,58100000.0,58100000.0,57600000.0,500000.0,7000000.0,548400000.0,1300000.0,430000000.0,25400000.0,23600000.0,49000000.0,487600000.0,20700000.0,,,3100000.0,195500000.0,987300000.0,298900000.0,230800000.0,200000.0,21400000.0,612400000.0,6700000.0,5000000.0,,75900000.0,120000000.0,40400000.0,160400000.0,25900000.0,21500000.0,35800000.0,346900000.0,5900000.0,230800000.0,-438900000.0,84000000.0,163400000.0,41800000.0,4538000.0,134415819.0,,8600000.0,791800000.0,,4238000.0,79900000.0,6300000.0,72800000.0,,382200000.0,18000000.0,0.0,16000000.0,317200000.0,134416598.0,548400000.0,-438900000.0,,1774238000.0,588800000.0,209400000.0,895300000.0,878938000.0,1344238000.0,391338000.0,24200000.0,,779.0,2300000.0,-57600000.0
CAI.MI,2024-03-31,3M,EUR,,,,,,,156600000.0,,,,,,,546300000.0,,,,,,,,,,,,984200000.0,,,,,546300000.0,,34200000.0,,,156600000.0,,156600000.0,,,,346300000.0,,,-437900000.0,86400000.0,,,,134415819.0,,,,,,,,,,,,,,,134416598.0,546300000.0,-437900000.0,,,546300000.0,156600000.0,,,,,,,779.0,,
