asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalExpenditureReported,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancialAssets,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsinAssociatesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetInvestmentPropertiesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,PurchaseOfInvestment,PurchaseOfInvestmentProperties,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,RetainedEarnings,SaleOfInvestment,SaleOfPPE,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,-27100000.0,,,,,,,,,,-28600000.0,,,,,-31200000.0,,,,,2000000.0,,,,,,-31200000.0,,,,,,,,,,,,,,,1000000.0,,,,,,,,,,,,1400000.0,300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147400000.0,,,,,,,,,,-28600000.0,,-51400000.0,-44500000.0,,,,,,-6900000.0,,,,,1900000.0,,,,,,,,,,,,,16700000.0,,,,,,,,-100000.0,,,,58700000.0,,,,,-28600000.0,,,,,,,,,,,,,,,,13200000.0,,,,,,,,,,,,,,,,900000.0,,,,
2020-12-31,12M,EUR,243500000.0,244200000.0,,224200000.0,-40600000.0,30400000.0,2500000.0,134415819.0,0.122,41300000.0,144500000.0,-25100000.0,,180900000.0,7000000.0,87400000.0,94300000.0,,87200000.0,200000.0,45500000.0,6100000.0,,-14000000.0,16600000.0,8700000.0,45600000.0,7000000.0,,468400000.0,100000.0,544500000.0,409300000.0,28800000.0,97400000.0,126200000.0,529300000.0,29400000.0,-5300000.0,70100000.0,70100000.0,67300000.0,36900000.0,1000000.0,134415819.0,0.122,16500000.0,30000000.0,100100000.0,86800000.0,466201595.0,,-50200000.0,2400000.0,78900000.0,2900000.0,-8700000.0,198500000.0,982300000.0,284800000.0,219700000.0,425100000.0,,2700000.0,6500000.0,6500000.0,700000.0,700000.0,-8500000.0,19900000.0,624700000.0,-8200000.0,16200000.0,2500000.0,,19700000.0,152100000.0,58900000.0,211000000.0,34600000.0,27700000.0,49000000.0,169901595.0,309400000.0,-12600000.0,68900000.0,16500000.0,16500000.0,29000000.0,0.0,16500000.0,16500000.0,29000000.0,29000000.0,-9600000.0,-25100000.0,3500000.0,,,-9600000.0,-26600000.0,13300000.0,219700000.0,-25000000.0,,-513900000.0,96300000.0,164200000.0,51200000.0,,101700000.0,17716000.0,104000000.0,406700000.0,18400000.0,969600000.0,134415819.0,-100000.0,,101200000.0,783800000.0,1500000.0,2000000.0,100000.0,19000000.0,19000000.0,8800000.0,6400000.0,28400000.0,6900000.0,-6200000.0,0.0,272400000.0,-2600000.0,,12300000.0,23500000.0,0.0,-500000.0,-25100000.0,-25100000.0,16000000.0,544500000.0,70100000.0,-200000.0,237200000.0,4000000.0,100000.0,134416598.0,-900000.0,468400000.0,-513900000.0,-384000.0,-5500000.0,0.24,10200000.0,8200000.0,1763300000.0,527300000.0,337200000.0,777800000.0,951200000.0,985500000.0,1354000000.0,456200000.0,30500000.0,3800000.0,969600000.0,20100000.0,-1600000.0,-1600000.0,1000000.0,779.0,1500000.0,-120000000.0,4400000.0
2021-12-31,12M,EUR,298800000.0,288800000.0,,224200000.0,-40900000.0,32200000.0,2400000.0,134415819.0,0.38,87400000.0,150600000.0,-31100000.0,,184800000.0,7000000.0,113000000.0,113300000.0,-11600000.0,112700000.0,300000.0,26200000.0,300000.0,,-12700000.0,19600000.0,7200000.0,26200000.0,7000000.0,,514400000.0,200000.0,588400000.0,485900000.0,29900000.0,36400000.0,66300000.0,534000000.0,30700000.0,16800000.0,67700000.0,67700000.0,67700000.0,35500000.0,,134415819.0,0.37942,51000000.0,101800000.0,169500000.0,113000000.0,474008270.0,100000.0,-118600000.0,2400000.0,129400000.0,2100000.0,,195400000.0,985100000.0,329700000.0,218400000.0,482400000.0,,100000.0,5000000.0,5000000.0,100000.0,100000.0,-8800000.0,19600000.0,590400000.0,-15700000.0,7000000.0,2400000.0,29700000.0,19000000.0,154900000.0,39600000.0,194500000.0,29700000.0,31200000.0,42100000.0,274208270.0,333300000.0,-28900000.0,,51000000.0,51000000.0,79900000.0,0.0,51000000.0,51000000.0,79900000.0,79900000.0,-10700000.0,,5500000.0,,,-10700000.0,-80900000.0,-800000.0,218400000.0,-20400000.0,,-470700000.0,86800000.0,162100000.0,49800000.0,4700000.0,164100000.0,46537190.082645,160500000.0,417100000.0,65300000.0,1070800000.0,134415819.0,-600000.0,5700000.0,40300000.0,789700000.0,2400000.0,4700000.0,-200000.0,39100000.0,24200000.0,37600000.0,6500000.0,24600000.0,300000.0,-6800000.0,0.0,356600000.0,-2500000.0,,18800000.0,96800000.0,0.0,-1500000.0,,-31100000.0,15100000.0,588400000.0,67700000.0,2000000.0,283200000.0,7000000.0,10700000.0,134416598.0,5800000.0,514400000.0,-470700000.0,937190.082645,16800000.0,0.173554,20800000.0,-4300000.0,1820300000.0,554000000.0,260800000.0,847700000.0,1005500000.0,972600000.0,1334400000.0,438600000.0,103200000.0,5800000.0,1070800000.0,20200000.0,5400000.0,5400000.0,1200000.0,779.0,2100000.0,-48100000.0,900000.0
2022-12-31,12M,EUR,307100000.0,264300000.0,,224200000.0,-37900000.0,34400000.0,5400000.0,134415819.0,0.239,113000000.0,127700000.0,-91900000.0,,162400000.0,7000000.0,54300000.0,56200000.0,-36300000.0,53900000.0,400000.0,-58700000.0,-15900000.0,,4700000.0,-100000.0,-11300000.0,-58800000.0,7000000.0,,525000000.0,500000.0,625100000.0,444800000.0,28800000.0,31800000.0,60600000.0,538600000.0,32000000.0,4700000.0,71900000.0,71900000.0,71000000.0,36600000.0,400000.0,134415819.0,0.238811,32100000.0,61400000.0,133300000.0,54300000.0,344610738.0,400000.0,-68300000.0,3300000.0,11200000.0,4100000.0,,195500000.0,990200000.0,302200000.0,250400000.0,438900000.0,,900000.0,5000000.0,5000000.0,200000.0,200000.0,-9100000.0,35500000.0,596800000.0,-93600000.0,6900000.0,5400000.0,25900000.0,78700000.0,133600000.0,40000000.0,173600000.0,25500000.0,27100000.0,36900000.0,200010738.0,341800000.0,-19600000.0,17500000.0,32100000.0,32100000.0,51700000.0,0.0,32100000.0,32100000.0,51700000.0,51700000.0,-8600000.0,,-2500000.0,,,-8600000.0,-5100000.0,100000.0,250400000.0,-91200000.0,,-465200000.0,86000000.0,163400000.0,44300000.0,4300000.0,137200000.0,35675000.0,103100000.0,417000000.0,21900000.0,1064000000.0,134415819.0,100000.0,22800000.0,8400000.0,794700000.0,12700000.0,4300000.0,900000.0,50400000.0,28600000.0,77200000.0,6600000.0,70100000.0,1900000.0,,0.0,408000000.0,-2800000.0,,18700000.0,56400000.0,0.0,-3000000.0,,-91900000.0,28400000.0,625100000.0,71900000.0,400000.0,293800000.0,500000.0,700000.0,134416598.0,-3700000.0,525000000.0,-465200000.0,-325000.0,4700000.0,0.083333,27300000.0,-14700000.0,1814700000.0,565000000.0,234200000.0,866800000.0,1042100000.0,947900000.0,1369900000.0,409300000.0,69300000.0,3800000.0,1064000000.0,23700000.0,-3900000.0,-3900000.0,1300000.0,779.0,3800000.0,-93800000.0,2800000.0
2023-12-31,12M,EUR,278100000.0,259500000.0,,224200000.0,-39400000.0,38600000.0,5000000.0,134415819.0,0.285681,54300000.0,111500000.0,-38600000.0,,145400000.0,7000000.0,58100000.0,58100000.0,-31200000.0,57600000.0,500000.0,-2300000.0,14100000.0,,-44500000.0,3700000.0,-26700000.0,-2300000.0,7000000.0,,548400000.0,1300000.0,594600000.0,430000000.0,25400000.0,23600000.0,49000000.0,487600000.0,20700000.0,14300000.0,74900000.0,74900000.0,74400000.0,35800000.0,,134415819.0,0.285681,38400000.0,83000000.0,157900000.0,51800000.0,444323800.0,,-72100000.0,3100000.0,68100000.0,,,195500000.0,987300000.0,298900000.0,230800000.0,456700000.0,200000.0,500000.0,7600000.0,7600000.0,500000.0,500000.0,-10000000.0,21400000.0,612400000.0,-36900000.0,6700000.0,5000000.0,,75900000.0,120000000.0,40400000.0,160400000.0,25900000.0,21500000.0,35800000.0,243023800.0,346900000.0,-22700000.0,5900000.0,38400000.0,38400000.0,61100000.0,0.0,38400000.0,38400000.0,61100000.0,61100000.0,-13900000.0,,2200000.0,,,-13900000.0,-14600000.0,-700000.0,230800000.0,-38400000.0,,-438900000.0,84000000.0,163400000.0,41800000.0,4538000.0,160300000.0,40344827.586207,106700000.0,413000000.0,43700000.0,1051300000.0,134415819.0,-200000.0,,8600000.0,791800000.0,11300000.0,,4238000.0,48000000.0,16800000.0,79900000.0,6300000.0,72800000.0,,,0.0,382200000.0,-14600000.0,,18000000.0,75400000.0,0.0,0.0,,-38600000.0,16000000.0,594600000.0,74900000.0,2400000.0,317200000.0,2200000.0,200000.0,134416598.0,-4800000.0,548400000.0,-438900000.0,-455172.413793,14300000.0,0.189655,,-3800000.0,1774238000.0,588800000.0,209400000.0,895300000.0,1007600000.0,878938000.0,1344238000.0,391338000.0,86900000.0,6800000.0,1051300000.0,24200000.0,-2400000.0,-2400000.0,,779.0,2300000.0,-57600000.0,4300000.0
