symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,DeferredTax,Depreciation,DepreciationAndAmortization,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnSaleOfPPE,InterestPaidCFO,InterestReceivedCFO,InvestingCashFlow,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,RepaymentOfDebt,SaleOfPPE,TaxesRefundPaid
IRC.MI,2022-09-30,TTM,EUR,54000.0,4752000.0,-13875000.0,-1327000.0,1090000.0,-13570000.0,-2541000.0,14487000.0,14619000.0,12995000.0,1090000.0,,1141000.0,7225000.0,7279000.0,999000.0,5842000.0,-2811000.0,3211000.0,-749000.0,-2957000.0,3537000.0,-13185000.0,2395000.0,2395000.0,-11539000.0,,-3000.0,-688000.0,5488000.0,5467000.0,-16000.0,17900000.0,-9144000.0,-19381000.0,-13095000.0,17086000.0,-579000.0,-200000.0,,-16000.0,-13859000.0,-11539000.0,764000.0,-8175000.0
IRC.MI,2022-12-31,3M,EUR,16000.0,6840000.0,-4350000.0,0.0,-1259000.0,-2883000.0,-3563000.0,-16163000.0,23818000.0,1209000.0,-1259000.0,0.0,469000.0,1602000.0,1618000.0,27000.0,5608000.0,-3168000.0,1693000.0,-4000.0,-1406000.0,1156000.0,-4134000.0,5000000.0,5000000.0,-952000.0,186000.0,0.0,214000.0,4232000.0,4231000.0,-17000.0,4048000.0,4048000.0,-7216000.0,-4303000.0,6043000.0,250000.0,-50000.0,,-17000.0,-4333000.0,-952000.0,30000.0,-1644000.0
IRC.MI,2023-03-31,3M,EUR,9000.0,5608000.0,-3122000.0,,2406000.0,-3848000.0,4038000.0,13993000.0,-12711000.0,1472000.0,2406000.0,,714000.0,1620000.0,1629000.0,25000.0,8039000.0,1431000.0,786000.0,-11000.0,-1114000.0,900000.0,-2933000.0,,,-1863000.0,0.0,0.0,-32000.0,2569000.0,2569000.0,-20000.0,-1863000.0,-1863000.0,3294000.0,-2913000.0,3908000.0,214000.0,300000.0,0.0,-20000.0,-3102000.0,-1863000.0,189000.0,-2733000.0
IRC.MI,2023-06-30,3M,EUR,22000.0,8039000.0,-1990000.0,,1365000.0,4498000.0,700000.0,-10235000.0,-4597000.0,-9634000.0,1365000.0,,851000.0,1894000.0,1916000.0,155000.0,9559000.0,6612000.0,-5086000.0,-9000.0,-1298000.0,378000.0,-2151000.0,,,-1269000.0,,-38000.0,-255000.0,2375000.0,2376000.0,-56000.0,-1269000.0,-1269000.0,9511000.0,-2095000.0,-3096000.0,919000.0,333000.0,,-56000.0,-1934000.0,-1269000.0,-161000.0,1327000.0
IRC.MI,2023-09-30,3M,EUR,16000.0,9559000.0,-4020000.0,0.0,-14000.0,18678000.0,-2579000.0,-3358000.0,5222000.0,17963000.0,-14000.0,0.0,1541000.0,1586000.0,1602000.0,-74000.0,9471000.0,-20815000.0,20721000.0,-68000.0,-1037000.0,939000.0,-3940000.0,0.0,0.0,-1785000.0,,-44000.0,96000.0,1608000.0,1609000.0,0.0,-1785000.0,-1785000.0,-18986000.0,-3940000.0,24741000.0,99000.0,0.0,,0.0,-4020000.0,-1785000.0,80000.0,1997000.0
IRC.MI,2023-09-30,TTM,EUR,63000.0,6840000.0,-13482000.0,-1592000.0,2498000.0,16445000.0,-1404000.0,-15763000.0,11732000.0,11010000.0,2498000.0,-1592000.0,3575000.0,6702000.0,6765000.0,133000.0,9338000.0,-15940000.0,18114000.0,-92000.0,-4855000.0,3373000.0,-13158000.0,5000000.0,5000000.0,-5869000.0,186000.0,-82000.0,23000.0,10784000.0,10785000.0,-93000.0,-869000.0,-869000.0,-13397000.0,-13251000.0,31596000.0,1482000.0,583000.0,,-93000.0,-13389000.0,-5869000.0,138000.0,-1053000.0
IRC.MI,2024-03-31,3M,EUR,30000.0,14167000.0,-5188000.0,,-5459000.0,-15195000.0,991000.0,9482000.0,-9644000.0,-14366000.0,-5459000.0,,1223000.0,1673000.0,1703000.0,-23000.0,8685000.0,9121000.0,-14633000.0,-48000.0,-803000.0,919000.0,-5135000.0,,,-1804000.0,,-56000.0,-212000.0,2245000.0,2257000.0,-25000.0,-1804000.0,-1804000.0,10981000.0,-5110000.0,-9445000.0,-116000.0,0.0,,-25000.0,-5163000.0,-1804000.0,53000.0,-7000.0
IRC.MI,2024-03-31,TTM,EUR,163000.0,8039000.0,-16300000.0,,600000.0,13677000.0,1129000.0,1279000.0,-1099000.0,14986000.0,600000.0,,4748000.0,6838000.0,7001000.0,46000.0,8639000.0,-20825000.0,21340000.0,-239000.0,-3280000.0,2609000.0,-16215000.0,,,-6111000.0,,-138000.0,-123000.0,7902000.0,7917000.0,-233000.0,-6111000.0,-6111000.0,-12984000.0,-15982000.0,37640000.0,1604000.0,-317000.0,,-233000.0,-16067000.0,-6111000.0,85000.0,2728000.0
