symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,FinishedGoods,FixedAssetsRevaluationReserve,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinSubsidiariesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherInvestments,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RestrictedCash,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital
IRC.MI,2019-12-31,12M,EUR,13454746.0,61350882.0,40572000.0,-651000.0,,13639000.0,227000.0,14626560.0,8632000.0,8632000.0,8621000.0,8632000.0,14626560.0,131845330.0,1436379.0,155563394.0,88000.0,42099000.0,42187000.0,63336253.0,366364.0,43506000.0,22328000.0,256300.0,62001000.0,51540379.0,372000.0,-3924000.0,82308481.0,182552330.0,,234765.0,113010.0,13042000.0,139000.0,8608000.0,8747000.0,113010.0,534920.0,21672000.0,-343966.0,42075000.0,51540379.0,131589030.0,1375021.0,127125.0,5099185.0,26590012.0,-741.0,639.0,-1389.0,256300.0,481.0,,249.0,-175.0,3926000.0,1751000.0,990000.0,,18465828.0,1848422.0,832772.0,0.0,25825000.0,14000.0,11630159.0,28128000.0,131845330.0,131589030.0,1896772.0,209345672.0,140453330.0,50934000.0,131501364.0,77844308.0,53782278.0,14508055.0,1085082.0,1537988.0,800000.0,12977000.0,92227141.0
IRC.MI,2020-12-31,12M,EUR,21201000.0,73907000.0,40563000.0,-859000.0,125000.0,12340000.0,381000.0,14627000.0,10260000.0,10260000.0,,10260000.0,14627000.0,122932000.0,971000.0,164244000.0,138000.0,30381000.0,30519000.0,59950000.0,195000.0,41024000.0,22328000.0,133000.0,74766000.0,43376000.0,610000.0,,76231000.0,174382000.0,125000.0,,102000.0,12820000.0,243000.0,21069000.0,21312000.0,102000.0,309000.0,15702000.0,-308000.0,41190000.0,43376000.0,122799000.0,1387000.0,182000.0,4990000.0,26579912.0,1126000.0,1950000.0,-2000.0,133000.0,-110.0,,59.0,-38.0,3747000.0,1543000.0,1208000.0,,26903000.0,1950000.0,7236.0,0.0,24314000.0,1293000.0,10753000.0,28128000.0,122932000.0,122799000.0,735000.0,209367000.0,144001000.0,51831000.0,122624000.0,86743000.0,45123000.0,26793000.0,1955000.0,1548088.0,805000.0,10893000.0,104294000.0
IRC.MI,2021-12-31,12M,EUR,30402000.0,91924000.0,40474000.0,-1766000.0,5000.0,11483000.0,267000.0,14627000.0,10678000.0,10814000.0,,10678000.0,14627000.0,132267000.0,5475000.0,209958000.0,101000.0,57668000.0,57769000.0,101419000.0,299000.0,52302000.0,22328000.0,60000.0,93690000.0,44187000.0,530000.0,,104985000.0,207615000.0,5000.0,,111000.0,14305000.0,166000.0,17680000.0,17846000.0,111000.0,167000.0,11479000.0,-305000.0,64670000.0,44187000.0,132207000.0,2002000.0,87000.0,4842000.0,26542912.0,650000.0,1897000.0,-1000.0,60000.0,,111000.0,,,4551000.0,1445000.0,87000.0,136000.0,41101000.0,1897000.0,7000.0,0.0,34786000.0,143000.0,63993000.0,28128000.0,132267000.0,132207000.0,961000.0,256323000.0,149947000.0,75615000.0,131962000.0,124361000.0,46365000.0,22942000.0,6148000.0,1585088.0,824000.0,17897000.0,108539000.0
IRC.MI,2022-12-31,12M,EUR,27240000.0,61498000.0,40471000.0,-1966000.0,7000.0,10537000.0,295000.0,14627000.0,5608000.0,5941000.0,,5608000.0,14627000.0,145110000.0,12278000.0,193919000.0,121000.0,46245000.0,46366000.0,82127000.0,257000.0,54170000.0,,49000.0,63464000.0,51613000.0,142000.0,,117988000.0,210956000.0,5000.0,,,14593000.0,174000.0,19601000.0,19775000.0,,280000.0,12832000.0,-325000.0,60238000.0,51613000.0,145061000.0,2357000.0,338000.0,3449000.0,26541612.0,1154000.0,,,,,,2813000.0,2000.0,4023000.0,1373000.0,184000.0,333000.0,32888000.0,2001000.0,15000.0,0.0,47177000.0,,71896000.0,28128000.0,145110000.0,145061000.0,6997000.0,250756000.0,164711000.0,66141000.0,144785000.0,105971000.0,56837000.0,23844000.0,1625000.0,1586388.0,825000.0,16641000.0,111792000.0
