symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,CapitalExpenditureReported,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnSaleOfPPE,InterestPaidCFO,InterestReceivedCFO,InvestingCashFlow,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfBusiness,SaleOfPPE,TaxesRefundPaid
IRC.MI,2019-12-31,12M,EUR,,7019000.0,-5910000.0,-5885000.0,-1330000.0,1507000.0,13698000.0,519000.0,-2932000.0,8828000.0,20113000.0,1507000.0,-1330000.0,-43000.0,-782000.0,7194000.0,7194000.0,107000.0,8633000.0,-18144000.0,19632000.0,-25000.0,-852000.0,2996000.0,-5891000.0,0.0,0.0,-8860000.0,,-43000.0,-464000.0,1942159.0,1973000.0,-181000.0,,-16975000.0,-8860000.0,204000.0,-5710000.0,-8115000.0,25542000.0,-2133000.0,0.0,,-181000.0,,-5729000.0,-8860000.0,-43000.0,,19000.0,-2478000.0
IRC.MI,2020-12-31,12M,EUR,124000.0,8632000.0,-2140000.0,,,2628000.0,2446000.0,1419000.0,8032000.0,-16870000.0,-4973000.0,2628000.0,0.0,-14000.0,1531000.0,6975000.0,7099000.0,-1000000.0,10260000.0,-224000.0,2839000.0,2000.0,-1076000.0,2463000.0,-2127000.0,15933000.0,15933000.0,-3486000.0,,-14000.0,66000.0,2726000.0,2762000.0,-7000.0,,901000.0,12447000.0,-1111000.0,-2120000.0,-11546000.0,4979000.0,-1494000.0,10000.0,,-7000.0,,-2133000.0,-3486000.0,-14000.0,,13000.0,-1411000.0
IRC.MI,2021-12-31,12M,EUR,100000.0,10260000.0,-7699000.0,,-797000.0,161000.0,-28029000.0,3584000.0,9134000.0,-17730000.0,-33041000.0,161000.0,-797000.0,-108000.0,4777000.0,7335000.0,7435000.0,257000.0,10678000.0,23529000.0,-23428000.0,-57000.0,-3259000.0,2672000.0,-7639000.0,5395000.0,5395000.0,-8887000.0,-2000.0,-108000.0,-725000.0,9376000.0,9379000.0,-26000.0,-2000.0,-3492000.0,-3492000.0,27926000.0,-7611000.0,27044000.0,-15729000.0,588000.0,100000.0,-2000.0,-26000.0,-2000.0,-7673000.0,-8887000.0,-108000.0,,62000.0,-3759000.0
IRC.MI,2022-09-30,TTM,EUR,54000.0,4752000.0,-13875000.0,,-1327000.0,1090000.0,-13570000.0,-2541000.0,14487000.0,14619000.0,12995000.0,1090000.0,,,1141000.0,7225000.0,7279000.0,999000.0,5842000.0,-2811000.0,3211000.0,-749000.0,-2957000.0,3537000.0,-13185000.0,2395000.0,2395000.0,-11539000.0,,-3000.0,-688000.0,5488000.0,5467000.0,-16000.0,,17900000.0,-9144000.0,-19381000.0,-13095000.0,,17086000.0,-579000.0,-200000.0,,-16000.0,,-13859000.0,-11539000.0,,,764000.0,-8175000.0
IRC.MI,2022-12-31,12M,EUR,42000.0,10678000.0,-13639000.0,,-1327000.0,-6006000.0,-11792000.0,-8882000.0,-3226000.0,31646000.0,7746000.0,-6006000.0,-1327000.0,,1094000.0,7192000.0,7234000.0,936000.0,5608000.0,-10882000.0,4020000.0,-703000.0,-4035000.0,3759000.0,-12783000.0,12000000.0,12000000.0,-10176000.0,113000.0,-3000.0,-144000.0,9224000.0,9204000.0,-30000.0,,1824000.0,1824000.0,-11376000.0,-12866000.0,,17659000.0,276000.0,150000.0,,-30000.0,,-13609000.0,-10176000.0,,113000.0,743000.0,-6922000.0
IRC.MI,2023-09-30,TTM,EUR,63000.0,6840000.0,-13482000.0,,-1592000.0,2498000.0,16445000.0,-1404000.0,-15763000.0,11732000.0,11010000.0,2498000.0,-1592000.0,,3575000.0,6702000.0,6765000.0,133000.0,9338000.0,-15940000.0,18114000.0,-92000.0,-4855000.0,3373000.0,-13158000.0,5000000.0,5000000.0,-5869000.0,186000.0,-82000.0,23000.0,10784000.0,10785000.0,-93000.0,,-869000.0,-869000.0,-13397000.0,-13251000.0,,31596000.0,1482000.0,583000.0,,-93000.0,,-13389000.0,-5869000.0,,,138000.0,-1053000.0
IRC.MI,2024-03-31,TTM,EUR,163000.0,8039000.0,-16300000.0,,,600000.0,13677000.0,1129000.0,1279000.0,-1099000.0,14986000.0,600000.0,,,4748000.0,6838000.0,7001000.0,46000.0,8639000.0,-20825000.0,21340000.0,-239000.0,-3280000.0,2609000.0,-16215000.0,,,-6111000.0,,-138000.0,-123000.0,7902000.0,7917000.0,-233000.0,,-6111000.0,-6111000.0,-12984000.0,-15982000.0,,37640000.0,1604000.0,-317000.0,,-233000.0,,-16067000.0,-6111000.0,,,85000.0,2728000.0
