symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,FinishedGoods,FixedAssetsRevaluationReserve,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentinFinancialAssets,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital
IRC.MI,2022-12-31,3M,EUR,27240000.0,61498000.0,40471000.0,-1966000.0,7000.0,10537000.0,295000.0,14627000.0,5608000.0,5941000.0,5608000.0,14627000.0,145110000.0,12278000.0,193919000.0,121000.0,46245000.0,46366000.0,82127000.0,257000.0,54170000.0,,49000.0,63464000.0,51613000.0,142000.0,117988000.0,210956000.0,5000.0,14593000.0,174000.0,19601000.0,19775000.0,280000.0,12832000.0,-325000.0,60238000.0,51613000.0,145061000.0,2357000.0,338000.0,3449000.0,26541612.0,1154000.0,,,2813000.0,2000.0,4023000.0,1373000.0,184000.0,333000.0,32888000.0,2001000.0,15000.0,0.0,47177000.0,71896000.0,28128000.0,145110000.0,145061000.0,6997000.0,250756000.0,164711000.0,66141000.0,144785000.0,105971000.0,56837000.0,23844000.0,1625000.0,1586388.0,825000.0,16641000.0,111792000.0
IRC.MI,2023-03-31,3M,EUR,41278000.0,74506000.0,40471000.0,-1950000.0,5000.0,10327000.0,260000.0,14627000.0,8039000.0,8316000.0,,14627000.0,148318000.0,15156000.0,212636000.0,145000.0,49720000.0,49865000.0,100982000.0,237000.0,56934000.0,22328000.0,61000.0,76456000.0,53052000.0,410000.0,122139000.0,215758000.0,5000.0,14579000.0,115000.0,17720000.0,17835000.0,558000.0,11709000.0,-326000.0,59401000.0,53052000.0,148257000.0,2436000.0,332000.0,3354000.0,26541612.0,1655000.0,,,2863000.0,,5015000.0,1281000.0,370000.0,277000.0,48789000.0,1531000.0,17000.0,0.0,46948000.0,25165000.0,28128000.0,148318000.0,148257000.0,5223000.0,271053000.0,166038000.0,67700000.0,147992000.0,123061000.0,58417000.0,22079000.0,2496000.0,1586388.0,825000.0,18257000.0,111654000.0
IRC.MI,2023-06-30,3M,EUR,31269000.0,80056000.0,40442000.0,-1554000.0,,,308000.0,14627000.0,9559000.0,9752000.0,,14627000.0,150999000.0,16868000.0,213438000.0,105000.0,58729000.0,58834000.0,99686000.0,242000.0,59627000.0,22328000.0,94000.0,81610000.0,53714000.0,0.0,118709000.0,226205000.0,5000.0,,203000.0,16477000.0,16680000.0,893000.0,,-324000.0,65647000.0,53714000.0,150905000.0,2685000.0,295000.0,3459000.0,26523312.0,1119000.0,,1000.0,1753000.0,,4563000.0,36846000.0,313000.0,193000.0,37685000.0,2059000.0,17000.0,,38164000.0,21751000.0,28128000.0,150999000.0,150905000.0,3472000.0,271689000.0,167476000.0,75514000.0,150675000.0,121014000.0,58251000.0,21328000.0,1853000.0,1604688.0,835000.0,20918000.0,113752000.0
IRC.MI,2023-09-30,3M,EUR,27852000.0,74519000.0,40409000.0,-1254000.0,,11864000.0,272000.0,14627000.0,9471000.0,10071000.0,,14627000.0,152149000.0,15385000.0,187977000.0,108000.0,40196000.0,40304000.0,76364000.0,239000.0,47809000.0,22328000.0,79000.0,75773000.0,56025000.0,,99965000.0,207054000.0,5000.0,14660000.0,164000.0,14709000.0,14873000.0,892000.0,12700000.0,-324000.0,45434000.0,56025000.0,152070000.0,2380000.0,319000.0,3378000.0,26503587.0,821000.0,5915000.0,,1185000.0,,,1416000.0,238000.0,600000.0,27984000.0,1693000.0,,0.0,32278000.0,23360000.0,28128000.0,152149000.0,152070000.0,2363000.0,247651000.0,166858000.0,55177000.0,151825000.0,95826000.0,59674000.0,19462000.0,132000.0,1624413.0,845000.0,19878000.0,111613000.0
IRC.MI,2024-03-31,3M,EUR,42505000.0,76578000.0,40369000.0,-1131000.0,,11612000.0,361000.0,14627000.0,8685000.0,8958000.0,,14627000.0,155191000.0,17948000.0,199160000.0,115000.0,37416000.0,37531000.0,93622000.0,253000.0,48668000.0,22328000.0,126000.0,77709000.0,62333000.0,438000.0,109239000.0,204260000.0,5000.0,14600000.0,246000.0,11653000.0,11899000.0,848000.0,16397000.0,-310000.0,40384000.0,62333000.0,155065000.0,2381000.0,260000.0,3626000.0,26473587.0,2470000.0,1000.0,-1000.0,1131000.0,,5065000.0,1776000.0,435000.0,273000.0,52185000.0,1473000.0,17000.0,0.0,40315000.0,27278000.0,28128000.0,155191000.0,155065000.0,1025000.0,265136000.0,166844000.0,49430000.0,154881000.0,110255000.0,65976000.0,16633000.0,4615000.0,1654413.0,860000.0,20256000.0,105538000.0
