asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AmortizationCashFlow,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalExpenditureReported,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FixedAssetsRevaluationReserve,FreeCashFlow,GainLossOnSaleOfPPE,GeneralAndAdministrativeExpense,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InterestReceivedCFO,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinSubsidiariesatCost,IssuanceOfDebt,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherInvestments,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,RepaymentOfDebt,RepurchaseOfCapitalStock,RestrictedCash,RetainedEarnings,SaleOfBusiness,SaleOfPPE,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,13454746.0,61350882.0,40572000.0,-651000.0,55000.0,,,,,7019000.0,13639000.0,-5910000.0,-5885000.0,227000.0,14626560.0,8632000.0,8632000.0,-1330000.0,8621000.0,8632000.0,1507000.0,13698000.0,519000.0,-2932000.0,8828000.0,20113000.0,1507000.0,14626560.0,-1330000.0,131845330.0,-43000.0,1436379.0,273622880.0,155563394.0,88000.0,42099000.0,42187000.0,63336253.0,366364.0,-782000.0,7194000.0,7194000.0,7292000.0,7237000.0,,,1942159.0,3486326.0,10778326.0,107000.0,8633000.0,,-18144000.0,43506000.0,22328000.0,19632000.0,-25000.0,5240000.0,256300.0,62001000.0,51540379.0,39050910.0,372000.0,,763000.0,763000.0,1117000.0,1117000.0,-852000.0,2996000.0,-3924000.0,82308481.0,182552330.0,-5891000.0,,234765.0,113010.0,0.0,13042000.0,139000.0,8608000.0,8747000.0,0.0,-8860000.0,113010.0,534920.0,21672000.0,,-343966.0,-31125.0,,-43000.0,42075000.0,-464000.0,1942159.0,1942159.0,1973284.0,1942159.0,1942159.0,1973000.0,1973284.0,-181000.0,399000.0,,-16975000.0,-8860000.0,399000.0,204000.0,51540379.0,-5710000.0,-8115000.0,131589030.0,1375021.0,127125.0,5099185.0,8991326.0,647323.747812,25542000.0,38681481.0,369429.0,312673790.0,26590012.0,-741.0,639.0,-1389.0,256300.0,481.0,,-2133000.0,249.0,-175.0,736000.0,1125000.0,3926000.0,1751000.0,990000.0,,-157000.0,0.0,18465828.0,1848422.0,832772.0,2723326.0,0.0,0.0,,-181000.0,,-5729000.0,25825000.0,273622880.0,7194000.0,,-8860000.0,-43000.0,14000.0,11630159.0,,19000.0,5240000.0,28128000.0,53000.0,131845330.0,131589030.0,492164.747812,750042.0,0.275414,1896772.0,-2478000.0,209345672.0,140453330.0,50934000.0,131501364.0,312304361.0,77844308.0,53782278.0,14508055.0,422884.0,-45000.0,312673790.0,1085082.0,1787000.0,1787000.0,1537988.0,800000.0,12977000.0,92227141.0,104000.0
2020-12-31,12M,EUR,21201000.0,73907000.0,40563000.0,-859000.0,124000.0,124000.0,125000.0,26579912.0,0.103,8632000.0,12340000.0,-2140000.0,,381000.0,14627000.0,10260000.0,10260000.0,,,10260000.0,2628000.0,2446000.0,1419000.0,8032000.0,-16870000.0,-4973000.0,2628000.0,14627000.0,0.0,122932000.0,-14000.0,971000.0,255183000.0,164244000.0,138000.0,30381000.0,30519000.0,59950000.0,195000.0,1531000.0,6975000.0,7099000.0,7099000.0,6975000.0,26579912.0,0.103,2726000.0,5379000.0,12478000.0,-1000000.0,10260000.0,84466051.0,-224000.0,41024000.0,22328000.0,2839000.0,2000.0,4614000.0,133000.0,74766000.0,43376000.0,40688000.0,610000.0,0.0,1086000.0,1086000.0,967000.0,967000.0,-1076000.0,2463000.0,,76231000.0,174382000.0,-2127000.0,125000.0,,102000.0,15933000.0,12820000.0,243000.0,21069000.0,21312000.0,15933000.0,-3486000.0,102000.0,309000.0,15702000.0,44920051.0,-308000.0,-36000.0,,-14000.0,41190000.0,66000.0,2726000.0,2726000.0,2762000.0,2726000.0,2726000.0,2762000.0,2762000.0,-7000.0,1387000.0,,901000.0,12447000.0,1387000.0,-1111000.0,43376000.0,-2120000.0,-11546000.0,122799000.0,1387000.0,182000.0,4990000.0,12685000.0,2859178.197065,4979000.0,37285000.0,3403000.0,295871000.0,26579912.0,1126000.0,1950000.0,-2000.0,133000.0,-110.0,,-1494000.0,59.0,-38.0,609000.0,1661000.0,3747000.0,1543000.0,1208000.0,,-112000.0,0.0,26903000.0,1950000.0,7236.0,4293000.0,0.0,10000.0,,-7000.0,,-2133000.0,24314000.0,255183000.0,7099000.0,,-3486000.0,-14000.0,1293000.0,10753000.0,,13000.0,4614000.0,28128000.0,-333000.0,122932000.0,122799000.0,-73821.802935,1531000.0,0.356627,735000.0,-1411000.0,209367000.0,144001000.0,51831000.0,122624000.0,292468000.0,86743000.0,45123000.0,26793000.0,3196000.0,-2473000.0,295871000.0,1955000.0,-207000.0,-207000.0,1548088.0,805000.0,10893000.0,104294000.0,445000.0
2021-12-31,12M,EUR,30402000.0,91924000.0,40474000.0,-1766000.0,100000.0,100000.0,5000.0,26542912.0,0.353,10260000.0,11483000.0,-7699000.0,,267000.0,14627000.0,10678000.0,10814000.0,-797000.0,,10678000.0,161000.0,-28029000.0,3584000.0,9134000.0,-17730000.0,-33041000.0,161000.0,14627000.0,-797000.0,132267000.0,-108000.0,5475000.0,402712000.0,209958000.0,101000.0,57668000.0,57769000.0,101419000.0,299000.0,4777000.0,7335000.0,7435000.0,7435000.0,7335000.0,26542912.0,0.353,9376000.0,16857000.0,24292000.0,257000.0,10678000.0,147645885.0,23529000.0,52302000.0,22328000.0,-23428000.0,-57000.0,,60000.0,93690000.0,44187000.0,54875000.0,530000.0,162000.0,2700000.0,2700000.0,2300000.0,2300000.0,-3259000.0,2672000.0,,104985000.0,207615000.0,-7639000.0,5000.0,,111000.0,5395000.0,14305000.0,166000.0,17680000.0,17846000.0,5395000.0,-8887000.0,111000.0,167000.0,11479000.0,82813885.0,-305000.0,-3000.0,-2000.0,-108000.0,64670000.0,-725000.0,9376000.0,9376000.0,9379000.0,9376000.0,9376000.0,9379000.0,9379000.0,-26000.0,-400000.0,-2000.0,-3492000.0,-3492000.0,-400000.0,27926000.0,44187000.0,-7611000.0,27044000.0,132207000.0,2002000.0,87000.0,4842000.0,24981000.0,9832461.891644,-15729000.0,40430000.0,14445000.0,457587000.0,26542912.0,650000.0,1897000.0,-1000.0,60000.0,,111000.0,588000.0,,,447000.0,2529000.0,4551000.0,1445000.0,87000.0,136000.0,-73000.0,0.0,41101000.0,1897000.0,7000.0,14157000.0,0.0,100000.0,-2000.0,-26000.0,-2000.0,-7673000.0,34786000.0,402712000.0,7435000.0,216000.0,-8887000.0,-108000.0,143000.0,63993000.0,,62000.0,,28128000.0,-89000.0,132267000.0,132207000.0,-232538.108356,4778000.0,0.337501,961000.0,-3759000.0,256323000.0,149947000.0,75615000.0,131962000.0,443142000.0,124361000.0,46365000.0,22942000.0,14356000.0,2028000.0,457587000.0,6148000.0,-689000.0,-689000.0,1585088.0,824000.0,17897000.0,108539000.0,247000.0
2022-12-31,12M,EUR,27240000.0,61498000.0,40471000.0,-1966000.0,42000.0,42000.0,7000.0,26541612.0,0.348,10678000.0,10537000.0,-13639000.0,,295000.0,14627000.0,5608000.0,5941000.0,-1327000.0,,5608000.0,-6006000.0,-11792000.0,-8882000.0,-3226000.0,31646000.0,7746000.0,-6006000.0,14627000.0,-1327000.0,145110000.0,,12278000.0,407997000.0,193919000.0,121000.0,46245000.0,46366000.0,82127000.0,257000.0,1094000.0,7192000.0,7234000.0,7234000.0,7192000.0,26541612.0,0.348,9224000.0,14333000.0,21567000.0,936000.0,5608000.0,115782807.0,-10882000.0,54170000.0,,4020000.0,-703000.0,,49000.0,63464000.0,51613000.0,50085000.0,142000.0,0.0,4035000.0,4035000.0,3759000.0,3759000.0,-4035000.0,3759000.0,,117988000.0,210956000.0,-12783000.0,5000.0,,,12000000.0,14593000.0,174000.0,19601000.0,19775000.0,12000000.0,-10176000.0,,280000.0,12832000.0,52817807.0,-325000.0,20000.0,113000.0,-3000.0,60238000.0,-144000.0,9224000.0,9224000.0,9204000.0,9224000.0,9224000.0,9204000.0,9204000.0,-30000.0,-276000.0,,1824000.0,1824000.0,-276000.0,-11376000.0,51613000.0,-12866000.0,,145061000.0,2357000.0,338000.0,3449000.0,20542000.0,8307890.075743,17659000.0,39469000.0,10616000.0,458082000.0,26541612.0,1154000.0,,,,,,276000.0,2813000.0,2000.0,,2226000.0,4023000.0,1373000.0,184000.0,333000.0,-1025000.0,0.0,32888000.0,2001000.0,15000.0,10298000.0,0.0,150000.0,,-30000.0,,-13609000.0,47177000.0,407997000.0,7234000.0,270000.0,-10176000.0,,,71896000.0,113000.0,743000.0,,28128000.0,932000.0,145110000.0,145061000.0,108890.075743,1094000.0,0.106234,6997000.0,-6922000.0,250756000.0,164711000.0,66141000.0,144785000.0,447466000.0,105971000.0,56837000.0,23844000.0,,,458082000.0,1625000.0,1025000.0,1025000.0,1586388.0,825000.0,16641000.0,111792000.0,93000.0
2023-12-31,12M,EUR,,,,,,,,26524372.0,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26524372.0,0.31,,,,,,97318066.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52212066.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
