asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AmortizationCashFlow,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FixedAssetsRevaluationReserve,FreeCashFlow,GainLossOnSaleOfPPE,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InterestReceivedCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,IssuanceOfDebt,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,RepaymentOfDebt,RetainedEarnings,SaleOfPPE,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital,WriteOff
2022-12-31,3M,EUR,27240000.0,61498000.0,40471000.0,-1966000.0,16000.0,16000.0,7000.0,,,6840000.0,10537000.0,-4350000.0,295000.0,14627000.0,5608000.0,5941000.0,0.0,5608000.0,-1259000.0,-2883000.0,-3563000.0,-16163000.0,23818000.0,1209000.0,-1259000.0,14627000.0,0.0,145110000.0,12278000.0,76336000.0,193919000.0,121000.0,46245000.0,46366000.0,82127000.0,257000.0,469000.0,1602000.0,1618000.0,1618000.0,1602000.0,,,4232000.0,5971000.0,7589000.0,27000.0,5608000.0,,-3168000.0,54170000.0,,1693000.0,-4000.0,49000.0,63464000.0,51613000.0,14601000.0,142000.0,0.0,1271000.0,1271000.0,597000.0,597000.0,-1406000.0,1156000.0,117988000.0,210956000.0,-4134000.0,5000.0,5000000.0,14593000.0,174000.0,19601000.0,19775000.0,5000000.0,-952000.0,280000.0,12832000.0,,-325000.0,2000.0,186000.0,0.0,60238000.0,214000.0,4232000.0,4232000.0,4231000.0,4232000.0,4232000.0,4231000.0,4231000.0,-17000.0,-674000.0,4048000.0,4048000.0,-674000.0,-7216000.0,51613000.0,-4303000.0,145061000.0,2357000.0,338000.0,3449000.0,6818000.0,3537935.957447,6043000.0,9433000.0,5168000.0,90937000.0,26541612.0,1154000.0,,,250000.0,2813000.0,2000.0,,476000.0,4023000.0,1373000.0,184000.0,333000.0,-271000.0,0.0,32888000.0,2001000.0,15000.0,4700000.0,0.0,-50000.0,,-17000.0,-4333000.0,47177000.0,76336000.0,1618000.0,103000.0,-952000.0,71896000.0,30000.0,28128000.0,271000.0,145110000.0,145061000.0,76935.957447,469000.0,0.099787,6997000.0,-1644000.0,250756000.0,164711000.0,66141000.0,144785000.0,85769000.0,105971000.0,56837000.0,23844000.0,,90937000.0,1625000.0,771000.0,771000.0,1586388.0,825000.0,16641000.0,111792000.0,0.0
2023-03-31,3M,EUR,41278000.0,74506000.0,40471000.0,-1950000.0,9000.0,9000.0,5000.0,26541612.0,0.097,5608000.0,10327000.0,-3122000.0,260000.0,14627000.0,8039000.0,8316000.0,,,2406000.0,-3848000.0,4038000.0,13993000.0,-12711000.0,1472000.0,2406000.0,14627000.0,,148318000.0,15156000.0,100044000.0,212636000.0,145000.0,49720000.0,49865000.0,100982000.0,237000.0,714000.0,1620000.0,1629000.0,1629000.0,1620000.0,26541612.0,0.097,2569000.0,4396000.0,6025000.0,25000.0,8039000.0,122961620.0,1431000.0,56934000.0,22328000.0,786000.0,-11000.0,61000.0,76456000.0,53052000.0,13147000.0,410000.0,0.0,1114000.0,1114000.0,900000.0,900000.0,-1114000.0,900000.0,122139000.0,215758000.0,-2933000.0,5000.0,,14579000.0,115000.0,17720000.0,17835000.0,,-1863000.0,558000.0,11709000.0,62903620.0,-326000.0,0.0,0.0,0.0,59401000.0,-32000.0,2569000.0,2569000.0,2569000.0,2569000.0,2569000.0,2569000.0,2569000.0,-20000.0,-214000.0,-1863000.0,-1863000.0,-214000.0,3294000.0,53052000.0,-2913000.0,148257000.0,2436000.0,332000.0,3354000.0,6025000.0,2569000.0,3908000.0,9763000.0,3384000.0,113191000.0,26541612.0,1655000.0,,,214000.0,2863000.0,,186000.0,579000.0,5015000.0,1281000.0,370000.0,277000.0,,0.0,48789000.0,1531000.0,17000.0,3282000.0,0.0,300000.0,0.0,-20000.0,-3102000.0,46948000.0,100044000.0,1629000.0,69000.0,-1863000.0,25165000.0,189000.0,28128000.0,0.0,148318000.0,148257000.0,0.0,713000.0,0.217246,5223000.0,-2733000.0,271053000.0,166038000.0,67700000.0,147992000.0,109807000.0,123061000.0,58417000.0,22079000.0,-86000.0,113191000.0,2496000.0,0.0,0.0,1586388.0,825000.0,18257000.0,111654000.0,0.0
2023-06-30,3M,EUR,31269000.0,80056000.0,40442000.0,-1554000.0,22000.0,22000.0,,,,8039000.0,,-1990000.0,308000.0,14627000.0,9559000.0,9752000.0,,,1365000.0,4498000.0,700000.0,-10235000.0,-4597000.0,-9634000.0,1365000.0,14627000.0,,150999000.0,16868000.0,92182000.0,213438000.0,105000.0,58729000.0,58834000.0,99686000.0,242000.0,851000.0,1894000.0,1916000.0,1916000.0,1894000.0,,,2375000.0,4540000.0,6456000.0,155000.0,9559000.0,115878654.0,6612000.0,59627000.0,22328000.0,-5086000.0,-9000.0,94000.0,81610000.0,53714000.0,13583000.0,0.0,,1312000.0,1312000.0,678000.0,678000.0,-1298000.0,378000.0,118709000.0,226205000.0,-2151000.0,5000.0,,,203000.0,16477000.0,16680000.0,,-1269000.0,893000.0,,56494654.0,-324000.0,-1000.0,,-38000.0,65647000.0,-255000.0,2375000.0,2375000.0,2376000.0,2375000.0,2375000.0,2376000.0,2376000.0,-56000.0,-720000.0,-1269000.0,-1269000.0,-720000.0,9511000.0,53714000.0,-2095000.0,150905000.0,2685000.0,295000.0,3459000.0,5936000.0,1992249.070632,-3096000.0,10423000.0,3160000.0,105765000.0,26523312.0,1119000.0,,1000.0,919000.0,1753000.0,,147000.0,606000.0,4563000.0,36846000.0,313000.0,193000.0,,0.0,37685000.0,2059000.0,17000.0,3228000.0,,333000.0,,-56000.0,-1934000.0,38164000.0,92182000.0,1916000.0,,-1269000.0,21751000.0,-161000.0,28128000.0,328000.0,150999000.0,150905000.0,137249.070632,852000.0,0.263941,3472000.0,1327000.0,271689000.0,167476000.0,75514000.0,150675000.0,102605000.0,121014000.0,58251000.0,21328000.0,,105765000.0,1853000.0,520000.0,520000.0,1604688.0,835000.0,20918000.0,113752000.0,-222000.0
2023-09-30,3M,EUR,27852000.0,74519000.0,40409000.0,-1254000.0,16000.0,16000.0,,,,9559000.0,11864000.0,-4020000.0,272000.0,14627000.0,9471000.0,10071000.0,0.0,,-14000.0,18678000.0,-2579000.0,-3358000.0,5222000.0,17963000.0,-14000.0,14627000.0,0.0,152149000.0,15385000.0,81325000.0,187977000.0,108000.0,40196000.0,40304000.0,76364000.0,239000.0,1541000.0,1586000.0,1602000.0,1602000.0,1586000.0,,,1608000.0,4187000.0,5789000.0,-74000.0,9471000.0,118808624.0,-20815000.0,47809000.0,22328000.0,20721000.0,-68000.0,79000.0,75773000.0,56025000.0,11813000.0,,,1037000.0,1037000.0,939000.0,939000.0,-1037000.0,939000.0,99965000.0,207054000.0,-3940000.0,5000.0,0.0,14660000.0,164000.0,14709000.0,14873000.0,0.0,-1785000.0,892000.0,12700000.0,53046624.0,-324000.0,-1000.0,,-44000.0,45434000.0,96000.0,1608000.0,1608000.0,1609000.0,1608000.0,1608000.0,1609000.0,1609000.0,0.0,-98000.0,-1785000.0,-1785000.0,-98000.0,-18986000.0,56025000.0,-3940000.0,152070000.0,2380000.0,319000.0,3378000.0,6337000.0,2024480.0,24741000.0,7996000.0,3817000.0,93138000.0,26503587.0,821000.0,5915000.0,,99000.0,1185000.0,,,-389000.0,,1416000.0,238000.0,600000.0,-69000.0,0.0,27984000.0,1693000.0,,3150000.0,0.0,0.0,,0.0,-4020000.0,32278000.0,81325000.0,1602000.0,,-1785000.0,23360000.0,80000.0,28128000.0,-156000.0,152149000.0,152070000.0,-131520.0,1541000.0,0.24,2363000.0,1997000.0,247651000.0,166858000.0,55177000.0,151825000.0,89321000.0,95826000.0,59674000.0,19462000.0,,93138000.0,132000.0,-548000.0,-548000.0,1624413.0,845000.0,19878000.0,111613000.0,225000.0
2023-12-31,3M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97318066.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52212066.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-31,3M,EUR,42505000.0,76578000.0,40369000.0,-1131000.0,30000.0,30000.0,,26495180.0,0.0847,14167000.0,11612000.0,-5188000.0,361000.0,14627000.0,8685000.0,8958000.0,,,-5459000.0,-15195000.0,991000.0,9482000.0,-9644000.0,-14366000.0,-5459000.0,14627000.0,,155191000.0,17948000.0,86569000.0,199160000.0,115000.0,37416000.0,37531000.0,93622000.0,253000.0,1223000.0,1673000.0,1703000.0,1703000.0,1673000.0,26495180.0,0.0847,2245000.0,4283000.0,5986000.0,-23000.0,8685000.0,100171060.0,9121000.0,48668000.0,22328000.0,-14633000.0,-48000.0,126000.0,77709000.0,62333000.0,13912000.0,438000.0,4000.0,803000.0,803000.0,919000.0,919000.0,-803000.0,919000.0,109239000.0,204260000.0,-5135000.0,5000.0,,14600000.0,246000.0,11653000.0,11899000.0,,-1804000.0,848000.0,16397000.0,55065060.0,-310000.0,-12000.0,,-56000.0,40384000.0,-212000.0,2245000.0,2245000.0,2257000.0,2245000.0,2245000.0,2257000.0,2257000.0,-25000.0,116000.0,-1804000.0,-1804000.0,116000.0,10981000.0,62333000.0,-5110000.0,155065000.0,2381000.0,260000.0,3626000.0,5990000.0,2247594.252874,-9445000.0,10301000.0,3611000.0,100481000.0,26473587.0,2470000.0,1000.0,-1000.0,-116000.0,1131000.0,,,226000.0,5065000.0,1776000.0,435000.0,273000.0,,0.0,52185000.0,1473000.0,17000.0,3480000.0,0.0,0.0,,-25000.0,-5163000.0,40315000.0,86569000.0,1703000.0,83000.0,-1804000.0,27278000.0,53000.0,28128000.0,-4000.0,155191000.0,155065000.0,-1405.747126,1223000.0,0.351437,1025000.0,-7000.0,265136000.0,166844000.0,49430000.0,154881000.0,96870000.0,110255000.0,65976000.0,16633000.0,,100481000.0,4615000.0,-4000.0,-4000.0,1654413.0,860000.0,20256000.0,105538000.0,
