symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInWorkingCapital,ChangesInCash,Depreciation,DepreciationAndAmortization,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,InvestingCashFlow,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherCashAdjustmentInsideChangeinCash,PurchaseOfIntangibles,PurchaseOfPPE,RepaymentOfDebt
RN.MI,2019-12-31,12M,EUR,,,,,-12088000.0,,,,,,,,,,-20985000.0,-20985000.0,,16713000.0,16713000.0,-640000.0,,,,16073000.0,16073000.0,,,,,12094000.0,,,-640000.0
RN.MI,2020-12-31,12M,EUR,9617000.0,-177000.0,-6637000.0,639000.0,-638000.0,-638000.0,-247000.0,-6637000.0,1881000.0,1881000.0,0.0,2980000.0,10717000.0,-29853000.0,-1310000.0,-1310000.0,12322000.0,11680000.0,11680000.0,-963000.0,-25807000.0,-25807000.0,-22000.0,10717000.0,10717000.0,,12499000.0,-155000.0,-29676000.0,,-22000.0,-155000.0,-963000.0
RN.MI,2021-12-31,12M,EUR,2980000.0,-159000.0,2428000.0,-9201000.0,7330000.0,7330000.0,-13717000.0,2428000.0,1912000.0,1912000.0,0.0,5408000.0,41304000.0,-37264000.0,35000.0,,-1771000.0,42336000.0,42336000.0,-1032000.0,-24935000.0,-24935000.0,-119000.0,41304000.0,41304000.0,41304000.0,-1612000.0,-40000.0,-37105000.0,,-119000.0,-40000.0,-1032000.0
RN.MI,2022-12-31,12M,EUR,5408000.0,-166000.0,3841000.0,27705000.0,,-5390000.0,9194000.0,3841000.0,1921000.0,1921000.0,0.0,9249000.0,49062000.0,-44215000.0,,,-1172000.0,,,,-53785000.0,-53785000.0,-61000.0,,,49062000.0,-1006000.0,-105000.0,-44049000.0,,-61000.0,-105000.0,
RN.MI,2023-12-31,12M,EUR,9249000.0,-122000.0,41103000.0,3383000.0,,55538000.0,48570000.0,41103000.0,1044000.0,1044000.0,0.0,50352000.0,3509000.0,40053000.0,,,-2581000.0,,,,10648000.0,10648000.0,0.0,,,3509000.0,-2459000.0,-122000.0,40175000.0,,0.0,-122000.0,
RN.MI,2024-03-31,TTM,EUR,9354000.0,-76000.0,33291000.0,2914000.0,,45159000.0,39503000.0,33291000.0,605000.0,605000.0,0.0,42645000.0,840000.0,35462000.0,,,-3087000.0,,,,15785000.0,15785000.0,,,,396000.0,-3011000.0,-76000.0,35538000.0,,,-76000.0,
