asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,EnterprisesValueEBITDARatio,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,Inventory,InvestedCapital,InvestingCashFlow,InvestmentProperties,IssuanceOfDebt,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MarketCap,MinorityInterest,MinorityInterests,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentInsideChangeinCash,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherunderPreferredStockDividend,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,PurchaseOfIntangibles,PurchaseOfPPE,ReconciledCostOfRevenue,ReconciledDepreciation,RepaymentOfDebt,RestrictedCash,RetainedEarnings,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,,,,,,,,,,9362000.0,255000.0,,,-12088000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20985000.0,-20985000.0,,,,,,,,,,,,35605000.0,16713000.0,,,,16713000.0,-640000.0,,,,0.0,,454194000.0,,,,28365000.0,,,,,,,16073000.0,16073000.0,,,,,,,,,,0.0,,,,,,,,12094000.0,,,,364000.0,954000.0,,,,,,,362000.0,,,,,,,,-640000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,12M,EUR,16880000.0,5817000.0,-30753000.0,-2035000.0,,1804685315.0,-0.0143,9617000.0,-177000.0,1329000.0,197952000.0,2920000.0,2920000.0,2920000.0,,-6637000.0,639000.0,-638000.0,-638000.0,-247000.0,-6637000.0,197952000.0,120694000.0,3780000.0,6214000.0,655097000.0,1296000.0,5793000.0,7089000.0,28847000.0,1881000.0,1881000.0,1881000.0,1881000.0,1804685315.0,-0.0143,-25807000.0,-15054000.0,-13173000.0,0.0,2980000.0,561131828.0,-42.597117,10717000.0,38787000.0,-29853000.0,-1310000.0,-1310000.0,88000.0,5817000.0,70485000.0,-5854000.0,8781000.0,8781000.0,1000.0,1000.0,646254000.0,595287000.0,12322000.0,33896000.0,11680000.0,33000.0,468800000.0,468833000.0,11680000.0,-963000.0,0.0,82534000.0,95624828.0,,0.0,471673000.0,-25807000.0,-25807000.0,-25807000.0,,-25807000.0,-25807000.0,-25807000.0,-25807000.0,-22000.0,-9578000.0,10717000.0,10717000.0,-9578000.0,,12499000.0,39732000.0,-155000.0,120606000.0,0.0,11850000.0,2620000.0,0.0,-13068000.0,-25727200.0,-29676000.0,8299000.0,-14153000.0,360000.0,1800844234.0,,2074000.0,88000.0,24845000.0,4573000.0,2462000.0,4887000.0,346000.0,6480000.0,972000.0,0.0,19684000.0,346000.0,46000.0,-23835000.0,60225000.0,-22000.0,-155000.0,6214000.0,1881000.0,-963000.0,60000.0,-77258000.0,1800844234.0,-105000.0,120694000.0,120606000.0,-25200.0,1972000.0,0.24,,719951000.0,589494000.0,475922000.0,120694000.0,14513000.0,599257000.0,64854000.0,570410000.0,-14257000.0,798000.0,360000.0,2458000.0,-105000.0,-105000.0,4263000.0,607467000.0,626250000.0,105000.0
2021-12-31,12M,EUR,27488000.0,40197000.0,-32586000.0,-1443000.0,0.0,1806884058.0,-0.0138,2980000.0,-159000.0,884000.0,197952000.0,5388000.0,5388000.0,5388000.0,,2428000.0,-9201000.0,7330000.0,7330000.0,-13717000.0,2428000.0,197952000.0,95759000.0,3780000.0,11011000.0,692277000.0,491000.0,7518000.0,8009000.0,39097000.0,1912000.0,1912000.0,1912000.0,1912000.0,1806884058.0,-0.0138,-24935000.0,-15623000.0,-13711000.0,0.0,5408000.0,718308827.0,-52.389237,41304000.0,15851000.0,-37264000.0,35000.0,,148000.0,30153000.0,70505000.0,-10412000.0,9287000.0,9287000.0,1006000.0,1006000.0,646604000.0,612101000.0,-1771000.0,,42336000.0,393000.0,508824000.0,509217000.0,42336000.0,-1032000.0,0.0,70698000.0,219342827.0,,0.0,510954000.0,-24935000.0,-24935000.0,-24935000.0,,-24935000.0,-24935000.0,-24935000.0,-24935000.0,-119000.0,-8323000.0,41304000.0,41304000.0,-8323000.0,41304000.0,-1612000.0,37919000.0,-40000.0,95611000.0,0.0,11873000.0,2610000.0,,-13698000.0,-24925120.0,-37105000.0,6164000.0,-16576000.0,599000.0,1800844234.0,,1323000.0,148000.0,1649000.0,2739000.0,,1290000.0,287000.0,6500000.0,7415000.0,0.0,29765000.0,,68000.0,-24910000.0,60225000.0,-119000.0,-40000.0,11011000.0,1912000.0,-1032000.0,20000.0,-102193000.0,1800844234.0,-13000.0,95759000.0,95611000.0,-3120.0,25000.0,0.24,4072000.0,731993000.0,604583000.0,517226000.0,95759000.0,17175000.0,636234000.0,39716000.0,597137000.0,-16587000.0,42000.0,599000.0,1990000.0,-13000.0,-13000.0,,630753000.0,653180000.0,13000.0
2022-12-31,12M,EUR,21728000.0,13546000.0,-34407000.0,-1401000.0,3000000.0,1798829431.0,-0.0299,5408000.0,-166000.0,437000.0,197952000.0,3049000.0,3049000.0,3049000.0,,3841000.0,27705000.0,,-5390000.0,9194000.0,3841000.0,197952000.0,41974000.0,3780000.0,9461000.0,672982000.0,409000.0,529192000.0,529601000.0,554211000.0,1921000.0,1921000.0,1921000.0,1921000.0,1798829431.0,-0.0299,-53785000.0,-41750000.0,-39829000.0,0.0,9249000.0,737650385.0,-18.69931,49062000.0,15851000.0,-44215000.0,,,135000.0,7026000.0,67584000.0,-9091000.0,10756000.0,10756000.0,780000.0,780000.0,647171000.0,607825000.0,-1172000.0,,,28000.0,36659000.0,36687000.0,,,0.0,58166000.0,201334385.0,,0.0,562802000.0,-53785000.0,-53785000.0,-53785000.0,0.0,-53785000.0,-53785000.0,-53785000.0,-53785000.0,-61000.0,-10357000.0,,,-10357000.0,49062000.0,-1006000.0,33177000.0,-105000.0,41839000.0,0.0,13151000.0,2021000.0,,-39596000.0,-53607920.0,-44049000.0,32826000.0,-41917000.0,370000.0,1800844234.0,,820000.0,135000.0,782000.0,866000.0,,28732000.0,171000.0,3579000.0,1906000.0,0.0,23790000.0,,16000.0,-52506000.0,60225000.0,-61000.0,-105000.0,9461000.0,1921000.0,,6200000.0,-155978000.0,1800844234.0,-233000.0,41974000.0,41839000.0,-55920.0,1279000.0,0.24,6015000.0,707076000.0,78633000.0,566288000.0,41974000.0,42287000.0,665102000.0,34094000.0,110891000.0,-42149000.0,381000.0,370000.0,1891000.0,-233000.0,-233000.0,,631320000.0,118771000.0,233000.0
2023-12-31,12M,EUR,64203000.0,7658000.0,-38569000.0,-421000.0,1900000.0,1804745763.0,0.0059,9249000.0,-122000.0,111000.0,107690000.0,50352000.0,50352000.0,,,41103000.0,3383000.0,,55538000.0,48570000.0,41103000.0,107690000.0,52622000.0,3780000.0,565443000.0,163672000.0,46000.0,0.0,46000.0,69779000.0,1044000.0,1044000.0,1044000.0,1044000.0,1804745763.0,0.0059,10648000.0,11276000.0,12320000.0,0.0,50352000.0,15573392.0,1.230709,3509000.0,15304000.0,40053000.0,,,69000.0,8079000.0,47668000.0,30160000.0,6591000.0,6591000.0,4387000.0,4387000.0,102345000.0,52622000.0,-2581000.0,,,65000.0,0.0,65000.0,,,100000.0,47571000.0,64830392.0,,0.0,,10648000.0,10648000.0,11748000.0,-1100000.0,10648000.0,11748000.0,10648000.0,10648000.0,0.0,-2538000.0,,,-2538000.0,3509000.0,-2459000.0,9099000.0,-122000.0,52553000.0,0.0,3012000.0,2265000.0,,34044000.0,28258240.0,40175000.0,1214000.0,28946000.0,595603000.0,1800844234.0,,1057000.0,69000.0,2374000.0,,,3085000.0,317000.0,2972000.0,934000.0,0.0,68676000.0,,0.0,4685000.0,40916000.0,0.0,-122000.0,565443000.0,1044000.0,,,-55068000.0,1800844234.0,-21724000.0,52622000.0,52553000.0,-5213760.0,-7063000.0,0.24,483000.0,175314000.0,52622000.0,111000.0,52622000.0,566657000.0,122692000.0,11642000.0,52913000.0,7223000.0,334000.0,595603000.0,4156000.0,-21724000.0,-21724000.0,,87041000.0,93893000.0,21724000.0
