symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,DeferredTax,Depreciation,DepreciationAndAmortization,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnSaleOfPPE,InterestPaidCFF,InterestReceivedCFI,InvestingCashFlow,NetCommonStockIssuance,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,PensionAndEmployeeBenefitExpense,TaxesRefundPaid
FILA.MI,2022-12-31,3M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
FILA.MI,2023-03-31,3M,EUR,107546000.0,-13641000.0,-42281000.0,-22461000.0,215000.0,-2319000.0,-29205000.0,-53996000.0,-42561000.0,2365000.0,10477000.0,10477000.0,-2534000.0,65265000.0,4243000.0,-45491000.0,-9000.0,-9102000.0,119000.0,-14954000.0,-682000.0,-1012000.0,1255000.0,2888000.0,-633000.0,-1432000.0,15529000.0,15529000.0,,-13008000.0,-31850000.0,2814000.0,10400000.0,781000.0,-4790000.0
FILA.MI,2023-06-30,3M,EUR,65265000.0,-6309000.0,21000.0,21849000.0,-257000.0,5325000.0,-53967000.0,-27340000.0,-512000.0,7176000.0,4324000.0,10184000.0,1172000.0,65287000.0,-19987000.0,19046000.0,-46000.0,-9280000.0,226000.0,-5880000.0,-6966000.0,-179000.0,20021000.0,22390000.0,-510000.0,203000.0,-18681000.0,-18681000.0,,-5799000.0,25355000.0,-638000.0,9875000.0,506000.0,-410000.0
FILA.MI,2023-09-30,3M,EUR,65287000.0,-7687000.0,5858000.0,15231000.0,-124000.0,-19206000.0,43351000.0,38995000.0,-4590000.0,5716000.0,16305000.0,10445000.0,3784000.0,71144000.0,-59107000.0,62096000.0,-56000.0,-9087000.0,680000.0,-15266000.0,-1247000.0,558000.0,12128000.0,14231000.0,-351000.0,-8259000.0,-29924000.0,-29924000.0,-2000.0,-7336000.0,69783000.0,6663000.0,8003000.0,635000.0,-7141000.0
FILA.MI,2023-12-31,3M,EUR,71144000.0,-2628000.0,53663000.0,1661000.0,-70000.0,20001000.0,48624000.0,69538000.0,52677000.0,15427000.0,-3685000.0,10813000.0,1549000.0,124807000.0,-73858000.0,67268000.0,-14000.0,-7860000.0,1383000.0,56639000.0,-272000.0,-2076000.0,137244000.0,139128000.0,-597000.0,8153000.0,-58066000.0,-58066000.0,0.0,-2031000.0,69896000.0,-563000.0,9395000.0,232000.0,-7086000.0
FILA.MI,2024-03-31,3M,EUR,124807000.0,-1050000.0,-59826000.0,-22824000.0,-41000.0,-3040000.0,-24122000.0,-50201000.0,-59375000.0,2358000.0,8448000.0,8448000.0,5192000.0,64981000.0,-35694000.0,-30709000.0,-39000.0,-6316000.0,278000.0,5978000.0,-29451000.0,1416000.0,6178000.0,6455000.0,-1050000.0,-2328000.0,12572000.0,12572000.0,,9078000.0,-29659000.0,-5643000.0,3850000.0,463000.0,-1354000.0
FILA.MI,2024-03-31,TTM,EUR,65265000.0,-17674000.0,-284000.0,15917000.0,-492000.0,3080000.0,13886000.0,30992000.0,-11800000.0,30677000.0,25392000.0,39890000.0,11697000.0,53465000.0,-188646000.0,117701000.0,-155000.0,-32543000.0,2567000.0,41471000.0,-37936000.0,-281000.0,175571000.0,182204000.0,-2508000.0,-2231000.0,-94099000.0,-94099000.0,,-6088000.0,135375000.0,-181000.0,31123000.0,1836000.0,-15991000.0
