symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AvailableForSaleSecurities,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DerivativeProductLiabilities,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherEquityInterest,OtherIntangibleAssets,OtherInvestments,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital
FILA.MI,2022-12-31,3M,EUR,,,-223392000.0,154614000.0,5166000.0,88523000.0,,,,111079000.0,130000.0,,,4131000.0,,10142000.0,124701000.0,134843000.0,,,0.0,203620000.0,172808000.0,,389576000.0,,,,,13027000.0,78381000.0,337346000.0,415727000.0,,,156694000.0,,350838000.0,,,153000.0,,,,24185000.0,,1000.0,273689000.0,26000.0,,-1000.0,23724000.0,215724000.0,12309000.0,,,0.0,72829000.0,,,,,,,,550570000.0,,,,,,186891.0,,30627000.0,
FILA.MI,2023-03-31,3M,EUR,118969000.0,143656000.0,,154614000.0,,,46986000.0,70327000.0,72741000.0,,,46986000.0,398169000.0,,557514000.0,,,,281510000.0,1196000.0,,,,439605000.0,,327759000.0,398553000.0,4019000.0,2482000.0,,,384000.0,384000.0,2482000.0,883000.0,,28846000.0,,172103000.0,-41436000.0,,24717000.0,69934000.0,9928000.0,,50871406.0,,,,,2000.0,,,,2414000.0,127859000.0,,,232089000.0,51058297.0,398169000.0,-41436000.0,13358000.0,1202229000.0,398553000.0,384000.0,427015000.0,775214000.0,644714000.0,493704000.0,8890000.0,186891.0,1794000.0,,276004000.0
FILA.MI,2023-06-30,3M,EUR,87942000.0,182948000.0,-236099000.0,154614000.0,7124000.0,86574000.0,46986000.0,68019000.0,69747000.0,67767000.0,252000.0,46986000.0,415900000.0,3972000.0,583557000.0,10255000.0,150246000.0,160501000.0,300962000.0,1244000.0,0.0,197048000.0,171417000.0,438199000.0,408751000.0,305104000.0,892614000.0,7124000.0,2820000.0,21823000.0,76319000.0,326468000.0,402787000.0,2820000.0,889000.0,164811000.0,30498000.0,408695000.0,172652000.0,-22299000.0,,25305000.0,69680000.0,10632000.0,,50871406.0,,266782000.0,,-1000.0,,26665000.0,218145000.0,12941000.0,1728000.0,136427000.0,0.0,73533000.0,246005000.0,51058297.0,415900000.0,-22299000.0,12817000.0,1231348000.0,742368000.0,563288000.0,446398000.0,784950000.0,647792000.0,483988000.0,21820000.0,186891.0,1794000.0,34523000.0,282595000.0
FILA.MI,2023-09-30,3M,EUR,111556000.0,159270000.0,,154614000.0,,,46986000.0,71942000.0,73998000.0,,,46986000.0,429821000.0,,537827000.0,,,,241203000.0,2365000.0,,,,440264000.0,,292495000.0,429969000.0,7371000.0,11022000.0,,,148000.0,148000.0,11022000.0,867000.0,,32970000.0,,174502000.0,-10443000.0,,24755000.0,70152000.0,12286000.0,,50727531.0,1000.0,,,,-1000.0,,,,2056000.0,124451000.0,,,258133000.0,51058297.0,429821000.0,-10443000.0,12064000.0,1197468000.0,429969000.0,148000.0,462791000.0,734677000.0,659642000.0,493474000.0,12895000.0,330766.0,2966000.0,,296624000.0
FILA.MI,2023-12-31,3M,EUR,70448000.0,88819000.0,-219504000.0,154614000.0,746000.0,75891000.0,46986000.0,125851000.0,127013000.0,125645000.0,206000.0,46986000.0,569870000.0,4410000.0,503765000.0,9008000.0,63897000.0,72905000.0,187567000.0,926000.0,877000.0,176764000.0,136918000.0,378031000.0,342829000.0,264375000.0,923721000.0,746000.0,160403000.0,9235000.0,66883000.0,289954000.0,356837000.0,160403000.0,895000.0,132915000.0,4082000.0,228000000.0,123325000.0,191839000.0,,23454000.0,60803000.0,10078000.0,,50727531.0,2000.0,241113000.0,,,,22685000.0,196269000.0,8566000.0,1162000.0,110272000.0,0.0,58437000.0,395423000.0,51058297.0,569870000.0,191839000.0,14992000.0,1191009000.0,859824000.0,429742000.0,573952000.0,617057000.0,687245000.0,429490000.0,17139000.0,330766.0,2966000.0,29174000.0,316198000.0
FILA.MI,2024-03-31,3M,EUR,104626000.0,126648000.0,,,,,46986000.0,65787000.0,69033000.0,,,46986000.0,554904000.0,,500497000.0,,,,201565000.0,877000.0,,,,381423000.0,,291675000.0,554904000.0,2745000.0,160403000.0,,,,,160403000.0,893000.0,,4292000.0,,110822000.0,173481000.0,,23553000.0,61564000.0,10054000.0,,50727531.0,,,,-1000.0,213000.0,,,,3246000.0,114371000.0,,,372179000.0,50727531.0,554904000.0,173481000.0,13141000.0,1180734000.0,554904000.0,,559196000.0,621538000.0,680237000.0,419973000.0,9745000.0,,2966000.0,,298932000.0
