symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DerivativeProductLiabilities,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherEquityInterest,OtherIntangibleAssets,OtherInvestments,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital
FILA.MI,2019-12-31,12M,EUR,,,,,,,149365000.0,,,,,,,,,,,,,,,,,,,,,,,,,,947000.0,,,,,,,,,,,,44000.0,,,,18391000.0,,,,31000.0,-2000.0,-1000.0,,,,,,,,,,,,,,,,,,,,,,,,
FILA.MI,2020-12-31,12M,EUR,68418000.0,102155000.0,-167303000.0,154473000.0,-23939000.0,2546000.0,,84885000.0,46967000.0,127105000.0,127650000.0,126991000.0,114000.0,46967000.0,308007000.0,1099000.0,508187000.0,8255000.0,117797000.0,126052000.0,232496000.0,928000.0,18767000.0,170703000.0,162903000.0,435990000.0,126094000.0,338792000.0,254649000.0,825644000.0,2546000.0,1133000.0,,12913000.0,76630000.0,399840000.0,476470000.0,1133000.0,935000.0,136167000.0,23268000.0,390532000.0,171489000.0,-127983000.0,38000.0,20281000.0,67423000.0,13965000.0,20281000.0,51040048.0,,273087000.0,,-1000.0,2000.0,22726000.0,188613000.0,11431000.0,545000.0,104749000.0,0.0,58304000.0,186223000.0,51040048.0,308007000.0,-127983000.0,12302000.0,1141333000.0,707847000.0,602522000.0,331275000.0,810058000.0,633145000.0,577562000.0,13605000.0,,0.0,25642000.0,275691000.0
FILA.MI,2021-12-31,12M,EUR,82402000.0,107574000.0,-197337000.0,154646000.0,,4078000.0,,87299000.0,46986000.0,145985000.0,149442000.0,145881000.0,104000.0,46986000.0,372416000.0,2646000.0,551138000.0,9267000.0,86444000.0,95711000.0,221620000.0,1270000.0,9858000.0,179110000.0,168401000.0,445823000.0,,366990000.0,271269000.0,862239000.0,4078000.0,1507000.0,,13411000.0,78032000.0,403379000.0,481411000.0,1507000.0,1047000.0,147779000.0,25710000.0,343838000.0,169653000.0,-73407000.0,206000.0,19325000.0,71839000.0,9560000.0,19325000.0,51006797.0,,277422000.0,26000.0,,-1000.0,23963000.0,203154000.0,10051000.0,3457000.0,124057000.0,0.0,64314000.0,216783000.0,51058297.0,372416000.0,-73407000.0,12802000.0,1193461000.0,775795000.0,577122000.0,398126000.0,795335000.0,642322000.0,573715000.0,17692000.0,51500.0,488000.0,27845000.0,329518000.0
FILA.MI,2022-12-31,12M,EUR,90395000.0,98930000.0,-223392000.0,154614000.0,,5166000.0,,88523000.0,46986000.0,111209000.0,112060000.0,111079000.0,130000.0,46986000.0,399369000.0,4131000.0,547582000.0,10142000.0,124701000.0,134843000.0,268636000.0,1203000.0,0.0,203620000.0,172808000.0,446497000.0,,389576000.0,307076000.0,861416000.0,5166000.0,2170000.0,,13027000.0,78381000.0,337346000.0,415727000.0,2170000.0,896000.0,156694000.0,28284000.0,350838000.0,166185000.0,-47128000.0,153000.0,24185000.0,70846000.0,9844000.0,24185000.0,50871406.0,1000.0,273689000.0,26000.0,,-1000.0,23724000.0,215724000.0,12309000.0,851000.0,131869000.0,0.0,72829000.0,230833000.0,51058297.0,399369000.0,-47128000.0,17207000.0,1193601000.0,736715000.0,550570000.0,427653000.0,765948000.0,646020000.0,497312000.0,17750000.0,186891.0,1794000.0,30627000.0,278946000.0
FILA.MI,2023-12-31,12M,EUR,70448000.0,88819000.0,-219504000.0,154614000.0,,746000.0,,75891000.0,46986000.0,125851000.0,127013000.0,125645000.0,206000.0,46986000.0,569870000.0,4410000.0,503765000.0,9008000.0,63897000.0,72905000.0,187567000.0,926000.0,877000.0,176764000.0,136918000.0,378031000.0,,342829000.0,264375000.0,923721000.0,746000.0,160403000.0,,9235000.0,66883000.0,289954000.0,356837000.0,160403000.0,895000.0,132915000.0,4082000.0,228000000.0,123325000.0,191839000.0,,23454000.0,60803000.0,10078000.0,,50727531.0,2000.0,241113000.0,,,,22685000.0,196269000.0,8566000.0,1162000.0,110272000.0,0.0,58437000.0,395423000.0,51058297.0,569870000.0,191839000.0,14992000.0,1191009000.0,859824000.0,429742000.0,573952000.0,617057000.0,687245000.0,429490000.0,17139000.0,330766.0,2966000.0,29174000.0,316198000.0
