asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AmortizationCashFlow,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnSaleOfPPE,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFF,InterestReceivedCFI,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPropertiesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherEquityInterest,OtherIntangibleAssets,OtherInvestments,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RetainedEarnings,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,,,30524000.0,,,,,149365000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14416000.0,,,,,,,,,,,,,,,,,,947000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5933000.0,,,,,44000.0,,,,18391000.0,,,,,,,,,,,31000.0,,-2000.0,-1000.0,-1481000.0,,,,,,,,,,,,1607000.0,-2784000.0,,,,3888000.0,,,15403000.0,29819000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,12M,EUR,68418000.0,102155000.0,-167303000.0,154473000.0,-23939000.0,15311000.0,,2546000.0,50629412.0,0.17,85580000.0,,-14024000.0,84885000.0,46967000.0,127105000.0,127650000.0,126991000.0,114000.0,30726000.0,-12835000.0,-1343000.0,-1962000.0,10404000.0,-7166000.0,28546000.0,46967000.0,308007000.0,1099000.0,383795000.0,508187000.0,8255000.0,117797000.0,126052000.0,232496000.0,928000.0,6165000.0,42646000.0,42646000.0,42646000.0,27335000.0,18767000.0,50629412.0,0.17,8607000.0,41225000.0,83871000.0,-26349000.0,116306000.0,1055756239.0,19446000.0,170703000.0,60364000.0,-577000.0,,162903000.0,435990000.0,126094000.0,338792000.0,223587000.0,1053000.0,26938000.0,26938000.0,114000.0,114000.0,-27476000.0,560000.0,254649000.0,825644000.0,-65288000.0,2546000.0,1133000.0,,12913000.0,76630000.0,399840000.0,476470000.0,1133000.0,935000.0,136167000.0,468037239.0,23268000.0,485000.0,-43600000.0,-222000.0,390532000.0,-5890000.0,8607000.0,8607000.0,8122000.0,8607000.0,8607000.0,8122000.0,8122000.0,-1817000.0,-29611000.0,-8358000.0,134000.0,42866000.0,42866000.0,-29611000.0,1000.0,,171489000.0,-12207000.0,-127983000.0,38000.0,20281000.0,67423000.0,13965000.0,20281000.0,86180000.0,10361840.0,74388000.0,170800000.0,52787000.0,607382000.0,51040048.0,28529000.0,,273087000.0,,35502000.0,-1000.0,2000.0,,121000.0,22726000.0,188613000.0,11431000.0,545000.0,-577000.0,0.0,104749000.0,1128000.0,14287000.0,0.0,2067000.0,,58304000.0,383795000.0,42646000.0,,1607000.0,186223000.0,,,51040048.0,-2309000.0,308007000.0,-127983000.0,-554160.0,6165000.0,0.24,12302000.0,-8393000.0,1141333000.0,707847000.0,602522000.0,331275000.0,554595000.0,810058000.0,633145000.0,577562000.0,49518000.0,2787000.0,607382000.0,13605000.0,-2309000.0,-2309000.0,,0.0,25642000.0,275691000.0,1833000.0
2021-12-31,12M,EUR,82402000.0,107574000.0,-197337000.0,154646000.0,,14409000.0,,4078000.0,51002297.0,0.75,116306000.0,,-11999000.0,87299000.0,46986000.0,145985000.0,149442000.0,145881000.0,104000.0,20920000.0,-4477000.0,600000.0,10543000.0,-1934000.0,3165000.0,21229000.0,46986000.0,372416000.0,2646000.0,400692000.0,551138000.0,9267000.0,86444000.0,95711000.0,221620000.0,1270000.0,15031000.0,40789000.0,40789000.0,40789000.0,26380000.0,9858000.0,52076060.0,0.73,38014000.0,78382000.0,119171000.0,19764000.0,137226000.0,496809066.0,-77346000.0,179110000.0,107143000.0,-52000.0,,168401000.0,445823000.0,,366990000.0,252587000.0,22000.0,23926000.0,23926000.0,144000.0,144000.0,-24230000.0,159000.0,271269000.0,862239000.0,-20567000.0,4078000.0,1507000.0,,13411000.0,78032000.0,403379000.0,481411000.0,1507000.0,1047000.0,147779000.0,495786066.0,25710000.0,-1411000.0,0.0,-7022000.0,343838000.0,3586000.0,38014000.0,38014000.0,39425000.0,38014000.0,38014000.0,39425000.0,39425000.0,-2491000.0,-27970000.0,-6225000.0,-2501000.0,-42645000.0,-42645000.0,-27970000.0,,-1000.0,169653000.0,-9508000.0,-73407000.0,206000.0,19325000.0,71839000.0,9560000.0,19325000.0,119709000.0,38403500.697811,119142000.0,173115000.0,79472000.0,653279000.0,51006797.0,-20073000.0,,277422000.0,26000.0,24386000.0,,-1000.0,,874000.0,23963000.0,203154000.0,10051000.0,3457000.0,-52000.0,0.0,124057000.0,2326000.0,54456000.0,0.0,,,64314000.0,400692000.0,40789000.0,,1122000.0,216783000.0,,,51058297.0,-538000.0,372416000.0,-73407000.0,-148499.302189,15031000.0,0.276021,12802000.0,-9109000.0,1193461000.0,775795000.0,577122000.0,398126000.0,573807000.0,795335000.0,642322000.0,573715000.0,78547000.0,4188000.0,653279000.0,17692000.0,-538000.0,-538000.0,51500.0,488000.0,27845000.0,329518000.0,568000.0
2022-12-31,12M,EUR,90395000.0,98930000.0,-223392000.0,154614000.0,,14276000.0,14276000.0,5166000.0,50870985.0,0.5,136683000.0,,-16747000.0,88523000.0,46986000.0,111209000.0,112060000.0,111079000.0,130000.0,-29136000.0,-28009000.0,-584000.0,4619000.0,6705000.0,-19051000.0,-22440000.0,46986000.0,399369000.0,4131000.0,495359000.0,547582000.0,10142000.0,124701000.0,134843000.0,268636000.0,1203000.0,8347000.0,27972000.0,42248000.0,42249000.0,27973000.0,0.0,51743985.0,0.49,25271000.0,66309000.0,108558000.0,2325000.0,107546000.0,878079985.0,-90401000.0,203620000.0,71657000.0,-86000.0,,172808000.0,446497000.0,,389576000.0,269221000.0,94000.0,27687000.0,27687000.0,424000.0,424000.0,-31139000.0,390000.0,307076000.0,861416000.0,-20443000.0,5166000.0,2170000.0,,13027000.0,78381000.0,337346000.0,415727000.0,2170000.0,896000.0,156694000.0,354064985.0,28284000.0,-5004000.0,0.0,-15169000.0,350838000.0,3736000.0,25271000.0,25271000.0,30275000.0,25271000.0,25271000.0,30276000.0,30276000.0,-3137000.0,-38636000.0,-7882000.0,3796000.0,-42395000.0,-42395000.0,-38636000.0,1000.0,,166185000.0,-13610000.0,-47128000.0,153000.0,24185000.0,70846000.0,9844000.0,24185000.0,112711000.0,28526452.203407,88404000.0,191988000.0,77233000.0,764580000.0,50871406.0,-9022000.0,1000.0,273689000.0,26000.0,34899000.0,,-1000.0,,123000.0,23724000.0,215724000.0,12309000.0,851000.0,-86000.0,0.0,131869000.0,1081000.0,38622000.0,0.0,,,72829000.0,495359000.0,42248000.0,,2293000.0,230833000.0,,,51058297.0,-4153000.0,399369000.0,-47128000.0,-897547.796593,8347000.0,0.21612,17207000.0,-17645000.0,1193601000.0,736715000.0,550570000.0,427653000.0,687347000.0,765948000.0,646020000.0,497312000.0,72744000.0,11373000.0,764580000.0,17750000.0,-4153000.0,-4153000.0,186891.0,1794000.0,30627000.0,278946000.0,4145000.0
2023-12-31,12M,EUR,70448000.0,88819000.0,-219504000.0,154614000.0,,14498000.0,14498000.0,746000.0,50798877.0,3.36,107546000.0,,-30265000.0,75891000.0,46986000.0,125851000.0,127013000.0,125645000.0,206000.0,17261000.0,16280000.0,-236000.0,3801000.0,8803000.0,27197000.0,5014000.0,46986000.0,569870000.0,4410000.0,497134000.0,503765000.0,9008000.0,63897000.0,72905000.0,187567000.0,926000.0,30684000.0,27421000.0,41919000.0,41919000.0,27421000.0,877000.0,51839627.0,3.29,170648000.0,244079000.0,285998000.0,3971000.0,124807000.0,371537721.0,-148709000.0,176764000.0,102919000.0,-125000.0,,136918000.0,378031000.0,,342829000.0,282049000.0,1358000.0,34758000.0,34758000.0,2260000.0,2260000.0,-35329000.0,2408000.0,264375000.0,923721000.0,20539000.0,746000.0,160403000.0,,9235000.0,66883000.0,289954000.0,356837000.0,160403000.0,895000.0,132915000.0,445387721.0,4082000.0,-7988000.0,55749000.0,-9167000.0,228000000.0,-2709000.0,170648000.0,170648000.0,178637000.0,170648000.0,170648000.0,178637000.0,178637000.0,-2091000.0,-34963000.0,-6018000.0,-1335000.0,-91142000.0,-91142000.0,-34963000.0,-1000.0,,123325000.0,-28174000.0,191839000.0,,23454000.0,60803000.0,10078000.0,,120254000.0,29200123.637858,133184000.0,197966000.0,84083000.0,779183000.0,50727531.0,8276000.0,2000.0,241113000.0,,37673000.0,,,,1547000.0,22685000.0,196269000.0,8566000.0,1162000.0,-167719000.0,0.0,110272000.0,2154000.0,209321000.0,0.0,,,58437000.0,497134000.0,41919000.0,,3033000.0,395423000.0,,,51058297.0,165744000.0,569870000.0,191839000.0,24296123.637858,30684000.0,0.146588,14992000.0,-19427000.0,1191009000.0,859824000.0,429742000.0,573952000.0,695100000.0,617057000.0,687245000.0,429490000.0,78458000.0,2465000.0,779183000.0,17139000.0,165744000.0,165744000.0,330766.0,2966000.0,29174000.0,316198000.0,617000.0
