symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
FILA.MI,2022-12-31,3M,EUR,,,,,,,,,,,,103000.0,,,,,,,,,,,,,,,,,,,,-7131000.0,,,,,,,,,,,,,,
FILA.MI,2023-03-31,3M,EUR,62750000.0,0.02,113008000.0,10477000.0,10477000.0,62750000.0,0.02,1255000.0,17514000.0,27991000.0,65680000.0,25000.0,12261000.0,12261000.0,1861000.0,1861000.0,-1633000.0,1255000.0,1255000.0,2888000.0,1255000.0,1255000.0,2888000.0,-10400000.0,-10400000.0,28414000.0,1576480.0,47387000.0,18293000.0,178688000.0,-2481000.0,,0.0,5253000.0,113008000.0,10477000.0,-423000.0,-101520.0,2365000.0,0.24,160395000.0,15390000.0,178688000.0,-423000.0,-423000.0,398000.0
FILA.MI,2023-06-30,3M,EUR,,,145746000.0,10184000.0,3146000.0,,,20021000.0,35301000.0,45485000.0,91172000.0,,5735000.0,5735000.0,-1308000.0,-1308000.0,-2369000.0,20021000.0,20021000.0,22390000.0,20021000.0,20021000.0,22390000.0,-9194000.0,-9194000.0,46114000.0,20497334.641142,52206000.0,38966000.0,236918000.0,,,0.0,29566000.0,145746000.0,10184000.0,-629000.0,-152665.358858,7176000.0,0.242711,197952000.0,39703000.0,236918000.0,-629000.0,-629000.0,672000.0
FILA.MI,2023-09-30,3M,EUR,,,122550000.0,10445000.0,17483000.0,,,12128000.0,36840000.0,47285000.0,75997000.0,,16892000.0,16892000.0,6057000.0,6057000.0,-2103000.0,12128000.0,12128000.0,14231000.0,12128000.0,12128000.0,14231000.0,-8684000.0,-8684000.0,46733000.0,11734172.849408,50365000.0,25632000.0,198547000.0,,7220000.0,0.0,19948000.0,122550000.0,10445000.0,552000.0,158172.849408,5716000.0,0.286545,172915000.0,27298000.0,198547000.0,552000.0,552000.0,-595000.0
FILA.MI,2023-09-30,TTM,EUR,50792944.0,0.48,,,,52284447.0,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FILA.MI,2023-12-31,3M,EUR,,,115830000.0,10813000.0,-3685000.0,,,137244000.0,154424000.0,165237000.0,49200000.0,,-130000.0,-130000.0,-4350000.0,-4350000.0,-1883000.0,137244000.0,137244000.0,139128000.0,137244000.0,137244000.0,139128000.0,-6685000.0,-6685000.0,-1007000.0,-12406148.090635,48008000.0,1192000.0,165030000.0,,-6020000.0,0.0,154554000.0,115830000.0,10813000.0,166244000.0,16593851.909365,15427000.0,0.099816,163838000.0,-3933000.0,165030000.0,166244000.0,166244000.0,117000.0
FILA.MI,2023-12-31,TTM,EUR,50798877.0,3.36,,,,51839627.0,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FILA.MI,2024-03-31,3M,EUR,51483333.0,0.12,78874000.0,8448000.0,8448000.0,51483333.0,0.12,6178000.0,15156000.0,23604000.0,53024000.0,62000.0,6344000.0,6344000.0,2494000.0,2494000.0,-277000.0,6178000.0,6178000.0,6455000.0,6178000.0,6178000.0,6455000.0,-3850000.0,-3850000.0,22926000.0,5681348.842488,39690000.0,13334000.0,131898000.0,-1350000.0,,0.0,8812000.0,78874000.0,8448000.0,678000.0,181348.842488,2357000.0,0.267476,118564000.0,12663000.0,131898000.0,678000.0,678000.0,-740000.0
FILA.MI,2024-03-31,TTM,EUR,47982210.0,3.46,463000000.0,39890000.0,25392000.0,49022960.0,3.39,175571000.0,241721000.0,281611000.0,269393000.0,1395000.0,28841000.0,28841000.0,2893000.0,2893000.0,-6632000.0,175571000.0,175571000.0,182204000.0,175571000.0,175571000.0,182204000.0,-28413000.0,-28413000.0,114766000.0,32768358.229989,190269000.0,79124000.0,732393000.0,,,0.0,212880000.0,463000000.0,39890000.0,166845000.0,24042358.229989,30676000.0,0.1441,653269000.0,75731000.0,732393000.0,166845000.0,166845000.0,-521000.0
