symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,DeferredTax,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,InterestPaidCFO,InvestingCashFlow,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfPPE,RepaymentOfDebt,SaleOfIntangibles,SaleOfInvestment,ShortTermDebtIssuance,TaxesRefundPaid
FRE.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,22000.0,,,,,,210000.0,,,,,22000.0,,,,4000.0,,,,,210000.0,22000.0,
FRE.MI,2019-12-31,TTM,EUR,,,,,,,,,,,,,,,,,,,22000.0,,,,,,,,,,,22000.0,,,,4000.0,,,,,,22000.0,
FRE.MI,2020-12-31,12M,EUR,,1069000.0,-93000.0,-6000.0,70000.0,260000.0,-84000.0,9000.0,179000.0,70000.0,65000.0,767000.0,767000.0,1139000.0,-1307000.0,1370000.0,-102000.0,-86000.0,,,-998000.0,142000.0,251000.0,-20000.0,0.0,-998000.0,-998000.0,-95000.0,-66000.0,,1463000.0,,102000.0,-4000.0,-27000.0,-66000.0,-998000.0,7000.0,0.0,,205000.0
FRE.MI,2021-12-31,12M,EUR,7000.0,1139000.0,-46000.0,-2000.0,-936000.0,588000.0,-23000.0,-48000.0,515000.0,-936000.0,38000.0,777000.0,784000.0,203000.0,-2605000.0,1662000.0,-52000.0,-39000.0,,,-691000.0,139000.0,225000.0,7000.0,,-691000.0,-691000.0,-1779000.0,-46000.0,,1708000.0,,52000.0,0.0,0.0,-46000.0,-691000.0,7000.0,,,146000.0
FRE.MI,2022-12-31,12M,EUR,13000.0,203000.0,-49000.0,-5000.0,-73000.0,-75000.0,82000.0,214000.0,216000.0,-73000.0,-1155000.0,782000.0,795000.0,130000.0,-521000.0,448000.0,-44000.0,-49000.0,2000.0,2000.0,-154000.0,-3268000.0,-3340000.0,-30000.0,,-152000.0,-152000.0,-283000.0,-19000.0,,497000.0,-27000.0,30000.0,,-30000.0,-19000.0,-154000.0,0.0,,,195000.0
FRE.MI,2023-12-31,12M,EUR,10000.0,130000.0,-21000.0,-6000.0,185000.0,113000.0,-15000.0,-109000.0,-17000.0,185000.0,19000.0,529000.0,539000.0,315000.0,-859000.0,1044000.0,39000.0,-21000.0,0.0,0.0,-156000.0,206000.0,239000.0,0.0,,-156000.0,-156000.0,-617000.0,-21000.0,,1065000.0,,-39000.0,,0.0,-21000.0,-156000.0,0.0,,,285000.0
FRE.MI,2023-12-31,TTM,EUR,10000.0,130000.0,-21000.0,-6000.0,185000.0,113000.0,-15000.0,-109000.0,-17000.0,185000.0,19000.0,529000.0,539000.0,315000.0,-859000.0,1044000.0,39000.0,-21000.0,0.0,0.0,-156000.0,206000.0,239000.0,0.0,,-156000.0,-156000.0,-617000.0,-21000.0,,1065000.0,,-39000.0,,0.0,-21000.0,-156000.0,0.0,,,285000.0
