symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CashFlowsfromusedinOperatingActivitiesDirect,ChangeInCashSupplementalAsReported,ChangesInCash,ClassesofCashPayments,ClassesofCashReceiptsfromOperatingActivities,DividendsReceivedCFI,DividendsReceivedDirect,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,InterestPaidDirect,InterestReceivedDirect,InvestingCashFlow,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetOtherInvestingChanges,NetPPEPurchaseAndSale,OtherCashAdjustmentOutsideChangeinCash,OtherCashPaymentsfromOperatingActivities,OtherCashReceiptsfromOperatingActivities,PaymentsonBehalfofEmployees,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,ReceiptsfromCustomers,SaleOfInvestment,TaxesRefundPaidDirect
D.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,-1.0,-230134.0,,,,,,,-230134.0,6651531.0,,
D.MI,2020-12-31,12M,EUR,-8670579.0,-1581801.0,3093671.0,1243110.0,1243110.0,-17457031.0,3233770.0,,11506805.0,0.0,-7427469.0,0.0,1511870.0,-2661230.0,10108118.0,-1850561.0,-268760.0,0.0,2458298.0,-1581801.0,,,-268760.0,,-12324486.0,3233770.0,-5132545.0,-268760.0,-1581801.0,-268760.0,11506805.0,,-1636761.0
D.MI,2021-12-31,12M,EUR,-7427469.0,-1218980.0,-25210020.0,-22083040.0,-22083040.0,-46766781.0,669602.0,133395.0,14043770.0,0.0,-29510508.0,4500000.0,-26429000.0,-3097246.0,12144947.0,-1373020.0,-330338.0,4500000.0,5233458.0,-1218980.0,42903.0,,,1.0,-41113544.0,669602.0,-5653237.0,-330338.0,-1218980.0,,,42903.0,-2204312.0
D.MI,2022-12-31,12M,EUR,-29510508.0,-1438477.0,5481997.0,3622430.0,3622430.0,-20150096.0,17872864.0,,14036664.0,0.0,-25888078.0,0.0,4043520.0,-2476937.0,12098067.0,-1859567.0,-453303.0,0.0,5601707.0,-1438477.0,32214.0,-1.0,,,-13842749.0,3836200.0,-6307347.0,-453303.0,-1438477.0,,14036664.0,32214.0,-1861901.0
D.MI,2023-12-31,12M,EUR,-25888078.0,-1269783.0,26375274.0,26665842.0,26665841.0,-20995554.0,35349901.0,,,0.0,777764.0,2205000.0,25105491.0,-5362919.0,21097233.0,-1914433.0,-671870.0,2205000.0,8200503.0,-1269783.0,27220.0,,,1.0,-13937717.0,21642286.0,-7057837.0,-671870.0,-1269783.0,,13707615.0,27220.0,-3713386.0
D.MI,2023-12-31,TTM,EUR,-25888078.0,-1269783.0,26375274.0,26665842.0,26665841.0,-20995554.0,35349901.0,,,0.0,777764.0,2205000.0,25105491.0,-5362919.0,21097233.0,-1914433.0,-671870.0,2205000.0,8200503.0,-1269783.0,27220.0,,,1.0,-13937717.0,21642286.0,-7057837.0,-671870.0,-1269783.0,,13707615.0,27220.0,-3713386.0
