symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AdditionalPaidInCapital,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashFinancial,CashFlowsfromusedinOperatingActivitiesDirect,ChangeInCashSupplementalAsReported,ChangesInCash,ClassesofCashPayments,ClassesofCashReceiptsfromOperatingActivities,CommonStock,CommonStockEquity,CostOfRevenue,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendsReceivedCFI,DividendsReceivedDirect,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FinancingCashFlow,FreeCashFlow,GeneralAndAdministrativeExpense,GoodwillAndOtherIntangibleAssets,GrossPPE,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidDirect,InterestReceivedDirect,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsinAssociatesatCost,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetNonOperatingInterestIncomeExpense,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCashPaymentsfromOperatingActivities,OtherCashReceiptsfromOperatingActivities,OtherIntangibleAssets,OtherInvestments,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PaymentsonBehalfofEmployees,PrepaidAssets,PretaxIncome,Properties,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,ReceiptsfromCustomers,ReconciledCostOfRevenue,RentAndLandingFees,RentExpenseSupplemental,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfInvestment,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaidDirect,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TreasurySharesNumber,WorkingCapital,WriteOff
D.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12323.0,,,,,,,,,,,,,,,,12323.0,,,,,,,,,,,,,,,,,,,,,,-1.0,,-230134.0,,0.0,,,,,,,,,,,,,314167.0,,,,,,,198298.0,,,,,,,,,,-230134.0,6651531.0,,,,,,,,,,,,,,,,,,,,,,,,,,-34154.0,,,,,,,
D.MI,2020-12-31,12M,EUR,10577654.0,40978.0,0.0,98298.0,16500000.0,0.148988,-8670579.0,1946500.0,-1581801.0,6000000.0,7487096.0,7487096.0,7487096.0,3093671.0,1243110.0,1243110.0,-17457031.0,3233770.0,6000000.0,17077827.0,8387333.0,49036553.0,16304146.0,16304146.0,29621809.0,16500000.0,0.148988,2458298.0,,11506805.0,6744677.0,6744677.0,0.0,-7427469.0,,0.0,0.0,1511870.0,5962237.0,3313068.0,2270160.0,8119455.0,1973568.0,2661230.0,2661230.0,10104118.0,10104118.0,-2661230.0,10108118.0,40145699.0,-1850561.0,98298.0,,6763726.0,6763726.0,342738.0,,1560.0,,0.0,-268760.0,0.0,15580776.0,2458298.0,2458298.0,2446686.0,2458298.0,2458298.0,2446686.0,-1581801.0,7446888.0,,7446888.0,,2270160.0,-268760.0,13764759.0,0.0,139.0,1574887.0,9609945.0,4635901.68,8617630.0,-498175.0,16506788.0,16500000.0,,-12324486.0,3233770.0,3313068.0,342738.0,9285282.0,22431.0,341421.0,1398865.0,322100.0,38873318.0,98298.0,,0.0,12547703.0,-5132545.0,9586.0,4083447.0,0.0,-268760.0,-1581801.0,-268760.0,11506805.0,8387333.0,17891.0,17891.0,161234.0,2446686.0,,221620.0,6183857.0,16500000.0,-2891987.0,17077827.0,13764759.0,-687664.32,1636761.0,0.24,2625575.0,-1636761.0,55060819.0,23841553.0,23067872.0,17077827.0,17004963.0,37982992.0,6024264.0,8361183.0,-4000.0,16506788.0,571184.0,-2865268.0,-2865268.0,,19414744.0,757185.0
D.MI,2021-12-31,12M,EUR,15903194.0,159979.0,3900000.0,88494.0,15032877.0,0.348134,-7427469.0,1874342.0,-1218980.0,6600000.0,14022402.0,14022402.0,14022402.0,-25210020.0,-22083040.0,-22083040.0,-46766781.0,669602.0,6600000.0,26625590.0,9238208.0,88522531.0,44050289.0,44050289.0,62579453.0,15032877.0,0.348134,5233458.0,133395.0,14043770.0,10535015.0,10535015.0,0.0,-29510508.0,121609547.0,,4500000.0,-26429000.0,6083450.0,2934047.0,2291520.0,10735964.0,1906978.0,3097245.0,3097245.0,12144946.0,12144946.0,-3097246.0,12144947.0,73766619.0,-1373020.0,88494.0,,3090740.0,3090740.0,256547.0,87783.0,1992.0,94380000.0,0.0,-330338.0,4500000.0,33118627.0,5233458.0,5233458.0,5233458.0,5233458.0,5233458.0,5233458.0,-1218980.0,9047701.0,42903.0,9047701.0,,2291520.0,,23691543.0,10596.0,0.0,1683227.0,12640183.0,6714722.990843,10374120.0,361844.0,19974172.0,16500000.0,1.0,-41113544.0,669602.0,2934047.0,256547.0,12875255.0,36943.0,1726072.0,1258760.0,415186.0,72457915.0,,18763.0,0.0,17518396.0,-5653237.0,11941.0,7437770.0,0.0,-330338.0,-1218980.0,,,9238208.0,20010.0,20010.0,179721.0,5233458.0,42903.0,393139.0,6476589.0,16500000.0,-2098697.0,26625590.0,23691543.0,-623903.009157,2204312.0,0.296367,1870294.0,-2204312.0,94103736.0,29716330.0,47141029.0,26625590.0,19612328.0,67478146.0,5581204.0,4898693.0,3.0,19974172.0,356442.0,-2105168.0,-2105168.0,,25943078.0,-6765.0
D.MI,2022-12-31,12M,EUR,18410854.0,72312.0,3900000.0,70176.0,16500000.0,0.33,-29510508.0,1882925.0,-1438477.0,6600000.0,9738188.0,9808364.0,9738188.0,5481997.0,3622430.0,3622430.0,-20150096.0,17872864.0,6600000.0,29898204.0,9132364.0,86759375.0,36327220.0,36327220.0,57404821.0,16500000.0,0.33,5601707.0,,14036664.0,9940546.0,9940546.0,0.0,-25888078.0,84230226.0,,0.0,4043520.0,6659762.0,2834917.0,2374737.0,10163776.0,1907694.0,2476937.0,2476937.0,12098067.0,12098067.0,-2476937.0,12098067.0,69316164.0,-1859567.0,70176.0,285816.0,3090740.0,3090740.0,285816.0,163102.0,96746.0,60142500.0,0.0,-453303.0,0.0,29679772.0,5601707.0,5601707.0,5601707.0,5601707.0,5601707.0,5601707.0,-1438477.0,9621130.0,32214.0,9621130.0,-1.0,2374737.0,,27063287.0,0.0,13320.0,1636971.0,11998473.0,7146255.231477,10263370.0,-99594.0,19296140.0,16500000.0,,-13842749.0,3836200.0,2834917.0,,13193734.0,47688.0,485415.0,1204031.0,395066.0,76661142.0,70176.0,-38312.0,0.0,19803412.0,-6307347.0,20857.0,7463609.0,0.0,-453303.0,-1438477.0,,14036664.0,9132364.0,20560.0,20560.0,198190.0,5601707.0,32214.0,752684.0,7412446.0,16500000.0,-2057927.0,29898204.0,27063287.0,-513378.768523,1861902.0,0.249464,196700.0,-1861901.0,92254846.0,32988944.0,39417960.0,29898204.0,19395734.0,62356642.0,5495470.0,4951821.0,23.0,19296140.0,188527.0,-2057927.0,-2057927.0,,29354554.0,-9645.0
D.MI,2023-12-31,12M,EUR,22695639.0,113020.0,5205000.0,,18750000.0,0.47,-25888078.0,1769965.0,-1269783.0,7500000.0,12716055.0,12776262.0,12716055.0,26375274.0,26665842.0,26665841.0,-20995554.0,35349901.0,7500000.0,37626520.0,10422633.0,91973089.0,29345663.0,29345663.0,54845141.0,18750000.0,0.47,8200503.0,,,17276808.0,17276808.0,0.0,777764.0,93400181.0,,2205000.0,25105491.0,4727514.0,2682509.0,2573335.0,8617290.0,1895462.0,5362919.0,5362919.0,21097233.0,21097233.0,-5362919.0,21097233.0,70062923.0,-1914433.0,,314870.0,3090740.0,3090740.0,314870.0,182340.0,70187.0,64875000.0,0.0,-671870.0,2205000.0,19720348.0,8200503.0,8200503.0,8200503.0,8200503.0,8200503.0,8200503.0,-1269783.0,15734314.0,27220.0,15734314.0,,2573335.0,,34944011.0,,0.0,1748902.0,19992678.0,10069875.803676,9761845.0,-1144555.0,19039923.0,18750000.0,1.0,-13937717.0,21642286.0,2682509.0,,12850382.0,50660.0,606361.0,1409536.0,733183.0,66751308.0,60207.0,189686.0,0.0,24559106.0,-7057837.0,924237.0,11913889.0,0.0,-671870.0,-1269783.0,,13707615.0,10422633.0,17950.0,17950.0,217034.0,8200503.0,27220.0,2057545.0,6785059.0,18750000.0,-2713540.0,37626520.0,34944011.0,-846497.196324,3713386.0,0.311685,11408262.0,-3713386.0,97544303.0,40717260.0,32436403.0,37626520.0,20184478.0,59917783.0,5570714.0,5072642.0,,19039923.0,453931.0,-2715870.0,-2715870.0,0.0,37127948.0,411358.0
